%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486157275266,1486157282264
1,1,34,34,0,1486157283266,1486157291664
2,0,15,15,0,1486157301035,1486157309065
2,1,73,73,0,1486157310067,1486157316966
2,2,164,164,0,1486157317969,1486157328567
2,3,705,705,0,1486157329568,1486157339534
2,4,2173,2173,0,1486157340502,1486157353268
2,5,1504,1504,0,1486157354270,1486157364969
2,6,42350,42350,0,1486157365971,1486157378969
2,7,24061,204631,0,1486157379972,1486157393837
2,8,061743,061743,0,1486157394838,1486157416771
2,9,625037,625037,0,1486157417773,1486157442940
2,10,7152305,,0,1486157443942,1486157473974
2,11,3157264,3152764,0,1486157474978,1486157495509
3,0,60,06,0,1486157512445,1486157519510
3,1,24,42,0,1486157520512,1486157526544
4,0,25,52,0,1486157536047,1486157541978
4,1,63,63,0,1486157542980,1486157548779
4,2,574,574,0,1486157549781,1486157557280
4,3,207,702,0,1486157558282,1486157566447
4,4,7305,5037,0,1486157567449,1486157578914
4,5,4130,0314,1,1486157579915,1486157595215
4,6,35741,14753,0,1486157596217,1486157610282
4,7,70526,62507,0,1486157611251,1486157625716
4,8,607251,152706,0,1486157626718,1486157643317
4,9,270643,346072,0,1486157644319,1486157658652
4,10,0416327,7231604,0,1486157659653,1486157675586
4,11,5632041,1402365,0,1486157676588,1486157696220
4,12,48256132,,0,1486157697224,1486157723655
4,13,04523765,5367024,0,1486157724657,1486157745523
