%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,7,1486427818661,-1,1486427818128
6,0,2,1,1,0,6,1486427821695,-1,1486427821165
6,0,3,1,1,0,4,1486427824762,-1,1486427824231
6,0,4,1,1,0,1,1486427827795,-1,1486427827265
6,0,5,1,1,0,3,1486427830829,-1,1486427830298
6,0,6,1,1,0,4,1486427833896,-1,1486427833365
6,0,7,1,0,1,4,1486427836962,-1,1486427836431
6,0,8,1,1,1,4,1486427839996,1486427840996,1486427839498
6,0,9,1,1,0,3,1486427843029,-1,1486427842499
6,0,10,1,1,0,1,1486427846097,-1,1486427845565
6,0,11,1,1,1,1,1486427849163,1486427850097,1486427848633
6,1,1,1,1,3,2,1486427867731,-1,1486427867197
6,1,2,1,1,0,0,1486427870764,-1,1486427870267
6,1,3,1,1,0,3,1486427873798,-1,1486427873300
6,1,4,1,1,1,3,1486427876831,1486427877432,1486427876301
6,1,5,1,0,1,3,1486427879898,-1,1486427879367
6,1,6,1,1,0,5,1486427882931,-1,1486427882402
6,1,7,1,1,0,4,1486427885998,-1,1486427885468
6,1,8,1,1,0,3,1486427889032,-1,1486427888502
6,1,9,1,1,1,3,1486427892066,1486427892766,1486427891569
6,1,10,1,1,0,1,1486427895132,-1,1486427894601
6,1,11,1,1,0,7,1486427898166,-1,1486427897635
6,1,12,1,1,0,0,1486427901232,-1,1486427900702
6,1,13,1,1,1,0,1486427904233,1486427904833,1486427903735
6,1,14,1,0,0,5,1486427907299,1486427908367,1486427906769
6,1,15,1,0,0,1,1486427910333,1486427911800,1486427909802
6,1,16,1,1,0,7,1486427913367,-1,1486427912869
6,1,17,1,0,0,5,1486427916433,1486427918534,1486427915903
6,1,18,1,1,0,3,1486427919467,-1,1486427918936
6,1,19,1,1,1,3,1486427922467,1486427923134,1486427921970
6,1,20,1,1,1,3,1486427925534,1486427926501,1486427925003
6,1,21,1,1,0,7,1486427928568,-1,1486427928037
6,2,1,2,1,3,5,1486427961703,-1,1486427961170
6,2,2,2,1,3,4,1486427964769,-1,1486427964240
6,2,3,2,1,0,1,1486427967836,-1,1486427967305
6,2,4,2,1,0,0,1486427970903,-1,1486427970373
6,2,5,2,1,0,6,1486427973937,-1,1486427973406
6,2,6,2,1,1,0,1486427976970,1486427977670,1486427976441
6,2,7,2,1,0,5,1486427980004,-1,1486427979474
6,2,8,2,0,1,0,1486427983037,-1,1486427982508
6,2,9,2,1,0,7,1486427986104,-1,1486427985573
6,2,10,2,1,0,3,1486427989137,-1,1486427988607
6,2,11,2,1,0,6,1486427992171,-1,1486427991641
6,2,12,2,1,1,3,1486427995205,1486427995771,1486427994708
6,3,1,2,1,3,1,1486428000271,-1,1486427999739
6,3,2,2,1,3,0,1486428003339,-1,1486428002808
6,3,3,2,1,1,1,1486428006405,1486428007139,1486428005874
6,3,4,2,1,1,0,1486428009439,1486428010906,1486428008909
6,3,5,2,1,0,3,1486428012472,-1,1486428011975
6,3,6,2,1,0,5,1486428015539,-1,1486428015008
6,3,7,2,1,0,1,1486428018606,-1,1486428018075
6,3,8,2,1,1,5,1486428021639,1486428022507,1486428021109
6,3,9,2,1,0,0,1486428024707,-1,1486428024175
6,3,10,2,1,0,2,1486428027773,-1,1486428027243
6,3,11,2,1,0,7,1486428030840,-1,1486428030310
6,3,12,2,1,1,2,1486428033873,1486428034474,1486428033342
6,3,13,2,1,0,0,1486428036907,-1,1486428036376
6,3,14,2,1,0,4,1486428039974,-1,1486428039444
6,3,15,2,1,0,1,1486428043007,-1,1486428042509
6,3,16,2,1,1,4,1486428046074,1486428046774,1486428045543
6,3,17,2,1,0,0,1486428049141,-1,1486428048610
