%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,0,1486157054601,-1,1486157054070
6,0,2,1,1,0,5,1486157057635,-1,1486157057138
6,0,3,1,1,0,1,1486157060668,-1,1486157060138
6,0,4,1,1,0,4,1486157063702,-1,1486157063171
6,0,5,1,1,1,4,1486157066769,1486157067469,1486157066238
6,0,6,1,0,1,4,1486157069803,-1,1486157069271
6,0,7,1,1,0,0,1486157072869,-1,1486157072338
6,0,8,1,1,0,5,1486157075903,-1,1486157075372
6,0,9,1,1,0,2,1486157078969,-1,1486157078439
6,0,10,1,1,0,4,1486157082003,-1,1486157081472
6,0,11,1,1,1,4,1486157085004,1486157085671,1486157084506
6,1,1,1,1,3,1,1486157091804,-1,1486157091304
6,1,2,1,1,0,4,1486157094871,-1,1486157094340
6,1,3,1,1,0,7,1486157097904,-1,1486157097373
6,1,4,1,1,0,0,1486157100937,-1,1486157100407
6,1,5,1,1,0,4,1486157104005,-1,1486157103473
6,1,6,1,1,0,7,1486157107038,-1,1486157106507
6,1,7,1,1,1,7,1486157110071,1486157110972,1486157109574
6,1,8,1,1,1,7,1486157113138,1486157114172,1486157112608
6,1,9,1,1,0,3,1486157116205,-1,1486157115674
6,1,10,1,1,1,3,1486157119272,1486157120039,1486157118742
6,1,11,1,1,0,7,1486157122305,-1,1486157121774
6,1,12,1,1,0,2,1486157125339,-1,1486157124808
6,1,13,1,1,0,5,1486157128373,-1,1486157127875
6,1,14,1,1,1,5,1486157131440,1486157132073,1486157130909
6,1,15,1,1,1,5,1486157134506,1486157135207,1486157133976
6,1,16,1,1,0,6,1486157137573,-1,1486157137042
6,1,17,1,1,0,7,1486157140606,-1,1486157140077
6,1,18,1,1,0,3,1486157143673,-1,1486157143143
6,1,19,1,1,0,2,1486157146673,-1,1486157146176
6,1,20,1,1,0,1,1486157149740,-1,1486157149209
6,1,21,1,1,1,1,1486157152774,1486157153540,1486157152243
6,2,1,2,1,3,7,1486157165441,-1,1486157164908
6,2,2,2,1,3,1,1486157168475,-1,1486157167977
6,2,3,2,1,0,3,1486157171541,-1,1486157171012
6,2,4,2,1,0,5,1486157174608,-1,1486157174078
6,2,5,2,1,0,7,1486157177675,-1,1486157177144
6,2,6,2,0,1,5,1486157180709,-1,1486157180178
6,2,7,2,1,0,6,1486157183775,-1,1486157183245
6,2,8,2,1,0,3,1486157186809,-1,1486157186278
6,2,9,2,1,0,4,1486157189876,-1,1486157189345
6,2,10,2,1,0,0,1486157192909,-1,1486157192412
6,2,11,2,1,1,4,1486157195943,1486157196910,1486157195445
6,2,12,2,0,1,0,1486157198976,-1,1486157198447
6,3,1,2,0,3,4,1486157204243,-1,1486157203711
6,3,2,2,0,3,2,1486157207243,-1,1486157206746
6,3,3,2,1,0,0,1486157210310,-1,1486157209780
6,3,4,2,1,0,5,1486157213377,-1,1486157212846
6,3,5,2,1,0,1,1486157216411,-1,1486157215880
6,3,6,2,1,0,4,1486157219444,-1,1486157218914
6,3,7,2,1,0,2,1486157222511,-1,1486157221980
6,3,8,2,1,1,4,1486157225544,1486157226345,1486157225014
6,3,9,2,1,0,6,1486157228611,-1,1486157228082
6,3,10,2,1,0,5,1486157231645,-1,1486157231115
6,3,11,2,1,0,1,1486157234712,-1,1486157234181
6,3,12,2,1,0,7,1486157237745,-1,1486157237214
6,3,13,2,1,0,3,1486157240746,-1,1486157240248
6,3,14,2,1,0,0,1486157243812,-1,1486157243281
6,3,15,2,1,1,3,1486157246846,1486157247546,1486157246315
6,3,16,2,1,0,1,1486157249879,-1,1486157249348
6,3,17,2,1,0,2,1486157252913,-1,1486157252382
6,3,18,2,1,1,1,1486157255946,1486157257280,1486157255415
6,3,19,2,1,1,2,1486157258980,1486157259814,1486157258449
6,3,20,2,1,1,1,1486157262013,1486157262847,1486157261482
6,3,21,2,1,1,2,1486157265080,1486157265647,1486157264550
6,3,22,2,1,0,6,1486157268114,-1,1486157267582
6,4,1,3,1,3,6,1486157288282,-1,1486157287748
6,4,2,3,1,3,1,1486157291348,-1,1486157290819
6,4,3,3,1,3,4,1486157294382,-1,1486157293851
6,4,4,3,1,1,6,1486157297415,1486157298149,1486157296884
6,4,5,3,1,1,1,1486157300449,1486157301049,1486157299919
6,4,6,3,0,0,2,1486157303515,1486157304316,1486157302985
6,4,7,3,1,0,0,1486157306549,-1,1486157306018
6,4,8,3,1,0,0,1486157309582,-1,1486157309052
6,4,9,3,0,0,4,1486157312616,1486157313816,1486157312086
6,4,10,3,1,0,6,1486157315650,-1,1486157315119
6,4,11,3,1,0,2,1486157318716,-1,1486157318186
6,4,12,3,1,1,4,1486157321750,1486157323050,1486157321220
6,4,13,3,1,0,5,1486157324817,-1,1486157324286
6,5,1,3,1,3,5,1486157329751,-1,1486157329218
6,5,2,3,1,3,4,1486157332818,-1,1486157332286
6,5,3,3,1,3,0,1486157335851,-1,1486157335320
6,5,4,3,1,0,3,1486157338884,-1,1486157338354
6,5,5,3,1,0,1,1486157341918,-1,1486157341420
6,5,6,3,1,1,0,1486157344985,1486157346085,1486157344454
6,5,7,3,1,0,6,1486157348051,-1,1486157347521
6,5,8,3,1,0,5,1486157351052,-1,1486157350555
6,5,9,3,1,0,4,1486157354085,-1,1486157353554
6,5,10,3,1,0,7,1486157357118,-1,1486157356588
6,5,11,3,1,0,2,1486157360152,-1,1486157359621
6,5,12,3,0,0,6,1486157363185,1486157364086,1486157362655
6,5,13,3,1,0,0,1486157366219,-1,1486157365688
6,5,14,3,1,1,2,1486157369252,1486157370286,1486157368722
6,5,15,3,0,1,6,1486157372286,-1,1486157371789
6,5,16,3,1,0,4,1486157375353,-1,1486157374822
6,5,17,3,1,0,1,1486157378420,-1,1486157377890
6,5,18,3,0,0,7,1486157381454,1486157382287,1486157380923
6,5,19,3,1,0,3,1486157384520,-1,1486157383989
6,5,20,3,1,0,5,1486157387554,-1,1486157387023
6,5,21,3,1,1,7,1486157390621,1486157392421,1486157390090
6,5,22,3,1,1,3,1486157393687,1486157395254,1486157393156
6,5,23,3,1,1,5,1486157396721,1486157397888,1486157396190
6,6,1,4,1,3,5,1486157401622,-1,1486157401088
6,6,2,4,1,3,0,1486157404688,-1,1486157404158
6,6,3,4,1,3,2,1486157407755,-1,1486157407224
6,6,4,4,1,3,3,1486157410821,-1,1486157410293
6,6,5,4,0,0,2,1486157413855,1486157414955,1486157413324
6,6,6,4,1,0,5,1486157416856,-1,1486157416358
6,6,7,4,1,0,1,1486157419922,-1,1486157419391
6,6,8,4,1,0,0,1486157422955,-1,1486157422425
6,6,9,4,1,0,0,1486157425990,-1,1486157425458
6,6,10,4,1,0,4,1486157428990,-1,1486157428492
6,6,11,4,1,1,1,1486157432056,1486157432757,1486157431525
6,6,12,4,1,0,4,1486157435089,-1,1486157434559
