%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,4,1486160828280
1,0,5,1486160828848
1,0,12,1486160832414
1,0,16,1486160836448
1,0,18,1486160837181
1,0,20,1486160838281
1,0,23,1486160839448
1,0,24,1486160841381
-1,0,19,1486160843582
9,0,-1,1486160843916
-1,0,19,1486160844214
1,1,0,1486160846249
1,1,1,1486160846482
1,1,2,1486160848582
1,1,3,1486160848849
1,1,9,1486160852048
-1,1,6,1486160852682
1,1,11,1486160853915
1,1,14,1486160855150
1,1,15,1486160855782
1,1,18,1486160856683
1,1,19,1486160856916
1,1,21,1486160857915
1,1,22,1486160858215
1,1,25,1486160859116
1,1,27,1486160859350
-1,1,26,1486160860382
1,1,28,1486160861450
1,1,32,1486160863749
1,1,34,1486160864484
9,1,-1,1486160864917
1,2,0,1486160866849
1,2,2,1486160867449
1,2,5,1486160868316
1,2,10,1486160874850
1,2,12,1486160875784
1,2,13,1486160876383
1,2,14,1486160877250
1,2,16,1486160878350
1,2,17,1486160878783
1,2,18,1486160880750
1,2,20,1486160881350
1,2,22,1486160882417
1,2,24,1486160883517
1,2,25,1486160884017
1,2,27,1486160884718
9,2,-1,1486160885918
-1,2,28,1486160886317
1,3,1,1486160887918
1,3,2,1486160888450
1,3,3,1486160888684
1,3,6,1486160891451
1,3,10,1486160895352
1,3,11,1486160895684
1,3,13,1486160897518
1,3,14,1486160897818
1,3,15,1486160899051
1,3,18,1486160901451
1,3,20,1486160903585
1,3,22,1486160904185
9,3,-1,1486160906919
1,4,0,1486160908985
1,4,2,1486160909685
1,4,4,1486160910852
1,4,7,1486160913019
1,4,11,1486160915585
1,4,13,1486160917286
1,4,14,1486160917620
1,4,15,1486160918586
1,4,16,1486160919453
1,4,18,1486160920519
1,4,24,1486160923987
1,4,27,1486160925120
1,4,30,1486160926219
9,4,-1,1486160927920
-1,4,31,1486160928153
1,5,2,1486160930253
1,5,3,1486160931153
1,5,6,1486160932853
1,5,10,1486160935587
1,5,12,1486160936953
1,5,14,1486160938420
1,5,15,1486160938753
1,5,17,1486160940120
1,5,22,1486160941854
1,5,23,1486160942854
1,5,24,1486160944154
1,5,26,1486160944687
1,5,27,1486160946087
1,5,28,1486160946287
1,5,29,1486160947320
1,5,30,1486160947787
1,5,32,1486160948487
9,5,-1,1486160948921
-1,5,33,1486160949255
1,6,1,1486160950954
1,6,4,1486160952588
1,6,5,1486160953087
1,6,7,1486160953854
1,6,9,1486160956221
1,6,10,1486160956854
1,6,13,1486160958721
1,6,14,1486160959055
1,6,17,1486160961955
1,6,18,1486160962755
1,6,24,1486160965789
1,6,27,1486160967721
1,6,30,1486160969589
1,6,31,1486160969889
9,6,-1,1486160969922
1,7,0,1486160972889
1,7,1,1486160973189
1,7,3,1486160974455
1,7,4,1486160976255
1,7,9,1486160978523
1,7,10,1486160978890
1,7,11,1486160979989
1,7,12,1486160980389
1,7,13,1486160980922
1,7,16,1486160982557
1,7,18,1486160984290
1,7,19,1486160984623
1,7,21,1486160986189
1,7,22,1486160986956
1,7,24,1486160988457
1,7,25,1486160989157
1,7,27,1486160990457
9,7,-1,1486160990924
1,8,1,1486160993357
1,8,3,1486160996223
1,8,6,1486160997123
1,8,10,1486160999491
1,8,11,1486160999790
1,8,14,1486161000924
1,8,16,1486161002192
1,8,19,1486161005524
1,8,22,1486161006857
1,8,23,1486161007891
1,8,24,1486161008124
1,8,26,1486161009224
1,8,27,1486161009791
1,8,29,1486161010824
1,8,31,1486161011591
9,8,-1,1486161011925
1,9,0,1486161013858
1,9,1,1486161014158
1,9,4,1486161016925
1,9,6,1486161018058
1,9,8,1486161018925
1,9,11,1486161021092
1,9,13,1486161022058
-1,9,12,1486161022791
1,9,15,1486161024225
1,9,17,1486161025525
1,9,18,1486161026358
1,9,20,1486161027825
1,9,22,1486161028759
1,9,24,1486161029292
1,9,25,1486161030293
1,9,26,1486161030525
1,9,28,1486161031592
1,9,29,1486161031959
9,9,-1,1486161032926
1,10,0,1486161036527
1,10,1,1486161036859
1,10,3,1486161038660
1,10,4,1486161040193
1,10,6,1486161040959
1,10,14,1486161046295
1,10,16,1486161048327
1,10,17,1486161048594
1,10,19,1486161050293
1,10,20,1486161051093
1,10,23,1486161052460
1,10,24,1486161052728
9,10,-1,1486161053928
-1,10,26,1486161054161
1,11,3,1486161060028
1,11,6,1486161061494
1,11,11,1486161064694
1,11,12,1486161065895
1,11,13,1486161066361
1,11,23,1486161072995
