%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,5A,5AZ,,,0,1486149552517,,1486149554880,1486149560213
3,1,2,58,58,,,0,1486149562219,,1486149564580,1486149566647
3,2,3,254,254,,,0,1486149568619,,1486149572147,1486149573948
3,3,3,2D1,2D1,,,0,1486149575919,,1486149579448,1486149581315
10,0,0,,,1,1,0,1486149630486,1486149630484,1486149579448,1486149633051
10,1,0,,,1,1,0,1486149635052,1486149635052,1486149579448,1486149637818
10,2,0,,,1,1,0,1486149639818,1486149639818,1486149579448,1486149642518
10,3,0,,,1,1,0,1486149644486,1486149644486,1486149579448,1486149647519
10,4,0,,,0,0,0,1486149649519,1486149649519,1486149579448,1486149650952
10,5,0,,,0,0,0,1486149652952,1486149652952,1486149579448,1486149658252
10,6,0,,,0,0,0,1486149660253,1486149660253,1486149579448,1486149662820
10,7,0,,,1,1,0,1486149664820,1486149664820,1486149579448,1486149666453
10,8,0,,,0,0,0,1486149668420,1486149668420,1486149579448,1486149678420
10,9,0,,,1,1,0,1486149680421,1486149680421,1486149579448,1486149681920
10,10,0,,,0,0,0,1486149683888,1486149683888,1486149579448,1486149687521
10,11,0,,,0,0,0,1486149689521,1486149689521,1486149579448,1486149690587
10,12,0,,,1,1,0,1486149692588,1486149692588,1486149579448,1486149693754
10,13,0,,,1,1,0,1486149695755,1486149695755,1486149579448,1486149697155
10,14,0,,,1,1,0,1486149699155,1486149699155,1486149579448,1486149700289
10,15,0,,,0,0,0,1486149702255,1486149702255,1486149579448,1486149703222
13,0,2,EB,EB,11,11,0,1486149769780,1486149774314,1486149775280,1486149779911
13,1,2,AD,AD,00,00,0,1486149781881,1486149786315,1486149787382,1486149789343
13,2,2,5B,5B,01,01,0,1486149791348,1486149795714,1486149797249,1486149799010
14,0,4,A2DF,A2DF,0001,0001,0,1486149807615,1486149817383,1486149818449,1486149821211
14,1,3,B65,B65,111,111,0,1486149823183,1486149830917,1486149832151,1486149835146
14,2,4,E1CD,E1CD,1000,1000,0,1486149837150,1486149847184,1486149848219,1486149851080
14,3,2,D1,D1,10,10,0,1486149853085,1486149857485,1486149858352,1486149860947
14,4,5,2EF6C,2EF6C,11101,11101,0,1486149862918,1486149876252,1486149877453,1486149882015
14,5,5,57680,57680,00001,00001,0,1486149884020,1486149896354,1486149897421,1486149900949
14,6,2,A1,A1,11,11,0,1486149902954,1486149907320,1486149908422,1486149911016
14,7,3,7EC,7ED,001,001,0,1486149913022,1486149920421,1486149921789,1486149924917
14,8,2,4E,4E,11,11,0,1486149926888,1486149931455,1486149932556,1486149934918
14,9,3,381,381,001,001,0,1486149936924,1486149943857,1486149944823,1486149947952
14,10,4,80ED,80ED,0100,0100,0,1486149949923,1486149959424,1486149960358,1486149963153
14,11,5,32CB5,32CB4,00011,00011,0,1486149965125,1486149977858,1486149979258,1486149983187
