%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1486171783857
1,0,2,1486171785957
1,0,3,1486171786624
1,0,4,1486171787324
1,0,7,1486171788423
1,0,10,1486171790024
1,0,12,1486171791224
1,0,13,1486171791791
1,0,18,1486171794924
1,0,19,1486171796124
1,0,20,1486171796691
1,0,23,1486171798158
-1,0,22,1486171798824
-1,0,22,1486171799391
2,0,23,1486171800024
1,0,22,1486171800824
1,0,23,1486171801491
9,0,-1,1486171802459
1,1,0,1486171805991
1,1,4,1486171808291
1,1,8,1486171809959
1,1,9,1486171810492
1,1,10,1486171811125
1,1,11,1486171811625
1,1,12,1486171812092
1,1,13,1486171812558
1,1,15,1486171813492
1,1,17,1486171814526
1,1,19,1486171816992
2,1,19,1486171817658
1,1,18,1486171818226
1,1,22,1486171819459
-1,1,21,1486171820125
2,1,22,1486171820692
1,1,21,1486171821092
1,1,22,1486171821492
9,1,-1,1486171823461
-1,1,29,1486171826825
1,2,0,1486171828620
1,2,1,1486171829450
1,2,2,1486171829981
1,2,3,1486171830546
1,2,7,1486171832279
1,2,8,1486171833079
1,2,9,1486171833580
1,2,13,1486171835113
1,2,16,1486171836146
1,2,18,1486171836980
1,2,19,1486171837613
1,2,20,1486171838280
1,2,27,1486171840515
1,2,28,1486171841380
1,2,30,1486171842647
2,2,30,1486171843547
1,2,29,1486171844013
1,2,30,1486171844380
9,2,-1,1486171844447
1,3,0,1486171846581
1,3,3,1486171847313
2,3,3,1486171848147
1,3,2,1486171848580
1,3,10,1486171851181
1,3,14,1486171852581
1,3,19,1486171854614
1,3,20,1486171854947
1,3,21,1486171855414
1,3,23,1486171857081
1,3,24,1486171857714
1,3,27,1486171859115
1,3,28,1486171859581
1,3,31,1486171861481
1,3,33,1486171863248
1,3,35,1486171863981
1,3,37,1486171864881
2,3,37,1486171865448
9,3,-1,1486171865452
1,4,1,1486171868115
1,4,2,1486171868615
1,4,8,1486171871015
1,4,9,1486171871748
1,4,10,1486171872215
1,4,12,1486171872849
1,4,13,1486171873448
1,4,15,1486171874381
1,4,18,1486171875516
1,4,21,1486171876882
1,4,22,1486171877350
1,4,23,1486171877748
1,4,26,1486171878716
1,4,28,1486171879415
1,4,33,1486171882382
1,4,34,1486171882882
1,4,37,1486171884316
1,4,38,1486171884749
1,4,41,1486171885916
9,4,-1,1486171886450
-1,4,43,1486171886616
1,5,1,1486171888916
1,5,2,1486171889383
1,5,7,1486171891016
1,5,8,1486171891416
1,5,10,1486171892483
1,5,11,1486171892916
1,5,13,1486171893883
1,5,17,1486171895817
1,5,18,1486171896316
1,5,19,1486171897150
1,5,20,1486171897816
1,5,22,1486171898617
1,5,28,1486171900417
1,5,30,1486171901217
1,5,32,1486171902017
1,5,35,1486171903118
1,5,36,1486171903617
1,5,39,1486171904883
1,5,40,1486171906817
9,5,-1,1486171907451
1,6,2,1486171910218
1,6,5,1486171911284
1,6,7,1486171912251
1,6,10,1486171913618
1,6,12,1486171914385
1,6,14,1486171915017
1,6,17,1486171916318
1,6,18,1486171916817
1,6,19,1486171917251
1,6,20,1486171918417
-1,6,19,1486171919684
2,6,20,1486171920118
2,6,19,1486171920518
1,6,20,1486171921152
1,6,22,1486171922152
1,6,24,1486171923151
1,6,26,1486171923618
2,6,26,1486171924118
1,6,30,1486171925651
1,6,33,1486171926585
1,6,34,1486171927052
1,6,35,1486171927619
9,6,-1,1486171928453
1,7,0,1486171930152
1,7,3,1486171930952
2,7,3,1486171931518
1,7,2,1486171931852
1,7,5,1486171932885
1,7,7,1486171933285
2,7,7,1486171933919
1,7,6,1486171934785
1,7,7,1486171935052
1,7,10,1486171936319
1,7,11,1486171936719
1,7,14,1486171937485
1,7,16,1486171938285
1,7,17,1486171938686
1,7,18,1486171939385
1,7,19,1486171940352
1,7,22,1486171942052
1,7,24,1486171942786
1,7,26,1486171943652
1,7,27,1486171944320
2,7,27,1486171944752
1,7,29,1486171945919
1,7,32,1486171947786
9,7,-1,1486171949453
-1,7,37,1486171949987
1,8,1,1486171952387
1,8,2,1486171953754
1,8,5,1486171954853
1,8,7,1486171955387
2,8,7,1486171956120
1,8,6,1486171956521
1,8,7,1486171956920
1,8,10,1486171958120
2,8,10,1486171958520
1,8,13,1486171959487
1,8,15,1486171960187
1,8,18,1486171961220
1,8,19,1486171961653
1,8,24,1486171963420
1,8,25,1486171964221
1,8,26,1486171964687
1,8,31,1486171966487
1,8,32,1486171967720
1,8,34,1486171968754
1,8,37,1486171969721
1,8,38,1486171970187
9,8,-1,1486171970455
-1,8,41,1486171971154
-1,8,39,1486171971654
1,9,2,1486171975388
1,9,3,1486171975954
2,9,3,1486171976587
2,9,2,1486171976854
1,9,4,1486171977888
1,9,6,1486171978388
1,9,8,1486171980055
1,9,10,1486171981321
1,9,12,1486171982255
1,9,15,1486171983221
1,9,19,1486171986221
1,9,22,1486171987422
1,9,23,1486171987888
1,9,24,1486171988455
1,9,26,1486171989422
1,9,28,1486171990088
9,9,-1,1486171991456
1,10,1,1486171993356
1,10,2,1486171993855
1,10,4,1486171994756
1,10,5,1486171995756
1,10,6,1486171997390
1,10,12,1486171999389
1,10,14,1486172000023
1,10,16,1486172001289
1,10,17,1486172001722
1,10,18,1486172002156
1,10,20,1486172003190
1,10,21,1486172003722
1,10,24,1486172004756
1,10,25,1486172005123
1,10,27,1486172005689
1,10,29,1486172006423
2,10,29,1486172006923
1,10,30,1486172009090
1,10,35,1486172011057
9,10,-1,1486172012457
1,11,4,1486172015790
2,11,4,1486172016690
1,11,3,1486172017090
1,11,4,1486172017391
1,11,6,1486172018490
1,11,7,1486172018923
1,11,8,1486172020890
1,11,10,1486172021723
1,11,11,1486172022090
1,11,13,1486172023057
1,11,16,1486172024557
2,11,16,1486172025290
1,11,15,1486172025725
1,11,17,1486172027190
1,11,23,1486172029458
1,11,27,1486172030691
