%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,93,93,,,0,1486154368762,,1486154371091,1486154373391
3,1,2,59,59,,,0,1486154375362,,1486154377724,1486154379425
3,2,3,935,935,,,0,1486154381429,,1486154384991,1486154386925
3,3,3,47B,47B,,,0,1486154388897,,1486154392460,1486154394626
10,0,0,,,1,1,0,1486154411430,1486154411428,1486154392460,1486154413860
10,1,0,,,0,0,0,1486154415860,1486154415860,1486154392460,1486154417660
10,2,0,,,1,1,0,1486154419661,1486154419661,1486154392460,1486154422894
10,3,0,,,1,1,0,1486154424861,1486154424861,1486154392460,1486154427827
10,4,0,,,0,0,0,1486154429828,1486154429828,1486154392460,1486154431494
10,5,0,,,0,0,0,1486154433495,1486154433495,1486154392460,1486154435128
10,6,0,,,1,1,0,1486154437128,1486154437128,1486154392460,1486154439195
10,7,0,,,0,0,0,1486154441195,1486154441195,1486154392460,1486154442828
10,8,0,,,0,0,0,1486154444829,1486154444829,1486154392460,1486154446262
10,9,0,,,0,0,0,1486154448262,1486154448262,1486154392460,1486154449996
10,10,0,,,1,1,0,1486154451963,1486154451963,1486154392460,1486154453629
10,11,0,,,1,1,0,1486154455630,1486154455629,1486154392460,1486154458563
10,12,0,,,0,0,0,1486154460530,1486154460530,1486154392460,1486154461930
10,13,0,,,1,1,0,1486154463930,1486154463930,1486154392460,1486154465796
10,14,0,,,0,0,0,1486154467797,1486154467797,1486154392460,1486154469363
10,15,0,,,1,1,0,1486154471364,1486154471364,1486154392460,1486154473530
13,0,2,F6,F6,11,Z1,0,1486154481435,1486154488202,1486154490503,1486154493965
13,1,2,E4,A4,10,10,0,1486154495936,1486154500636,1486154501971,1486154505465
13,2,2,0C,0C,00,00,0,1486154507470,1486154512369,1486154513604,1486154515965
14,0,5,E789F,E789F,10001,10001,0,1486154524887,1486154538088,1486154539323,1486154543451
14,1,2,12,12,01,01,0,1486154545422,1486154549855,1486154550989,1486154554118
14,2,4,45EB,45EB,1010,1010,0,1486154556122,1486154566556,1486154567591,1486154569919
14,3,3,8E6,8E6,110,110,0,1486154571923,1486154579390,1486154580492,1486154582486
14,4,2,B9,B9,00,00,0,1486154584457,1486154589191,1486154590325,1486154592253
14,5,4,23F0,23F0,0111,0111,0,1486154594259,1486154605125,1486154606392,1486154608688
14,6,4,CD41,CD41,1001,1001,0,1486154610693,1486154620827,1486154622059,1486154624122
14,7,3,BFA,BFA,101,101,0,1486154626126,1486154633193,1486154634228,1486154636122
14,8,2,09,09,10,10,0,1486154638127,1486154642627,1486154643596,1486154646690
14,9,5,B7613,B7613,01100,01100,0,1486154648661,1486154661128,1486154662595,1486154665191
14,10,3,362,362,100,100,0,1486154667162,1486154675729,1486154676997,1486154678925
14,11,5,8F5E2,8F5E2,10110,10110,0,1486154680929,1486154694398,1486154695697,1486154701026
