%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,EA,EA,,,0,1487800650336,,1487800652699,1487800654632
3,1,2,FA,FA,,,0,1487800656636,,1487800658966,1487800660566
3,2,3,D6F,D6F,,,0,1487800662570,,1487800666066,1487800668433
3,3,3,6B9,6B9,,,0,1487800670437,,1487800673968,1487800676267
10,0,0,,,0,0,0,1487800698337,1487800698335,1487800673968,1487800700069
10,1,0,,,1,1,0,1487800702069,1487800702069,1487800673968,1487800706102
10,2,0,,,0,0,0,1487800708102,1487800708102,1487800673968,1487800711335
10,3,0,,,1,1,0,1487800713336,1487800713336,1487800673968,1487800715469
10,4,0,,,1,1,0,1487800717469,1487800717469,1487800673968,1487800721469
10,5,0,,,1,1,0,1487800723470,1487800723470,1487800673968,1487800726803
10,6,0,,,0,0,0,1487800728804,1487800728803,1487800673968,1487800730270
10,7,0,,,0,0,0,1487800732270,1487800732270,1487800673968,1487800737170
10,8,0,,,1,1,0,1487800739140,1487800739140,1487800673968,1487800743637
10,9,0,,,0,0,0,1487800745638,1487800745638,1487800673968,1487800747437
10,10,0,,,1,1,0,1487800749439,1487800749439,1487800673968,1487800755638
10,11,0,,,0,0,0,1487800757638,1487800757638,1487800673968,1487800759371
10,12,0,,,1,1,0,1487800761372,1487800761372,1487800673968,1487800764872
10,13,0,,,0,0,0,1487800766872,1487800766872,1487800673968,1487800769438
10,14,0,,,0,0,0,1487800771406,1487800771406,1487800673968,1487800775140
10,15,0,,,0,0,0,1487800777140,1487800777140,1487800673968,1487800779339
13,0,2,B6,B6,10,10,0,1487800810879,1487800817714,1487800819714,1487800822475
13,1,2,09,09,10,10,0,1487800824480,1487800831847,1487800834315,1487800836242
13,2,2,5E,5F,00,0Z,0,1487800838214,1487800843581,1487800850049,1487800853377
14,0,2,48,49,00,01,0,1487800865816,1487800871382,1487800876851,1487800880011
14,1,5,34E81,36F81,01101,01101,1,1487800881983,1487800909817,1487800912819,1487800919880
14,2,4,B40F,B60E,0110,Z110,0,1487800921852,1487800941120,1487800945654,1487800954049
14,3,2,BC,BC,11,Z1,0,1487800956053,1487800965888,1487800971355,1487800972783
14,4,5,6DBAC,6DBAC,01010,01010,0,1487800974755,1487800994489,1487800996423,1487801000118
14,5,4,0D17,1AD7,1110,1110,0,1487801002089,1487801024057,1487801026859,1487801029703
14,6,3,92C,92C,000,000,0,1487801031674,1487801042376,1487801046142,1487801050004
14,7,2,B1,B1,11,11,0,1487801051976,1487801059010,1487801064545,1487801066705
14,8,3,BE4,BE4,010,010,0,1487801068677,1487801083444,1487801086312,1487801088240
14,9,3,3FC,3FC,000,000,0,1487801090211,1487801099445,1487801103546,1487801105874
14,10,5,4C96A,4C96A,11111,11111,0,1487801107846,1487801128180,1487801130647,1487801133176
14,11,4,D945,D945,1000,1000,0,1487801135180,1487801148381,1487801150548,1487801152378
