%Recollect Version 2.0. Scene/Level: multi0_inter, Game Number: 030
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%MultiObjectBugListChanged:5,[Array of Bug Types]
%BugPositions:3,Time (Relative),Time (Absolute),(For Each Bug:)Bug Color,Bug Position X,Bug Position Y
%MultiObjectTask:4,Matched Correctly,Was Collected,Flower Type,Reveal Time (R),Reveal Time (A),Pollenation Time (R) (-1.0 = unpollenated),Pollenation Time (A) (-1.0 = unpollenated),Death Time (R),Death Time (A)
%Possible values for "Flower Types":Red=0,Green=1,Blue=2,Yellow=3,White=4,Magenta=5,
5,1,3,5
3,0,1478207848824.07,1,0.01666665,0.4333333,3,0.4,0.7,5,0.9333333,0.4333333
3,1.032471,1478207849820.45,1,0.05619627,0.5239488,3,0.3663313,0.6132317,5,0.8674716,0.5315064
3,2.032471,1478207850820.4,1,0.05679253,0.649244,3,0.3645635,0.6260914,5,0.7429551,0.5917972
3,3.032593,1478207851820.81,1,0.194434,0.7819923,3,0.3866747,0.7579846,5,0.6184387,0.7046741
3,4.032745,1478207852820.94,1,0.06187272,0.7471585,3,0.3658915,0.7618305,5,0.5293897,0.5961663
3,5.06604,1478207853854.05,1,0.2003425,0.7088645,3,0.349602,0.6914735,5,0.6304315,0.6839235
3,6.066132,1478207854854.71,1,0.06969333,0.6155301,3,0.2604635,0.7660809,5,0.7275844,0.6228783
3,7.066437,1478207855854.55,1,0.1940554,0.5222513,3,0.1516837,0.7829081,5,0.824735,0.5960909
3,8.099548,1478207856886.98,1,0.3318917,0.3259741,3,0.07946694,0.6682833,5,0.9238291,0.6473401
3,9.099579,1478207857887.3,1,0.1423091,0.3615886,3,0.1136245,0.69667,5,0.8887117,0.5665528
3,10.09964,1478207858887.19,1,0.1386602,0.4388993,3,0.2302494,0.7789747,5,0.7971971,0.6329819
3,11.10117,1478207859888.87,1,0.05505657,0.4698627,3,0.3254852,0.6919635,5,0.7056825,0.6251033
3,12.13315,1478207860921.22,1,0.05074811,0.5082335,3,0.3403382,0.5866553,5,0.610507,0.5708883
3,13.13351,1478207866663.5,1,0.1082954,0.5847698,3,0.2603149,0.636546,5,0.5021541,0.7115491
