%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,E6,E6,,,0,1486155523087,,1486155525416,1486155529984
3,1,2,20,20,,,0,1486155531987,,1486155534316,1486155536050
3,2,3,AC1,AC1,,,0,1486155538022,,1486155541550,1486155543450
3,3,3,B6F,B6F,,,0,1486155545422,,1486155548950,1486155550518
10,0,0,,,0,0,0,1486155598722,1486155598720,1486155548950,1486155602454
10,1,0,,,1,1,0,1486155604454,1486155604454,1486155548950,1486155607420
10,2,0,,,0,0,0,1486155609421,1486155609421,1486155548950,1486155612021
10,3,0,,,0,0,0,1486155613988,1486155613988,1486155548950,1486155616555
10,4,0,,,1,1,0,1486155618555,1486155618555,1486155548950,1486155621788
10,5,0,,,0,0,0,1486155623755,1486155623755,1486155548950,1486155626722
10,6,0,,,0,0,0,1486155628722,1486155628722,1486155548950,1486155630489
10,7,0,,,1,1,0,1486155632490,1486155632490,1486155548950,1486155634956
10,8,0,,,1,1,0,1486155636923,1486155636923,1486155548950,1486155640256
10,9,0,,,1,1,0,1486155642256,1486155642256,1486155548950,1486155644656
10,10,0,,,0,0,0,1486155646624,1486155646624,1486155548950,1486155648990
10,11,0,,,1,1,0,1486155650991,1486155650991,1486155548950,1486155653856
10,12,0,,,0,0,0,1486155655857,1486155655857,1486155548950,1486155657723
10,13,0,,,1,1,0,1486155659724,1486155659724,1486155548950,1486155662724
10,14,0,,,0,0,0,1486155664725,1486155664725,1486155548950,1486155668591
10,15,0,,,1,1,0,1486155670558,1486155670558,1486155548950,1486155672991
13,0,2,BC,7E,10,Z0,0,1486155705165,1486155712797,1486155715231,1486155723094
13,1,2,26,26,01,11,0,1486155725098,1486155732566,1486155735866,1486155739361
13,2,2,5D,5D,01,01,0,1486155741332,1486155746133,1486155747634,1486155749128
14,0,2,3A,3A,01,01,0,1486155764917,1486155770318,1486155771619,1486155773513
14,1,5,6170E,61ZE,01001,01001,0,1486155775518,1486155789519,1486155792020,1486155805415
14,2,3,01F,01F,111,111,0,1486155807420,1486155816353,1486155818288,1486155822049
14,3,4,8EB1,84ZZ,0001,0011,0,1486155824021,1486155835588,1486155837155,1486155845484
14,4,3,AB6,AB6,101,101,0,1486155847455,1486155856155,1486155857924,1486155862085
14,5,5,7B5F0,ZZZF0,00101,00101,0,1486155864090,1486155881025,1486155883824,1486155888586
14,6,2,85,85,01,01,0,1486155890591,1486155895158,1486155897058,1486155899787
14,7,4,F056,F05Z,0001,0001,0,1486155901759,1486155911960,1486155913560,1486155917121
14,8,4,D260,D260,1010,1010,1,1486155919126,1486155929226,1486155930993,1486155939122
14,9,2,BA,BA,11,11,0,1486155941127,1486155945661,1486155947695,1486155950557
14,10,3,2C7,2C7,100,100,0,1486155952528,1486155960295,1486155961728,1486155964225
14,11,5,B69F5,B69F5,11010,11010,0,1486155966228,1486155980112,1486155981514,1486155984775
