%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488234362263,1488234368929
1,1,34,34,0,1488234369931,1488234375995
2,0,15,15,0,1488234384065,1488234390897
2,1,73,73,0,1488234391865,1488234398030
2,2,164,164,1,1488234399032,1488234410397
2,3,705,705,0,1488234411399,1488234419798
2,4,2173,2173,0,1488234420800,1488234430598
2,5,1504,5104,1,1488234431567,1488234443666
2,6,42350,42350,0,1488234444635,1488234457533
2,7,24061,24061,0,1488234458535,1488234472034
2,8,061743,061743,0,1488234473003,1488234489402
2,9,625037,625037,0,1488234490403,1488234504936
2,10,7152305,7152305,0,1488234505938,1488234522137
2,11,3157264,3152764,0,1488234523139,1488234541672
2,12,64527631,64527631,0,1488234542640,1488234565190
2,13,05631742,05637148,1,1488234566191,1488234597058
2,14,164751743,167453674,1,1488234598026,1488234650428
2,15,2084365170,0241367570,0,1488234651396,1488234677196
3,0,60,06,0,1488234687432,1488234693664
3,1,24,42,0,1488234694666,1488234700631
4,0,25,52,0,1488234704066,1488234710898
4,1,63,36,0,1488234711900,1488234718364
4,2,574,475,0,1488234719333,1488234727499
4,3,207,702,0,1488234728467,1488234737066
4,4,7305,5037,0,1488234738034,1488234747933
4,5,4130,0314,0,1488234748935,1488234759100
4,6,35741,14753,0,1488234760102,1488234772634
4,7,70526,62507,0,1488234773604,1488234786702
4,8,607251,152706,0,1488234787670,1488234803203
4,9,270643,346702,0,1488234804172,1488234822204
4,10,0416327,7236140,0,1488234823172,1488234839738
4,11,5632041,1402365,0,1488234840708,1488234856839
4,12,48256132,2316504,1,1488234857808,1488234883307
4,13,04523765,5673240,0,1488234884276,1488234909142
