%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487888307854,1487888314953
1,1,34,34,0,1487888315957,1487888321920
2,0,15,281,0,1487888325322,1487888334454
2,1,73,73,0,1487888335423,1487888341821
2,2,164,,1,1487888342790,1487888353689
2,3,705,705,0,1487888354691,1487888362422
2,4,2173,2173,0,1487888363391,1487888373123
2,5,1504,1504,0,1487888374125,1487888393124
2,6,42350,3450,0,1487888394093,1487888407092
2,7,24061,40116666666666,0,1487888408094,1487888425026
3,0,60,06,0,1487888429512,1487888435977
3,1,24,42,0,1487888436945,1487888442677
4,0,25,52,0,1487888445879,1487888452311
4,1,63,36,0,1487888453280,1487888459511
4,2,574,475,0,1487888460513,1487888468545
4,3,207,7024,0,1487888469513,1487888480546
4,4,7305,5037,0,1487888481548,1487888491413
4,5,4130,,1,1487888492381,1487888507748
4,6,35741,,0,1487888508716,1487888527981
4,7,70526,6250,1,1487888528984,1487888549583
