%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486164868295,1486164871296,1486164881801
1,G4,,4,1486164883296,1486164886297,1486164894564
2,3W5,,1234,1486164897597,1486164902098,1486164911586
3,T7L,LT,7,1486164914614,1486164919116,1486164931048
4,1JA,AJ,1,1486164932582,1486164937083,1486164945483
0,L2,L,2,1486164952683,1486164955651,1486164961000
1,6P,P,6,1486164962534,1486164965536,1486164970417
2,B5,B,5,1486164971951,1486164974952,1486164980401
3,F7L,FL,7,1486164981902,1486164986403,1486164997476
4,R4D,DR,4,1486164999002,1486165003504,1486165010032
5,H18,H,18,1486165011553,1486165016055,1486165022271
6,T9A3,AT,39,1486165023804,1486165029806,1486165053713
7,V1J5,JV,15,1486165055239,1486165061241,1486165078607
8,7N4L,JL,47,1486165080140,1486165086142,1486165101674
9,8D6G1,DG,168,1486165103192,1486165110693,1486165125937
10,K2C7S,CKS,27,1486165127460,1486165134961,1486165153894
11,5P3Y9,P,359,1486165155428,1486165162929,1486165184623
12,M4E7Q2,MPQ,247,1486165186146,1486165195149,1486165211316
13,W8H5F3,HFW,35,1486165212848,1486165221850,1486165243599
14,6G9A2S,GF,269,1486165245133,1486165254135,1486165284176
