%Recollect Version 2.3. Scene/Level: , Session: 25, GameNumber: 25
%D2:Action,Row,Character,TimeOfResponse
1,0,2,1488331053462
1,0,4,1488331054929
1,0,5,1488331055762
1,0,6,1488331056629
1,0,11,1488331058596
1,0,17,1488331061362
1,0,18,1488331062195
1,0,20,1488331063196
1,0,22,1488331064862
-1,0,21,1488331065495
-1,0,21,1488331066429
-1,0,21,1488331067096
-1,0,21,1488331067529
2,0,22,1488331067796
1,0,22,1488331067962
-1,0,21,1488331068162
2,0,22,1488331069762
1,0,22,1488331070462
9,0,-1,1488331070598
1,1,1,1488331073296
1,1,2,1488331074930
1,1,5,1488331075531
1,1,10,1488331077697
1,1,14,1488331079030
1,1,16,1488331081263
1,1,20,1488331082797
1,1,21,1488331083997
1,1,22,1488331084830
1,1,25,1488331086330
1,1,27,1488331088097
1,1,28,1488331088697
1,1,36,1488331091164
9,1,-1,1488331091599
-1,1,37,1488331091964
1,2,2,1488331093931
1,2,8,1488331096265
-1,2,7,1488331096597
-1,2,7,1488331097464
1,2,10,1488331098498
1,2,15,1488331101332
1,2,16,1488331102598
1,2,17,1488331103599
1,2,19,1488331104531
1,2,22,1488331105599
1,2,24,1488331106698
-1,2,23,1488331106998
1,2,27,1488331108565
2,2,27,1488331108698
1,2,28,1488331109365
9,2,-1,1488331112600
-1,2,39,1488331112765
-1,2,40,1488331113198
1,3,1,1488331114665
1,3,3,1488331115665
1,3,4,1488331116533
1,3,5,1488331116798
1,3,6,1488331117232
1,3,7,1488331117865
1,3,12,1488331119999
1,3,15,1488331121866
1,3,19,1488331123099
1,3,22,1488331124633
1,3,24,1488331125200
-1,3,23,1488331126066
-1,3,23,1488331126699
-1,3,23,1488331127199
1,3,27,1488331129099
1,3,33,1488331131200
1,3,34,1488331132233
9,3,-1,1488331133602
-1,3,36,1488331133633
1,4,0,1488331135266
1,4,1,1488331135533
1,4,7,1488331138034
1,4,10,1488331139100
-1,4,9,1488331139533
-1,4,9,1488331140366
-1,0,40,1488331140500
1,4,11,1488331140933
1,4,14,1488331142400
1,4,18,1488331143934
1,4,19,1488331144900
1,4,22,1488331146434
1,4,23,1488331147767
1,4,25,1488331148767
1,4,28,1488331149934
1,4,31,1488331151500
1,4,36,1488331152901
-1,4,35,1488331153769
9,4,-1,1488331154602
-1,4,35,1488331154767
1,5,2,1488331156901
1,5,4,1488331157802
1,5,10,1488331160468
1,5,12,1488331161501
-1,5,11,1488331162635
2,5,12,1488331163001
1,5,11,1488331163568
1,5,16,1488331164835
-1,5,14,1488331166635
-1,5,14,1488331167335
1,5,20,1488331168769
-1,5,18,1488331169035
2,5,20,1488331169802
1,5,19,1488331170235
1,5,20,1488331170802
1,5,21,1488331173135
1,5,28,1488331175102
9,5,-1,1488331175603
-1,5,31,1488331176302
1,6,0,1488331177636
1,6,3,1488331178269
2,6,3,1488331179370
1,6,2,1488331179835
1,6,7,1488331180937
1,6,8,1488331181335
-1,6,6,1488331181802
-1,6,6,1488331182936
-1,6,6,1488331183436
-1,6,6,1488331183936
-1,6,6,1488331184169
1,6,12,1488331185102
1,6,17,1488331187303
1,6,19,1488331189436
1,6,22,1488331190636
1,6,26,1488331191703
-1,6,24,1488331192137
-1,6,24,1488331193136
-1,6,24,1488331193836
-1,6,24,1488331194303
1,6,30,1488331195203
1,6,33,1488331196570
9,6,-1,1488331196604
-1,6,37,1488331197470
-1,6,36,1488331197703
1,7,1,1488331199203
1,7,9,1488331201537
-1,7,8,1488331201904
-1,7,8,1488331202537
1,7,13,1488331203738
1,7,15,1488331204237
1,7,19,1488331205071
1,7,20,1488331205337
1,7,21,1488331205704
1,7,24,1488331206704
1,7,25,1488331206938
