%Recollect Version 2.3. Scene/Level: , Session: 25, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487958523930,1487958531295
1,1,34,34,0,1487958532298,1487958538795
2,0,15,15,0,1487958547531,1487958555763
2,1,73,73,0,1487958556737,1487958563697
2,2,164,164,0,1487958564665,1487958572964
2,3,705,705,0,1487958573933,1487958582065
2,4,2173,2173,0,1487958583067,1487958593332
2,5,1504,1504,0,1487958594334,1487958604599
2,6,42350,42350,0,1487958605601,1487958619533
2,7,24061,24061,0,1487958620535,1487958632334
2,8,061743,061743,0,1487958633336,1487958646851
2,9,625037,652307,2,1487958647820,1487958669721
2,10,7152305,725305,0,1487958670688,1487958692760
2,11,3157264,3157264,0,1487958693756,1487958709855
2,12,64527631,64572631,0,1487958710857,1487958731290
2,13,05631742,0564712,0,1487958732259,1487958756924
3,0,60,06,0,1487958765826,1487958772825
3,1,24,42,0,1487958773794,1487958779826
4,0,25,52,0,1487958785262,1487958791260
4,1,63,36,0,1487958792228,1487958798193
4,2,574,475,0,1487958799162,1487958807494
4,3,207,702,0,1487958808495,1487958816595
4,4,7305,5037,0,1487958817563,1487958827813
4,5,4130,0314,0,1487958828778,1487958838709
4,6,35741,14753,0,1487958839683,1487958853010
4,7,70526,62570,0,1487958853979,1487958866078
4,8,607251,152076,0,1487958867047,1487958882645
4,9,270643,346072,0,1487958883648,1487958901580
4,10,0416327,7236140,0,1487958902582,1487958919714
4,11,5632041,1406523,0,1487958920716,1487958941382
4,12,48256132,2316845,0,1487958942384,1487958963651
4,13,04523765,56738024,0,1487958964618,1487958991785
