%Recollect Version 2.3. Scene/Level: , Session: 25, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,E1,E1,,,2,1487957347675,,1487957350032,1487957362116
3,1,2,98,98,,,0,1487957364087,,1487957366450,1487957368317
3,2,3,C87,C87,,,0,1487957370288,,1487957373783,1487957375883
3,3,3,D93,D93,,,0,1487957377855,,1487957381351,1487957383652
10,0,0,,,0,0,0,1487957423305,1487957423303,1487957381351,1487957430303
10,1,0,,,1,1,0,1487957432271,1487957432270,1487957381351,1487957437837
10,2,0,,,0,0,0,1487957439805,1487957439805,1487957381351,1487957441804
10,3,0,,,1,1,0,1487957443772,1487957443772,1487957381351,1487957451608
10,4,0,,,0,0,0,1487957453610,1487957453610,1487957381351,1487957455404
10,5,0,,,0,0,0,1487957457408,1487957457408,1487957381351,1487957461773
10,6,0,,,1,1,0,1487957463739,1487957463739,1487957381351,1487957467838
10,7,0,,,1,1,0,1487957469841,1487957469840,1487957381351,1487957478439
10,8,0,,,1,1,0,1487957480408,1487957480407,1487957381351,1487957486439
10,9,0,,,1,1,0,1487957488407,1487957488407,1487957381351,1487957494640
10,10,0,,,0,0,0,1487957496608,1487957496608,1487957381351,1487957500940
10,11,0,,,0,0,0,1487957502908,1487957502908,1487957381351,1487957505641
10,12,0,,,0,0,0,1487957507609,1487957507609,1487957381351,1487957510774
10,13,0,,,0,0,0,1487957512746,1487957512746,1487957381351,1487957517142
10,14,0,,,1,1,0,1487957519142,1487957519142,1487957381351,1487957524042
10,15,0,,,1,1,0,1487957526043,1487957526043,1487957381351,1487957532642
13,0,2,63,63,01,01,0,1487957560782,1487957569949,1487957571783,1487957574679
13,1,2,E1,A1,11,11,0,1487957576650,1487957587288,1487957590984,1487957592846
13,2,2,98,A8,11,11,0,1487957594817,1487957603886,1487957609351,1487957610811
14,0,4,3568,3568,0110,0110,0,1487957628198,1487957645433,1487957647903,1487957653462
14,1,5,FE056,FE056,00111,00111,0,1487957655467,1487957677040,1487957680238,1487957683147
14,2,4,06BE,06BE,0101,0101,0,1487957685119,1487957709787,1487957712721,1487957716649
14,3,5,DC08F,DC08F,00100,00100,0,1487957718621,1487957736821,1487957738623,1487957743784
14,4,3,D9F,D9F,110,110,0,1487957745755,1487957758223,1487957766657,1487957769485
14,5,2,23,63,11,11,0,1487957771464,1487957778690,1487957781991,1487957785286
14,6,4,5067,5067,0100,0100,0,1487957787258,1487957802925,1487957804259,1487957806821
14,7,3,C07,C07,110,110,0,1487957808794,1487957821393,1487957822727,1487957824789
14,8,2,0E,0E,00,00,0,1487957826798,1487957832328,1487957835761,1487957837923
14,9,3,79F,79F,011,011,0,1487957839898,1487957853729,1487957856130,1487957858324
14,10,2,87,87,11,11,0,1487957860334,1487957868662,1487957870296,1487957872191
14,11,5,7FD9A,7FD9A,10111,10111,0,1487957874200,1487957892504,1487957893831,1487957896059
