%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,20,2,10,2,7,pcaaocenkbbbnbgaaccolcmjaeapnobhdlbfccacibfifoho,001100100000000000001000000000000000000000000000
1,26,0,13,13,1,bjcdaokcganbbpnclfahacplbcoakbabjfchangdnbbkdcgo,010101100010011011010011001000000000000000000000
2,24,0,12,11,2,hpibhbfcmapciaalbacebpeckbgcbacaglijplecemnbmacg,111010101010100100000100100000000000000000000000
3,47,0,22,4,22,dbkiabgcadngccboghahgcfbabcoopneabacmancldbkedcl,001000000000000001000000000000000000000000000101
4,26,0,11,16,0,cfhacbmbdapcelmaclmbiibpdllaagfcblbcnmapafagbmcg,011000101010111001101101111000000000000000000000
5,32,0,15,15,3,indacjbjonbejoacabknmabccaeofpbclbpnhchadbbaeihc,111001011100110000111000000101001000000000000000
6,47,0,22,16,10,gakcfloekacbmbbackbjclmfoalkeaoccabbbdpocjofibak,001001101000100001010000101100100000001101100001
7,23,0,11,8,5,bcamafkcpibibbafgncpfpangpmgclcaebejalcbbgbianck,000100101101000001010001000000000000000000000000
8,42,0,20,17,6,abdaebchcolmajbneleaopgcchboamckbinjbcaceaigbcfd,001010000111010101001100000101010111000000100000
9,47,0,22,15,11,bcpaachbonhfobmaeecnilaobcbdbadicaoeogcolcepaabl,001000001100001000011101000000010010100110010001
10,36,1,16,10,10,khcamnabmiggbccalfgbcmnpbloaccehbbaenabiempacfbo,100001011000000010000111011000000000100000000000
11,42,0,19,18,6,bacggcpoiabnciopmcabbmabahbcdjiaciklnaoinkebbckg,000000111001011110000100000001100111101110000000
