%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,FB,FB,,,0,1486141651775,,1486141654137,1486141658138
3,1,2,9A,9A,,,0,1486141660109,,1486141662438,1486141664304
3,2,3,6FE,6FE,,,0,1486141666309,,1486141669838,1486141671671
3,3,3,8FC,8FC,,,0,1486141673643,,1486141677205,1486141678739
10,0,0,,,0,0,0,1486141707443,1486141707442,1486141677205,1486141710474
10,1,0,,,1,1,0,1486141712474,1486141712474,1486141677205,1486141714807
10,2,0,,,1,1,0,1486141716808,1486141716808,1486141677205,1486141720941
10,3,0,,,1,1,0,1486141722941,1486141722941,1486141677205,1486141725141
10,4,0,,,0,0,0,1486141727142,1486141727142,1486141677205,1486141729708
10,5,0,,,0,0,0,1486141731709,1486141731709,1486141677205,1486141734342
10,6,0,,,0,0,0,1486141736343,1486141736343,1486141677205,1486141739409
10,7,0,,,0,0,0,1486141741409,1486141741409,1486141677205,1486141743242
10,8,0,,,0,0,0,1486141745209,1486141745209,1486141677205,1486141746276
10,9,0,,,1,1,0,1486141748243,1486141748243,1486141677205,1486141749842
10,10,0,,,1,1,0,1486141751843,1486141751843,1486141677205,1486141754010
10,11,0,,,1,1,0,1486141756011,1486141756011,1486141677205,1486141757409
10,12,0,,,1,1,0,1486141759411,1486141759410,1486141677205,1486141762244
10,13,0,,,1,1,0,1486141764244,1486141764244,1486141677205,1486141767177
10,14,0,,,0,0,0,1486141769177,1486141769177,1486141677205,1486141770677
10,15,0,,,0,0,0,1486141772678,1486141772678,1486141677205,1486141777377
13,0,2,D8,E8,01,01,0,1486141796949,1486141803517,1486141804952,1486141807647
13,1,2,89,89,00,00,0,1486141809617,1486141814485,1486141815618,1486141816780
13,2,2,03,03,11,11,0,1486141818751,1486141823252,1486141824453,1486141825813
14,0,5,AE8CD,4DE8,01100,Z1100,1,1486141838552,1486141856754,1486141859054,1486141879434
14,1,5,FD401,FD401ZZ,01101,01101,0,1486141881406,1486141895306,1486141896339,1486141903035
14,2,2,D9,D9,01,01,0,1486141905040,1486141909773,1486141910707,1486141913635
14,3,3,B91,B91,001,001,0,1486141915639,1486141923307,1486141924541,1486141926903
14,4,3,9E1,9E1,011,011,0,1486141928874,1486141936641,1486141937577,1486141939770
14,5,2,A0,A0,01,01,0,1486141941775,1486141946275,1486141948210,1486141950437
14,6,3,E37,F27,001,001,0,1486141952442,1486141961277,1486141962509,1486141964205
14,7,4,16E0,16E0,1011,1011,0,1486141966176,1486141977144,1486141979377,1486141981739
14,8,2,AE,AE,00,00,0,1486141983711,1486141988410,1486141989577,1486141991539
14,9,4,B3F7,B3F7,1010,1011,0,1486141993511,1486142003812,1486142005013,1486142007607
14,10,4,E481,E481,1010,1010,0,1486142009578,1486142020548,1486142021712,1486142023941
14,11,5,0D5CF,0D5CF,11000,11000,0,1486142025946,1486142038914,1486142040214,1486142042776
