%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486149656942,1486149663841
1,1,34,34,0,1486149664810,1486149670941
2,0,52,52,0,1486149677577,1486149683975
2,1,36,36,0,1486149684977,1486149691809
2,2,368,368,0,1486149692778,1486149701043
2,3,208,208,0,1486149702046,1486149710110
2,4,2306,2306,0,1486149711079,1486149721378
2,5,5047,5047,0,1486149722380,1486149732746
2,6,41075,41075,0,1486149733747,1486149746412
2,7,31620,31620,0,1486149747415,1486149759746
2,8,281376,281376,0,1486149760748,1486149775214
2,9,816508,816508,1,1486149776216,1486149800016
2,10,4806317,4806173,0,1486149801017,1486149821417
2,11,0851680,0851608,0,1486149822418,1486149844384
3,0,60,06,0,1486149853187,1486149859919
3,1,24,42,0,1486149860921,1486149867153
4,0,51,15,0,1486149871855,1486149878553
4,1,37,73,0,1486149879555,1486149885854
4,2,630,036,0,1486149886856,1486149895188
4,3,580,085,0,1486149896157,1486149904588
4,4,5683,3865,0,1486149905557,1486149916422
4,5,2841,1482,0,1486149917424,1486149927956
4,6,47812,21874,1,1486149928958,1486149948590
4,7,03415,51430,0,1486149949559,1486149966525
4,8,507613,316705,0,1486149967527,1486149983621
4,9,073280,,0,1486149984622,1486150008822
4,10,4083671,1763840,0,1486150009858,1486150025724
4,11,8027308,8037280,0,1486150026725,1486150053525
