%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,18,18,,,0,1487029566478,,1487029568806,1487029571673
3,1,2,EB,EB,,,0,1487029573644,,1487029575973,1487029577573
3,2,3,154,154,,,0,1487029579579,,1487029583073,1487029584506
3,3,3,C4E,C4E,,,0,1487029586511,,1487029590074,1487029591607
10,0,0,,,0,0,0,1487029637013,1487029637010,1487029590074,1487029640510
10,1,0,,,0,0,0,1487029642510,1487029642510,1487029590074,1487029651710
10,2,0,,,0,1,0,1487029653711,1487029653711,1487029590074,1487029656344
10,3,0,,,1,1,0,1487029658345,1487029658345,1487029590074,1487029659977
10,4,0,,,0,0,0,1487029661978,1487029661978,1487029590074,1487029666111
10,5,0,,,1,1,0,1487029668112,1487029668112,1487029590074,1487029670345
10,6,0,,,0,0,0,1487029672345,1487029672345,1487029590074,1487029675812
10,7,0,,,0,0,0,1487029677812,1487029677812,1487029590074,1487029685513
10,8,0,,,1,1,0,1487029687505,1487029687505,1487029590074,1487029689497
10,9,0,,,1,1,0,1487029691489,1487029691489,1487029590074,1487029693713
10,10,0,,,1,1,0,1487029695712,1487029695712,1487029590074,1487029697377
10,11,0,,,1,1,0,1487029699378,1487029699378,1487029590074,1487029701345
10,12,0,,,0,0,0,1487029703345,1487029703345,1487029590074,1487029709145
10,13,0,,,1,1,0,1487029711145,1487029711145,1487029590074,1487029712745
10,14,0,,,1,1,0,1487029714712,1487029714712,1487029590074,1487029717179
10,15,0,,,1,1,0,1487029719179,1487029719179,1487029590074,1487029721112
13,0,2,C3,47,11,11,1,1487029769120,1487029774387,1487029776254,1487029790082
13,1,2,F5,F5,01,01,0,1487029792053,1487029799521,1487029801191,1487029803351
13,2,2,BD,BE,00,00,0,1487029805322,1487029810322,1487029812123,1487029813850
14,0,2,72,72,10,10,0,1487029822789,1487029827522,1487029828757,1487029830285
14,1,5,32CF0,32F0,11001,11001,0,1487029832291,1487029846059,1487029847459,1487029850453
14,2,5,F3A9B,B2ABB,11000,11010,0,1487029852424,1487029867759,1487029870293,1487029879688
14,3,3,249,149,100,110,0,1487029881693,1487029889592,1487029891326,1487029893955
14,4,4,D53F,5D6F,1111,1111,0,1487029895960,1487029907161,1487029908394,1487029910589
14,5,3,385,649,000,001,2,1487029912561,1487029921028,1487029923395,1487029931391
14,6,4,2D1E,2D5E,0110,1110,0,1487029933362,1487029944229,1487029947164,1487029951526
14,7,4,21CE,61E9,0000,0000,0,1487029953496,1487029969231,1487029970964,1487029975527
14,8,5,CF27E,D8A5,11011,11011,0,1487029977533,1487029991066,1487029995100,1487030007462
14,9,2,FB,FB,11,11,0,1487030009433,1487030014667,1487030015701,1487030017895
14,10,2,F3,F3,00,00,0,1487030019867,1487030025001,1487030027234,1487030030262
14,11,3,9DE,9DE,001,001,0,1487030032267,1487030040569,1487030041602,1487030043430
