%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486156623730,1486156630330
1,1,34,34,0,1486156631297,1486156637495
2,0,15,15,0,1486156644564,1486156651030
2,1,73,73,0,1486156652031,1486156658896
2,2,164,164,0,1486156659898,1486156667930
2,3,705,705,0,1486156668932,1486156676864
2,4,2173,2173,0,1486156677832,1486156687398
2,5,1504,1504,1,1486156688367,1486156702399
2,6,42350,42350,0,1486156703367,1486156715233
2,7,24061,24061,0,1486156716235,1486156731267
2,8,061743,067143,0,1486156732269,1486156746401
2,9,625037,625037,1,1486156747403,1486156763970
2,10,7152305,1752305,0,1486156764938,1486156781470
2,11,3157264,3157264,0,1486156782438,1486156799071
2,12,64527631,6425731,0,1486156800073,1486156817206
2,13,05631742,05631742,0,1486156818174,1486156836040
2,14,164751743,16457147,0,1486156837009,1486156856441
2,15,2084365170,2485037134,0,1486156857410,1486156878959
3,0,60,06,0,1486156887095,1486156893293
3,1,24,42,0,1486156894261,1486156900326
4,0,25,52,0,1486156903532,1486156909361
4,1,63,36,0,1486156910329,1486156916261
4,2,574,475,0,1486156917230,1486156925095
4,3,207,702,0,1486156926063,1486156934162
4,4,7305,5037,0,1486156935130,1486156944996
4,5,4130,0314,0,1486156945964,1486156966763
4,6,35741,17435,0,1486156967733,1486156979965
4,7,70526,6205,0,1486156980933,1486156992565
