%Recollect Version 2.3; iPad: ; User: RLB140;
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,4,0,8,1,1,0,algoNotBayesian
32,4,0,8,1,2,2,algoNotBayesian
32,4,0,8,0.4444444,3,3,algoNotBayesian
32,4,0,8,0.5714286,2,3,algoNotBayesian
32,4,0,8,0,3,3,algoNotBayesian
32,4,0,8,0.75,2,3,algoNotBayesian
32,4,0,8,0.4,3,3,algoNotBayesian
32,4,0,8,0.3333333,2,3,algoNotBayesian
32,4,0,8,0.8333333,1,3,algoNotBayesian
32,4,0,8,1,2,3,algoNotBayesian
32,4,0,8,0.4,3,3,algoNotBayesian
32,4,0,8,1,2,3,algoNotBayesian
32,4,0,8,0.3333333,3,3,algoNotBayesian
32,4,0,8,0.4,2,3,algoNotBayesian
32,4,0,8,0.75,1,3,algoNotBayesian
32,4,0,8,1,2,3,algoNotBayesian
32,4,0,8,0.3636364,3,3,algoNotBayesian
32,4,0,8,0.5833333,2,3,algoNotBayesian
32,4,0,8,0.3125,3,3,algoNotBayesian
32,4,0,8,1,2,3,algoNotBayesian
32,4,0,8,0.4,3,3,algoNotBayesian
32,4,0,8,1,2,3,algoNotBayesian
32,4,0,8,0.25,3,3,algoNotBayesian
32,4,0,8,0.25,2,3,algoNotBayesian
32,4,1,0,1,2,3,algoNotBayesian
32,4,1,0,0.4,3,3,algoNotBayesian
32,4,1,0,0.75,2,3,algoNotBayesian
32,4,1,0,0.4,3,3,algoNotBayesian
32,4,1,0,0,2,3,algoNotBayesian
32,4,1,0,1,2,3,algoNotBayesian
32,4,1,0,0.5,3,3,algoNotBayesian
32,4,1,0,0,3,3,algoNotBayesian
32,4,1,0,1,2,3,algoNotBayesian
32,4,1,0,0.25,3,3,algoNotBayesian
32,4,1,0,0.5833333,2,3,algoNotBayesian
32,4,1,0,0.4,3,3,algoNotBayesian
32,4,1,0,1,2,3,algoNotBayesian
32,4,1,0,0.3846154,3,3,algoNotBayesian
32,4,1,0,1,2,3,algoNotBayesian
32,4,1,0,1,3,3,algoNotBayesian
32,4,1,0,0.1666667,4,4,algoNotBayesian
32,4,1,0,0.3636364,3,4,algoNotBayesian
32,4,1,0,1,2,4,algoNotBayesian
32,4,1,0,0.5,3,4,algoNotBayesian
32,4,1,0,0.8,2,4,algoNotBayesian
32,4,1,0,0.8,3,4,algoNotBayesian
32,4,2,0,0,2,4,algoNotBayesian
