%Recollect Version 2.3. Scene/Level: , Game Number: 007
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,0,0,1486150115042,1486150116076
1,1,1,1,1,1486150117076,1486150117842
1,2,1,0,0,1486150118843,1486150119509
1,3,1,1,1,1486150120510,1486150121276
2,0,1,1,1,1486150125610,1486150126376
2,1,1,1,1,1486150127343,1486150128010
2,2,1,0,0,1486150129010,1486150129810
2,3,1,0,0,1486150130810,1486150131376
2,4,1,0,0,1486150132377,1486150132976
2,5,1,1,1,1486150133977,1486150134677
2,6,1,0,0,1486150135677,1486150136343
2,7,1,1,1,1486150137344,1486150138077
2,8,1,1,1,1486150139077,1486150139810
2,9,1,1,1,1486150140810,1486150141577
2,10,1,0,0,1486150142577,1486150143344
2,11,1,0,0,1486150144344,1486150145011
3,0,0,0,1,1486150151145,1486150152211
3,1,0,0,1,1486150153214,1486150153978
3,2,0,1,0,1486150154978,1486150155678
3,3,0,1,0,1486150156678,1486150157345
4,0,0,1,0,1486150159529,1486150160161
4,1,0,0,1,1486150161162,1486150161862
4,2,0,1,0,1486150162862,1486150163461
4,3,0,0,1,1486150164462,1486150165195
4,4,0,1,0,1486150166195,1486150166862
4,5,0,0,1,1486150167862,1486150168695
4,6,0,1,0,1486150169696,1486150170662
4,7,0,1,0,1486150171662,1486150172362
4,8,0,0,1,1486150173363,1486150174162
4,9,0,0,1,1486150175163,1486150176430
4,10,0,0,1,1486150177429,1486150178196
4,11,0,1,0,1486150179196,1486150179963
5,0,1,1,1,1486150187680,1486150188680
5,1,0,0,1,1486150189680,1486150190613
5,2,1,0,0,1486150191613,1486150192580
5,3,0,1,0,1486150193580,1486150194780
6,0,1,1,1,1486150197047,1486150198080
6,1,1,1,1,1486150199081,1486150199980
6,2,1,0,0,1486150200947,1486150201880
6,3,0,0,1,1486150202848,1486150204114
6,4,0,1,0,1486150205114,1486150205947
6,5,0,0,1,1486150206947,1486150207681
6,6,1,1,1,1486150208682,1486150209648
6,7,1,1,1,1486150210648,1486150211714
6,8,1,0,0,1486150212715,1486150213648
6,9,0,1,0,1486150214648,1486150215815
6,10,1,1,1,1486150216815,1486150217915
6,11,0,1,0,1486150218915,1486150219882
6,12,0,0,1,1486150220882,1486150221882
6,13,0,1,0,1486150222882,1486150223916
6,14,1,0,0,1486150224915,1486150225849
6,15,0,1,0,1486150226816,1486150227782
6,16,0,1,0,1486150228782,1486150229749
6,17,0,1,0,1486150230749,1486150231616
6,18,1,0,0,1486150232616,1486150233716
6,19,1,1,1,1486150234683,1486150235750
6,20,1,0,0,1486150236750,1486150237649
6,21,0,1,0,1486150238650,1486150239616
6,22,1,0,0,1486150240616,1486150241549
6,23,1,0,0,1486150242516,1486150243249
6,24,0,1,0,1486150244250,1486150245917
6,25,1,0,0,1486150246916,1486150247850
6,26,1,0,0,1486150248850,1486150249683
6,27,0,1,0,1486150250684,1486150251383
6,28,0,0,1,1486150252383,1486150253350
6,29,0,1,0,1486150254350,1486150255051
6,30,1,1,1,1486150256017,1486150256917
6,31,1,0,0,1486150257919,1486150258817
6,32,1,1,1,1486150259817,1486150262050
6,33,0,0,1,1486150263051,1486150264084
6,34,0,0,1,1486150265051,1486150266084
6,35,0,0,1,1486150267085,1486150267917
6,36,1,1,1,1486150268920,1486150269684
6,37,1,1,1,1486150270684,1486150271618
6,38,0,0,1,1486150272618,1486150273318
6,39,0,1,0,1486150274318,1486150275052
6,40,0,0,1,1486150276052,1486150276852
6,41,1,1,1,1486150277851,1486150278718
6,42,0,0,1,1486150279686,1486150280451
6,43,1,0,0,1486150281452,1486150282652
6,44,0,0,1,1486150283652,1486150284852
6,45,1,1,1,1486150285855,1486150286619
6,46,0,0,1,1486150287619,1486150288452
6,47,1,0,0,1486150289452,1486150290452
