%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,42,42,,,0,1486161443319,,1486161445647,1486161449814
3,1,2,EA,EA,,,0,1486161451820,,1486161454148,1486161456581
3,2,3,DEF,DEF,,,0,1486161458553,,1486161462048,1486161464948
3,3,3,B27,B27,,,0,1486161466921,,1486161470448,1486161473215
10,0,0,,,1,1,0,1486161521502,1486161521502,1486161470448,1486161527469
10,1,0,,,0,0,0,1486161529652,1486161529652,1486161470448,1486161533919
10,2,0,,,0,0,0,1486161535920,1486161535920,1486161470448,1486161538785
10,3,0,,,1,1,0,1486161540754,1486161540754,1486161470448,1486161544652
10,4,0,,,1,1,0,1486161546654,1486161546654,1486161470448,1486161549853
10,5,0,,,0,0,0,1486161551821,1486161551821,1486161470448,1486161554686
10,6,0,,,1,1,0,1486161556655,1486161556655,1486161470448,1486161559220
10,7,0,,,0,0,0,1486161561188,1486161561188,1486161470448,1486161563287
10,8,0,,,1,1,0,1486161565288,1486161565288,1486161470448,1486161571521
10,9,0,,,1,1,0,1486161573489,1486161573489,1486161470448,1486161575722
10,10,0,,,0,0,0,1486161577722,1486161577722,1486161470448,1486161579321
10,11,0,,,0,0,0,1486161581290,1486161581290,1486161470448,1486161582655
10,12,0,,,1,1,0,1486161584623,1486161584623,1486161470448,1486161587422
10,13,0,,,0,0,0,1486161589390,1486161589390,1486161470448,1486161592722
10,14,0,,,0,0,0,1486161594683,1486161594683,1486161470448,1486161596644
10,15,0,,,1,1,0,1486161598612,1486161598612,1486161470448,1486161601611
13,0,2,5A,5A,01,01,0,1486161689021,1486161696088,1486161702323,1486161707716
13,1,2,42,42,10,10,0,1486161709690,1486161716989,1486161718657,1486161721251
13,2,2,6B,6B,10,10,0,1486161723223,1486161729524,1486161732289,1486161735819
14,0,5,31A79,31A79,10011,10011,0,1486161755092,1486161773693,1486161778825,1486161784387
14,1,3,95E,,010,Z10,0,1486161786577,1486161800445,1486161803944,1486161813906
14,2,5,D62AB,D62AB,00110,00110,0,1486161816129,1486161832830,1486161834230,1486161838691
14,3,4,4172,4172,1010,1010,0,1486161840881,1486161853114,1486161854581,1486161857742
14,4,4,3F01,3F04,0111,0111,0,1486161859715,1486161873182,1486161876316,1486161881243
14,5,2,2D,2D,01,01,0,1486161883433,1486161889833,1486161891333,1486161895028
14,6,3,21C,21C,001,001,0,1486161897000,1486161906134,1486161907734,1486161910128
14,7,2,AE,AE,10,10,0,1486161912317,1486161918484,1486161921285,1486161927346
14,8,4,7D19,7D19,1001,1001,0,1486161929318,1486161941286,1486161942619,1486161945414
14,9,2,62,62,01,01,0,1486161947419,1486161953754,1486161955654,1486161958048
14,10,3,789,789,101,101,0,1486161960020,1486161968221,1486161969621,1486161971849
14,11,5,84D07,84D07,11100,11100,0,1486161973821,1486161991890,1486161993689,1486162000316
