%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486408248243,1486408255475
1,1,34,34,0,1486408256443,1486408262542
2,0,52,52,0,1486408268545,1486408274643
2,1,36,36,0,1486408275644,1486408282010
2,2,368,368,0,1486408283012,1486408290944
2,3,208,208,0,1486408291946,1486408301077
2,4,2306,2306,0,1486408302046,1486408313078
2,5,5047,5047,0,1486408314047,1486408324012
2,6,41075,41075,0,1486408324981,1486408337413
2,7,31620,31620,0,1486408338415,1486408350147
2,8,281376,281376,0,1486408351150,1486408365681
2,9,816508,816508,0,1486408366683,1486408381949
2,10,4806317,4806317,0,1486408382917,1486408399383
2,11,0851680,0851680,0,1486408400385,1486408417351
2,12,47081536,4705136,0,1486408418319,1486408439185
2,13,25408016,25408016,0,1486408440154,1486408461804
2,14,315706824,375160202,0,1486408462805,1486408484105
2,15,427601358,427063158,0,1486408485073,1486408507072
3,0,60,06,0,1486408513775,1486408520340
3,1,24,42,0,1486408521342,1486408528407
4,0,51,15,0,1486408533609,1486408540174
4,1,37,73,0,1486408541176,1486408547508
4,2,630,036,0,1486408548476,1486408556709
4,3,580,085,0,1486408557677,1486408565509
4,4,5683,3865,0,1486408566479,1486408576376
4,5,2841,1482,0,1486408577346,1486408588044
4,6,47812,21874,0,1486408589046,1486408604611
4,7,03415,51430,0,1486408605580,1486408621546
4,8,507613,316750,0,1486408622547,1486408639413
4,9,073280,028370,0,1486408640382,1486408661781
