%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1488395011473
1,0,1,1488395012673
1,0,2,1488395013373
1,0,3,1488395014141
1,0,6,1488395015374
1,0,10,1488395017040
1,0,14,1488395018707
1,0,15,1488395019607
1,0,16,1488395020242
1,0,19,1488395021507
1,0,22,1488395022808
1,0,24,1488395023707
1,0,27,1488395024708
1,0,28,1488395025608
1,0,32,1488395026775
1,0,37,1488395029575
9,0,-1,1488395030342
1,1,2,1488395032608
1,1,3,1488395033808
1,1,4,1488395034708
1,1,6,1488395035808
1,1,8,1488395036775
1,1,10,1488395038009
1,1,14,1488395039942
1,1,15,1488395041108
1,1,17,1488395042242
1,1,21,1488395043676
1,1,26,1488395045042
1,1,28,1488395046342
1,1,31,1488395047643
1,1,35,1488395050843
9,1,-1,1488395051343
1,2,0,1488395053209
1,2,2,1488395054009
1,2,5,1488395055076
1,2,7,1488395056076
1,2,9,1488395057010
1,2,11,1488395057810
1,2,12,1488395058376
1,2,16,1488395059776
1,2,23,1488395062378
1,2,24,1488395063176
1,2,25,1488395063843
1,2,28,1488395065010
1,2,30,1488395066010
1,2,34,1488395067977
1,2,36,1488395069043
1,2,38,1488395070110
1,2,41,1488395071310
9,2,-1,1488395072345
-1,2,44,1488395072543
1,3,1,1488395074410
1,3,3,1488395075411
1,3,5,1488395076277
1,3,8,1488395077311
1,3,10,1488395078444
1,3,12,1488395079444
1,3,14,1488395080512
1,3,15,1488395081178
1,3,16,1488395082411
1,3,18,1488395083045
1,3,21,1488395084546
1,3,23,1488395085344
1,3,25,1488395086144
1,3,27,1488395086878
1,3,34,1488395089511
1,3,35,1488395090512
1,3,36,1488395091712
1,3,37,1488395092179
1,3,38,1488395093045
9,3,-1,1488395093346
-1,3,39,1488395093745
1,4,0,1488395095846
1,4,2,1488395096545
1,4,5,1488395097378
1,4,6,1488395097978
1,4,7,1488395098378
1,4,12,1488395100278
1,4,13,1488395101078
1,4,14,1488395101579
1,4,16,1488395102279
1,4,17,1488395103113
1,4,20,1488395104779
1,4,23,1488395105779
1,4,26,1488395106847
1,4,28,1488395107579
1,4,30,1488395108513
1,4,31,1488395109146
1,4,33,1488395110214
1,4,34,1488395110813
1,4,36,1488395111979
1,4,37,1488395112446
1,4,40,1488395113213
9,4,-1,1488395114347
-1,4,44,1488395114613
1,5,2,1488395116446
1,5,5,1488395117548
1,5,6,1488395118213
1,5,8,1488395119013
1,5,10,1488395119746
1,5,12,1488395120414
1,5,16,1488395122313
1,5,18,1488395123348
1,5,19,1488395123980
1,5,20,1488395124447
1,5,21,1488395124980
1,5,24,1488395125880
1,5,27,1488395128581
1,5,30,1488395129613
1,5,34,1488395130481
1,5,37,1488395131914
1,5,38,1488395132380
1,5,40,1488395133181
9,5,-1,1488395135348
-1,5,46,1488395135814
1,6,1,1488395137948
1,6,2,1488395138381
1,6,4,1488395139481
1,6,6,1488395140348
1,6,11,1488395142048
1,6,12,1488395142881
1,6,13,1488395143414
1,6,14,1488395143948
1,6,17,1488395145549
1,6,19,1488395146448
1,6,24,1488395147481
1,6,25,1488395148282
1,6,27,1488395148948
1,6,29,1488395149581
1,6,30,1488395150348
1,6,31,1488395150748
1,6,33,1488395151415
1,6,38,1488395152682
1,6,39,1488395153348
1,6,41,1488395153882
1,6,44,1488395154950
1,6,46,1488395155582
9,6,-1,1488395156351
-1,6,47,1488395156382
1,7,1,1488395158116
1,7,6,1488395159882
1,7,8,1488395160682
1,7,10,1488395161382
1,7,11,1488395162049
1,7,12,1488395162516
1,7,16,1488395164549
1,7,17,1488395165783
1,7,18,1488395166316
1,7,20,1488395167483
1,7,21,1488395169050
1,7,24,1488395170482
1,7,27,1488395171479
1,7,29,1488395172508
1,7,30,1488395174301
1,7,32,1488395175367
1,7,34,1488395176600
9,7,-1,1488395177338
1,8,0,1488395179634
1,8,2,1488395180335
1,8,4,1488395181234
1,8,5,1488395181967
1,8,7,1488395182634
1,8,8,1488395183168
1,8,11,1488395183968
1,8,13,1488395185068
2,8,13,1488395185601
1,8,13,1488395186301
1,8,14,1488395186801
1,8,16,1488395187634
1,8,24,1488395189535
1,8,26,1488395190936
1,8,28,1488395191768
1,8,29,1488395192402
1,8,30,1488395192835
1,8,32,1488395193502
1,8,36,1488395194802
1,8,45,1488395198169
9,8,-1,1488395198336
1,9,0,1488395200202
1,9,3,1488395201336
1,9,6,1488395202402
1,9,7,1488395203669
1,9,8,1488395204402
1,9,9,1488395204836
1,9,11,1488395205669
1,9,12,1488395206202
1,9,13,1488395206669
1,9,15,1488395207702
1,9,16,1488395208402
1,9,18,1488395209269
1,9,24,1488395212169
1,9,26,1488395213570
1,9,28,1488395214870
1,9,30,1488395215936
1,9,32,1488395216904
1,9,34,1488395217736
1,9,35,1488395218170
1,9,36,1488395218603
9,9,-1,1488395219337
-1,9,39,1488395219738
1,10,2,1488395221638
1,10,4,1488395222470
1,10,5,1488395222904
1,10,8,1488395223603
1,10,9,1488395224037
1,10,15,1488395225503
1,10,17,1488395227170
1,10,19,1488395229271
1,10,21,1488395230270
1,10,22,1488395231038
1,10,24,1488395231904
1,10,27,1488395232904
1,10,28,1488395233337
1,10,29,1488395234337
1,10,33,1488395235738
1,10,34,1488395236171
1,10,35,1488395237138
1,10,37,1488395238904
1,10,39,1488395239938
9,10,-1,1488395240339
1,11,0,1488395242105
1,11,1,1488395242471
1,11,6,1488395244638
1,11,8,1488395245405
1,11,10,1488395246105
1,11,13,1488395247139
1,11,14,1488395247505
1,11,21,1488395249538
1,11,25,1488395250805
1,11,28,1488395252605
1,11,30,1488395253205
1,11,31,1488395254106
1,11,34,1488395254706
1,11,38,1488395255738
1,11,40,1488395256240
1,11,42,1488395256905
1,11,44,1488395257773
1,11,47,1488395258739
