%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486162668431,1486162675028
1,1,34,34,0,1486162676030,1486162682362
2,0,15,15,0,1486162688931,1486162695684
2,1,73,73,0,1486162696653,1486162702852
2,2,164,164,0,1486162703854,1486162711785
2,3,705,705,0,1486162712788,1486162721020
2,4,2173,2173,0,1486162721987,1486162732487
2,5,1504,1504,0,1486162733489,1486162743854
2,6,42350,42350,0,1486162744822,1486162757254
2,7,24061,24061,0,1486162758256,1486162770355
2,8,061743,067143,0,1486162771323,1486162786123
2,9,625037,625037,0,1486162787124,1486162800590
2,10,7152305,715205,1,1486162801558,1486162825459
2,11,3157264,317526,0,1486162826460,1486162842293
3,0,60,06,0,1486162850962,1486162857727
3,1,24,42,0,1486162858695,1486162865261
4,0,25,52,0,1486162869196,1486162875461
4,1,63,36,0,1486162876463,1486162884328
4,2,574,475,0,1486162885330,1486162893096
4,3,207,702,0,1486162894064,1486162904596
4,4,7305,5037,0,1486162905599,1486162915263
4,5,4130,0314,0,1486162916232,1486162927831
4,6,35741,14753,0,1486162928799,1486162941099
4,7,70526,627503,0,1486162942067,1486162955465
4,8,607251,152706,0,1486162956435,1486162972667
4,9,270643,347062,0,1486162973669,1486162990601
4,10,0416327,726410,1,1486162991569,1486163021286
4,11,5632041,142065,1,1486163022289,1486163051588
