%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486418598367,1486418606167
1,1,34,34,0,1486418607135,1486418613066
2,0,15,15,0,1486418622502,1486418629601
2,1,73,73,0,1486418630602,1486418637668
2,2,164,164,0,1486418638670,1486418646902
2,3,705,705,0,1486418647903,1486418655969
2,4,2173,2173,0,1486418656938,1486418666269
2,5,1504,1504,0,1486418667271,1486418677270
2,6,42350,42350,0,1486418678272,1486418690171
2,7,24061,24061,0,1486418691141,1486418702905
2,8,061743,061743,0,1486418703874,1486418717639
2,9,625037,625037,1,1486418718608,1486418742524
2,10,7152305,7152305,0,1486418743526,1486418761458
2,11,3157264,3157264,0,1486418762461,1486418777992
2,12,64527631,64527631,0,1486418778961,1486418796693
2,13,05631742,05631742,0,1486418797662,1486418814628
2,14,164751743,164751743,0,1486418815596,1486418836029
2,15,2084365170,20846571350,0,1486418836998,1486418859397
3,0,60,06,0,1486418867466,1486418873598
3,1,24,42,0,1486418874566,1486418880599
4,0,25,52,0,1486418885334,1486418891266
4,1,63,36,0,1486418892267,1486418898366
4,2,574,475,0,1486418899335,1486418907366
4,3,207,702,0,1486418908335,1486418917600
4,4,7305,5037,0,1486418918602,1486418931668
4,5,4130,0314,0,1486418932670,1486418952100
4,6,35741,14753,0,1486418953101,1486418977167
4,7,70526,,0,1486418978169,1486418997334
4,8,607251,152706,0,1486418998338,1486419012303
4,9,270643,340672,0,1486419013271,1486419033070
4,10,0416327,7236140,0,1486419034073,1486419049205
4,11,5632041,1402365,1,1486419050206,1486419069906
4,12,48256132,2316548,0,1486419070908,1486419088473
4,13,04523765,57364250,0,1486419089442,1486419110874
