%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487889557081,1487889563412
1,1,34,34,0,1487889564382,1487889570713
2,0,52,52,0,1487889579715,1487889585314
2,1,36,36,0,1487889586283,1487889592514
2,2,368,368,0,1487889593483,1487889601148
2,3,208,208,0,1487889602117,1487889609649
2,4,2306,2306,0,1487889610650,1487889619882
2,5,5047,5047,0,1487889620855,1487889630150
2,6,41075,41075,0,1487889631152,1487889642317
2,7,31620,31620,0,1487889643286,1487889654685
2,8,281376,281736,0,1487889655653,1487889669585
2,9,816508,816508,0,1487889670554,1487889684519
2,10,4806317,4806317,0,1487889685488,1487889700187
2,11,0851680,0851680,0,1487889701156,1487889719022
2,12,47081536,47081536,0,1487889720024,1487889736839
2,13,25408016,25480816,0,1487889737841,1487889758641
2,14,315706824,315708624,0,1487889759609,1487889778208
2,15,427601358,427601358,0,1487889779211,1487889798025
3,0,60,06,0,1487889804178,1487889810276
3,1,24,42,0,1487889811245,1487889816843
4,0,51,15,0,1487889820012,1487889825543
4,1,37,73,0,1487889826512,1487889832577
4,2,630,036,0,1487889833546,1487889841678
4,3,580,085,0,1487889842679,1487889850078
4,4,5683,3865,0,1487889851047,1487889860245
4,5,2841,1482,0,1487889861247,1487889870679
4,6,47812,21874,0,1487889871682,1487889882647
4,7,03415,51430,0,1487889883615,1487889896615
4,8,507613,316705,0,1487889897582,1487889910248
4,9,073280,082370,0,1487889911250,1487889926750
4,10,4083671,1763804,0,1487889927718,1487889949484
4,11,8027308,8037208,0,1487889950453,1487889966918
4,12,52480873,37808425,0,1487889967889,1487889985152
4,13,41807263,36278014,0,1487889986121,1487890006320
4,14,672183054,450381276,0,1487890007322,1487890029121
4,15,734127416,614723714,0,1487890030090,1487890051323
