%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,B,56,1486153588276,1486153591277,1486153606714
1,G4,G,4,1486153609744,1486153612745,1486153617347
2,3W5,W,25,1486153618878,1486153623379,1486153629807
3,T7L,TL,7,1486153632829,1486153637331,1486153644345
4,1JA,AJ,1,1486153647363,1486153651864,1486153657238
0,L2,L,2,1486153661164,1486153664165,1486153668275
1,6P,P,6,1486153669797,1486153672799,1486153676298
2,B5,B,5,1486153677831,1486153680832,1486153684825
3,F7L,FL,7,1486153686348,1486153690850,1486153696302
4,R4D,DR,4,1486153697832,1486153702334,1486153709849
5,H18,H,18,1486153711383,1486153715885,1486153721700
6,T9A3,AT,39,1486153723234,1486153729236,1486153740351
7,V1J5,JV,15,1486153741885,1486153747886,1486153762836
8,7N4L,LN,47,1486153764369,1486153770372,1486153783297
9,8D6G1,DG,168,1486153784820,1486153792323,1486153800671
10,K2C7S,CKS,27,1486153802205,1486153809707,1486153819459
11,5P3Y9,PY,359,1486153820989,1486153828491,1486153848085
12,M4E7Q2,MEQ,247,1486153849607,1486153858610,1486153878068
13,W8H5F3,HW,358,1486153879592,1486153888594,1486153902216
14,6G9A2S,GAF,269,1486153903744,1486153912746,1486153923436
