%Recollect Version 2.3. Scene/Level: nback2, Session: 1, GameNumber: 4
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,2,1,3,1,1.73413,1488330367378,4.33362,1488330369983
0,2,1,3,4,4.83386,1488330370478,7.33386,1488330372982
0,2,1,0,5,7.83386,1488330373477,10.33398,1488330375982
0,2,1,0,6,10.83398,1488330376478,13.33459,1488330378981
0,2,1,0,1,13.83435,1488330379478,16.33447,1488330381981
0,2,1,0,3,16.83447,1488330382478,19.33484,1488330384984
0,2,0,1,1,19.83459,1488330385478,22.33472,1488330387982
0,2,1,0,0,22.83484,1488330388478,25.33496,1488330390981
0,2,1,0,5,25.83496,1488330391479,28.33508,1488330393985
0,2,1,2,1,28.83557,1488330394479,31.33521,1488330396981
0,2,1,0,6,31.83521,1488330397480,34.33533,1488330399981
0,2,1,2,0,34.83545,1488330400479,37.33557,1488330402982
0,2,1,1,6,37.83557,1488330403479,38.76904,1488330404418
0,2,1,2,1,40.83582,1488330406480,43.33594,1488330408982
0,2,1,1,6,43.83594,1488330409480,46.06970,1488330411718
0,2,0,1,1,46.83606,1488330412479,49.76965,1488330415418
0,2,1,0,5,49.96948,1488330415613,52.43628,1488330418083
0,2,1,0,4,52.66968,1488330418313,55.33667,1488330420983
0,2,1,0,0,55.83655,1488330421481,58.33679,1488330423985
0,2,1,1,4,58.83691,1488330424480,59.67017,1488330425318
0,2,1,2,4,61.83691,1488330427481,64.33704,1488330429984
0,2,0,2,0,64.83704,1488330430480,65.50537,1488330431155
0,2,0,1,4,67.83728,1488330433481,70.33740,1488330435984
0,2,1,2,4,70.83740,1488330436481,73.33789,1488330438985
0,2,1,0,1,73.83765,1488330439482,76.33777,1488330441984
0,2,1,0,2,76.83777,1488330442481,79.33789,1488330444986
0,2,1,2,4,79.83789,1488330445481,82.33813,1488330447984
0,2,1,1,2,82.83813,1488330448481,83.77185,1488330449420
0,2,1,1,4,85.83838,1488330451482,88.00537,1488330453655
0,2,1,2,4,88.83838,1488330454482,91.33862,1488330456987
0,2,1,1,4,91.83862,1488330457483,92.70544,1488330458353
0,2,1,0,1,94.83887,1488330460483,97.33899,1488330462984
0,2,1,2,1,97.83899,1488330463481,100.33910,1488330465975
0,2,1,1,1,100.83910,1488330466468,101.73950,1488330467370
0,2,1,2,4,103.83950,1488330469457,106.53990,1488330472152
0,2,1,0,2,106.77280,1488330472383,109.37320,1488330474988
0,2,1,0,5,109.87320,1488330475483,112.37340,1488330477987
0,2,1,2,4,112.87370,1488330478484,115.44030,1488330481053
0,2,1,0,3,115.67400,1488330481286,118.37370,1488330483989
0,2,0,1,4,118.87390,1488330484484,121.67370,1488330487287
0,2,1,2,5,121.90710,1488330487517,124.37390,1488330489987
0,2,1,1,4,124.87390,1488330490484,126.07390,1488330491690
