%Recollect Version 2.3. Scene/Level: nback1, Session: 1, GameNumber: 8
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,4,1,3,1,2.15015,1488330907308,4.65015,1488330909816
0,4,1,3,7,5.15161,1488330910309,7.65039,1488330912813
0,4,1,3,4,8.15137,1488330913309,10.81714,1488330915977
0,4,1,3,3,11.01709,1488330916174,13.65063,1488330918811
0,4,1,0,5,14.15088,1488330919308,16.65088,1488330921815
0,4,0,2,4,17.15088,1488330922308,18.38452,1488330923547
0,4,1,0,0,20.15088,1488330925308,22.65112,1488330927811
0,4,0,2,5,23.15112,1488330928309,23.95142,1488330929113
1,106.12960,0.72737,2,25.02466,1488330930210
0,4,1,2,4,26.15161,1488330931310,28.75146,1488330933915
0,4,1,0,1,28.95142,1488330934109,31.65161,1488330936812
0,4,1,0,7,32.15161,1488330937309,34.65210,1488330939812
0,4,1,0,6,35.15186,1488330940309,37.65186,1488330942815
0,4,0,1,4,38.15210,1488330943310,40.75220,1488330945912
0,4,0,1,1,40.95215,1488330946109,43.65210,1488330948812
0,4,1,0,0,44.15234,1488330949310,46.65625,1488330951818
0,4,0,2,1,47.15356,1488330952312,48.81934,1488330953980
0,4,1,0,5,50.15356,1488330955312,52.65283,1488330957813
0,4,1,0,7,53.15283,1488330958310,55.65308,1488330960816
0,4,1,1,0,56.15332,1488330961311,58.18677,1488330963348
0,4,0,1,1,59.11987,1488330964277,61.61987,1488330966780
0,4,1,0,2,62.12036,1488330967277,64.62061,1488330969782
0,4,0,1,7,65.11987,1488330970276,67.62036,1488330972780
0,4,1,1,0,68.12012,1488330973276,70.52051,1488330975681
0,4,1,0,3,71.12061,1488330976277,74.05396,1488330979218
0,4,0,2,7,74.25439,1488330979412,75.55420,1488330980716
0,4,0,2,2,76.95459,1488330982113,78.72119,1488330983882
0,4,1,0,4,80.15430,1488330985312,82.65454,1488330987816
0,4,1,0,6,83.15503,1488330988312,85.65479,1488330990815
0,4,1,2,4,86.15479,1488330991312,88.65479,1488330993815
0,4,1,0,1,89.15552,1488330994312,91.65552,1488330996816
0,4,1,0,1,92.15503,1488330997313,94.65552,1488330999818
0,4,1,2,2,95.15527,1488331000312,97.65576,1488331002817
0,4,1,1,4,98.15552,1488331003313,98.95581,1488331004117
0,4,0,1,1,101.15630,1488331006314,103.65580,1488331008816
0,4,0,1,1,104.15580,1488331009313,106.75730,1488331011917
0,4,1,0,7,106.98930,1488331012146,109.65600,1488331014816
0,4,0,2,1,110.15630,1488331015315,112.15600,1488331017316
0,4,1,2,4,113.15650,1488331018315,116.48970,1488331021650
0,4,1,1,1,116.72310,1488331021881,119.02340,1488331024183
0,4,0,1,7,119.38990,1488331024547,121.85690,1488331027017
0,4,1,0,5,122.05660,1488331027214,124.65700,1488331029817
0,4,0,1,4,125.15700,1488331030314,127.65750,1488331032819
0,4,1,2,5,128.15720,1488331033315,131.09060,1488331036250
0,4,1,2,1,131.29050,1488331036449,133.75760,1488331038917
1,555.94620,1.06724,1,137.50490,1488331045283
