%Recollect Version 2.3. Scene/Level: nback0, Session: 1, GameNumber: 9
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,4,1,3,0,1.13355,1488315361339,3.63403,1488315363847
0,4,1,3,7,4.13355,1488315364339,6.63379,1488315366845
0,4,1,3,3,7.13379,1488315367339,9.63403,1488315369843
0,4,1,3,1,10.13403,1488315370339,12.63403,1488315372842
0,4,0,2,3,13.13452,1488315373339,14.80127,1488315375010
0,4,0,1,7,16.13428,1488315376339,18.63452,1488315378844
0,4,1,2,7,19.13477,1488315379340,21.63452,1488315381846
0,4,1,0,5,22.13501,1488315382340,25.06812,1488315385277
0,4,1,1,3,25.30151,1488315385506,26.53516,1488315386744
0,4,1,2,3,27.96851,1488315388175,30.83521,1488315391043
0,4,1,0,6,31.06860,1488315391274,33.63525,1488315393843
0,4,1,1,5,34.13525,1488315394340,35.33569,1488315395545
0,4,1,0,0,37.13550,1488315397340,39.76904,1488315399978
0,4,0,2,6,39.96924,1488315400174,41.57007,1488315401779
0,4,1,1,6,43.13599,1488315403341,44.23608,1488315404447
0,4,1,1,5,46.13599,1488315406341,47.27002,1488315407479
0,4,0,1,0,49.13623,1488315409341,51.63623,1488315411844
0,4,1,2,5,52.13623,1488315412341,54.73657,1488315414945
0,4,0,2,0,54.93677,1488315415142,56.40356,1488315416613
0,4,1,1,5,58.13672,1488315418341,59.10352,1488315419313
0,4,1,0,3,61.13696,1488315421342,63.63721,1488315423844
0,4,0,2,0,64.13696,1488315424341,65.50415,1488315425712
0,4,1,1,0,67.13721,1488315427342,68.33740,1488315428545
0,4,1,0,4,70.13794,1488315430343,72.63770,1488315432848
0,4,1,0,4,73.13745,1488315433342,75.63794,1488315435848
0,4,1,1,0,76.13770,1488315436342,77.00488,1488315437214
0,4,1,1,0,79.13818,1488315439343,80.33789,1488315440547
0,4,1,0,3,82.13818,1488315442342,84.63818,1488315444849
0,4,1,1,4,85.13843,1488315445343,86.33838,1488315446548
0,4,1,0,5,88.13843,1488315448343,90.63867,1488315450849
0,4,1,0,6,91.13867,1488315451345,93.63867,1488315453846
0,4,1,0,6,94.13892,1488315454344,96.63892,1488315456846
0,4,1,2,0,97.13916,1488315457344,99.63916,1488315459846
0,4,1,0,2,100.13920,1488315460345,102.63940,1488315462851
0,4,1,2,4,103.13940,1488315463345,105.63940,1488315465847
0,4,0,0,3,106.13940,1488315466344,107.97290,1488315468182
1,450.33790,0.88493,2,111.08350,1488315471313
0,4,1,0,1,109.17290,1488315469378,111.67360,1488315471883
0,4,0,2,4,112.17630,1488315472382,113.67310,1488315473883
0,4,1,0,7,115.17360,1488315475378,117.67330,1488315477881
0,4,1,0,6,118.17330,1488315478378,120.67380,1488315480882
0,4,1,2,7,121.17360,1488315481379,123.67380,1488315483882
0,4,1,0,5,124.17410,1488315484380,126.67410,1488315486883
0,4,1,1,7,127.17430,1488315487379,128.20750,1488315488418
0,4,0,2,4,130.17410,1488315490379,132.50760,1488315492717
1,537.70280,0.75686,1,132.92330,1488315495181
