%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 1
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%LameBackObject:AlgorithmCondition,BlockNumber,Trial,CurrentNLevel,LureRate,IsCorrect,StimulusType,StimulusColor,PresentationTime(R),PresentationTime(A),ResponseTime(R),ResponseTime(A),ExpireTime(R),ExpireTime(A)
%Possible values for "Color":Red=0,Blue=1,Green=2,Yellow=3,Purple=4,LightBlue=5,Brown=6,White=7,Gray=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,LessThanN=3,
3,3,35,2,0.3,1,1,0,609.2877,1488312603519,609.8878,1488312604119,608.7544,1488312602990
3,3,36,2,0.3,1,0,7,612.3546,1488312606586,-1,-1,611.7879,1488312606023
3,3,37,2,0.3,1,0,2,615.4216,1488312609653,-1,-1,614.8547,1488312609092
3,3,38,2,0.3,1,2,0,618.455,1488312612686,-1,-1,617.9217,1488312612157
3,3,39,2,0.3,1,0,1,621.522,1488312615753,-1,-1,620.9554,1488312615191
3,3,40,2,0.3,1,2,2,624.5888,1488312618820,-1,-1,624.022,1488312618257
3,3,41,2,0.3,1,2,2,627.6888,1488312621920,-1,-1,627.1226,1488312621358
3,4,0,3,0.3,1,3,1,645.3564,1488312639587,-1,-1,644.8234,1488312639059
3,4,1,3,0.3,1,3,7,648.3905,1488312642622,-1,-1,647.8566,1488312642092
3,4,2,3,0.3,1,3,5,651.49,1488312645721,-1,-1,650.9233,1488312645158
3,4,3,3,0.3,1,0,2,654.4904,1488312648721,-1,-1,653.9901,1488312648226
3,4,4,3,0.3,0,0,1,657.5571,1488312651789,658.4237,1488312652655,656.9905,1488312651226
3,4,5,3,0.3,1,1,5,660.5923,1488312654823,661.5907,1488312655822,660.0573,1488312654293
3,4,6,3,0.3,1,0,3,663.6908,1488312657922,-1,-1,663.1254,1488312657360
3,4,7,3,0.3,1,0,4,666.7246,1488312660956,-1,-1,666.1909,1488312660429
3,4,8,3,0.3,0,1,5,669.7911,1488312664022,-1,-1,669.2577,1488312663493
3,4,9,3,0.3,1,2,5,672.858,1488312667089,-1,-1,672.2915,1488312666529
3,4,10,3,0.3,1,2,5,675.8916,1488312670123,-1,-1,675.3582,1488312669594
3,4,11,3,0.3,1,0,0,678.9584,1488312673189,-1,-1,678.3918,1488312672627
3,4,12,3,0.3,1,0,3,681.9919,1488312676223,-1,-1,681.4585,1488312675694
3,4,13,3,0.3,1,0,2,685.0254,1488312679256,-1,-1,684.4921,1488312678728
3,4,14,3,0.3,1,1,0,688.092,1488312682323,688.9589,1488312683190,687.5255,1488312681762
3,4,15,3,0.3,1,0,6,691.1257,1488312685357,-1,-1,690.5924,1488312684827
3,4,16,3,0.3,1,2,6,694.1593,1488312688390,-1,-1,693.6259,1488312687863
3,4,17,3,0.3,1,2,3,697.1927,1488312691424,-1,-1,696.6594,1488312690895
3,4,18,3,0.3,1,1,6,700.2928,1488312694524,701.2262,1488312695458,699.7268,1488312693962
3,4,19,3,0.3,1,2,0,703.3264,1488312697557,-1,-1,702.7931,1488312697028
3,4,20,3,0.3,1,0,1,706.3937,1488312700625,-1,-1,705.8599,1488312700096
3,4,21,3,0.3,0,1,6,709.4606,1488312703692,-1,-1,708.9266,1488312703162
3,4,22,3,0.3,0,2,1,712.5269,1488312706760,714.3937,1488312708625,711.9935,1488312706231
3,4,23,3,0.3,1,0,5,715.5604,1488312709792,-1,-1,715.027,1488312709263
3,4,24,3,0.3,0,1,6,718.6273,1488312712858,-1,-1,718.094,1488312712329
3,4,25,3,0.3,1,2,6,721.7273,1488312715958,-1,-1,721.1606,1488312715396
3,4,26,3,0.3,1,0,0,724.7609,1488312718992,-1,-1,724.2275,1488312718463
3,4,27,3,0.3,1,2,0,727.8276,1488312722059,-1,-1,727.261,1488312721496
3,4,28,3,0.3,0,2,0,730.8947,1488312725126,731.595,1488312725826,730.3279,1488312724563
3,4,29,3,0.3,1,1,0,733.9281,1488312728159,734.8618,1488312729093,733.3955,1488312727632
3,4,30,3,0.3,1,0,3,736.9617,1488312731193,-1,-1,736.4282,1488312730664
3,4,31,3,0.3,1,1,0,739.9626,1488312734194,740.9286,1488312735160,739.4619,1488312733697
3,4,32,3,0.3,0,1,0,743.062,1488312737293,-1,-1,742.4952,1488312736731
3,4,33,3,0.3,0,1,3,746.0955,1488312740327,-1,-1,745.5623,1488312739797
3,4,34,3,0.3,1,0,4,749.1622,1488312743393,-1,-1,748.5957,1488312742831
3,4,35,3,0.3,1,1,0,752.1959,1488312746427,753.2959,1488312747527,751.6624,1488312745897
3,4,36,3,0.3,1,0,2,755.2959,1488312749527,-1,-1,754.7292,1488312748966
3,4,37,3,0.3,1,2,0,758.3295,1488312752560,-1,-1,757.7961,1488312752032
3,4,38,3,0.3,0,2,4,761.363,1488312755594,762.6962,1488312756927,760.83,1488312755066
3,4,39,3,0.3,0,1,2,764.3965,1488312758628,-1,-1,763.8633,1488312758099
3,4,40,3,0.3,1,0,7,767.4299,1488312761661,-1,-1,766.8966,1488312761133
3,4,41,3,0.3,1,0,6,770.4308,1488312764662,-1,-1,769.9301,1488312764166
3,4,42,3,0.3,1,2,0,773.5303,1488312767761,-1,-1,772.9636,1488312767199
3,5,0,2,0.3,1,3,1,788.0978,1488312782329,-1,-1,787.5316,1488312781766
3,5,1,2,0.3,1,3,5,791.1646,1488312785396,-1,-1,790.5989,1488312784834
3,5,2,2,0.3,1,0,0,794.1982,1488312788429,-1,-1,793.6648,1488312787900
3,5,3,2,0.3,1,2,0,797.2982,1488312791529,-1,-1,796.7319,1488312790968
3,5,4,2,0.3,1,0,7,800.2987,1488312794530,-1,-1,799.7983,1488312794034
3,5,5,2,0.3,1,0,1,803.3654,1488312797596,-1,-1,802.832,1488312797067
3,5,6,2,0.3,1,1,7,806.4321,1488312800663,807.4323,1488312801664,805.8655,1488312800102
3,5,7,2,0.3,1,1,1,809.499,1488312803730,810.2656,1488312804497,808.9323,1488312803167
3,5,8,2,0.3,1,1,7,812.5327,1488312806764,813.233,1488312807464,811.9999,1488312806236
3,5,9,2,0.3,1,0,6,815.5994,1488312809830,-1,-1,815.0336,1488312809268
3,5,10,2,0.3,1,1,7,818.6661,1488312812897,819.2329,1488312813464,818.0995,1488312812335
3,5,11,2,0.3,1,1,6,821.7107,1488312815942,822.3668,1488312816598,821.1666,1488312815403
3,5,12,2,0.3,1,2,6,824.7999,1488312819031,-1,-1,824.2336,1488312818471
3,5,13,2,0.3,1,0,3,827.8337,1488312822065,-1,-1,827.3004,1488312821536
3,5,14,2,0.3,0,2,3,830.9003,1488312825131,831.567,1488312825798,830.3669,1488312824602
3,5,15,2,0.3,1,2,6,833.9337,1488312828165,-1,-1,833.4004,1488312827635
3,5,16,2,0.3,1,0,2,836.9675,1488312831199,-1,-1,836.434,1488312830670
3,5,17,2,0.3,1,2,3,840.0342,1488312834265,-1,-1,839.5007,1488312833737
3,5,18,2,0.3,1,2,3,843.0676,1488312837299,-1,-1,842.5343,1488312836771
3,5,19,2,0.3,1,0,7,846.1016,1488312840333,-1,-1,845.5679,1488312839805
3,5,20,2,0.3,1,0,4,849.1683,1488312843399,-1,-1,848.6345,1488312842869
3,5,21,2,0.3,1,2,3,852.2347,1488312846466,-1,-1,851.6686,1488312845904
3,5,22,2,0.3,1,0,2,855.3016,1488312849533,-1,-1,854.735,1488312848971
3,5,23,2,0.3,1,2,7,858.3684,1488312852599,-1,-1,857.802,1488312852038
3,5,24,2,0.3,1,1,2,861.4021,1488312855633,862.5021,1488312856734,860.8685,1488312855104
3,5,25,2,0.3,1,0,4,864.4354,1488312858666,-1,-1,863.9025,1488312858139
3,5,26,2,0.3,1,0,1,867.469,1488312861700,-1,-1,866.9355,1488312861171
3,5,27,2,0.3,1,0,6,870.5024,1488312864733,-1,-1,869.97,1488312864206
3,5,28,2,0.3,1,1,1,873.536,1488312867767,874.3694,1488312868601,873.0032,1488312867239
3,5,29,2,0.3,1,2,1,876.6028,1488312870834,-1,-1,876.0695,1488312870305
3,5,30,2,0.3,1,0,2,879.6368,1488312873868,-1,-1,879.103,1488312873338
3,5,31,2,0.3,1,2,6,882.6704,1488312876901,-1,-1,882.1697,1488312876406
3,5,32,2,0.3,1,2,6,885.7059,1488312879937,-1,-1,885.2031,1488312879441
3,5,33,2,0.3,1,1,6,888.8036,1488312883035,889.3702,1488312883602,888.2368,1488312882472
3,5,34,2,0.3,1,1,6,891.8704,1488312886101,892.537,1488312886768,891.3369,1488312885572
3,5,35,2,0.3,1,1,6,894.9371,1488312889168,895.5704,1488312889802,894.3711,1488312888606
3,5,36,2,0.3,1,1,6,898.004,1488312892236,898.804,1488312893035,897.4374,1488312891672
3,5,37,2,0.3,1,0,5,901.1041,1488312895335,-1,-1,900.5375,1488312894773
3,5,38,2,0.3,1,2,5,904.1377,1488312898369,-1,-1,903.6042,1488312897839
3,5,39,2,0.3,1,0,1,907.2046,1488312901436,-1,-1,906.6378,1488312900874
3,5,40,2,0.3,1,0,2,910.238,1488312904469,-1,-1,909.7053,1488312903942
3,5,41,2,0.3,1,1,1,913.3048,1488312907536,914.2048,1488312908436,912.7382,1488312906973
3,6,0,3,0.3,1,3,2,929.8727,1488312924104,-1,-1,929.3391,1488312923574
3,6,1,3,0.3,1,3,3,932.9063,1488312927137,-1,-1,932.3734,1488312926608
3,6,2,3,0.3,1,3,7,936.0065,1488312930238,-1,-1,935.4395,1488312929676
3,6,3,3,0.3,1,1,2,939.0729,1488312933304,940.5065,1488312934738,938.5396,1488312932776
3,6,4,3,0.3,1,0,1,942.1398,1488312936371,-1,-1,941.5731,1488312935808
3,6,5,3,0.3,1,0,4,945.1406,1488312939372,-1,-1,944.64,1488312938876
3,6,6,3,0.3,0,2,1,948.207,1488312942439,949.9735,1488312944205,947.6735,1488312941909
3,6,7,3,0.3,0,2,4,951.2737,1488312945505,952.3073,1488312946539,950.7413,1488312944976
3,6,8,3,0.3,1,2,2,954.3406,1488312948572,-1,-1,953.7738,1488312948011
3,6,9,3,0.3,0,2,4,957.4073,1488312951638,958.774,1488312953005,956.874,1488312951111
3,6,10,3,0.3,1,1,4,960.4742,1488312954705,962.3409,1488312956573,959.9075,1488312954143
3,6,11,3,0.3,1,0,0,963.5077,1488312957739,-1,-1,962.9747,1488312957210
3,6,12,3,0.3,1,2,2,966.5411,1488312960772,-1,-1,966.0079,1488312960243
3,6,13,3,0.3,1,2,0,969.5747,1488312963806,-1,-1,969.0414,1488312963278
3,6,14,3,0.3,1,0,1,972.6417,1488312966875,-1,-1,972.0748,1488312966311
3,6,15,3,0.3,1,1,2,975.7087,1488312969940,977.2086,1488312971440,975.175,1488312969413
