%Recollect Version 2.3. Scene/Level: nback0, Session: 1, GameNumber: 2
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,3,1,3,0,1.13306,1488314351957,3.63306,1488314354463
0,3,1,3,6,4.13330,1488314354957,6.63330,1488314357460
0,3,1,3,5,7.13355,1488314357957,9.63355,1488314360460
0,3,1,2,5,10.13354,1488314360958,12.63379,1488314363460
0,3,1,2,5,13.13379,1488314363957,15.63403,1488314366464
0,3,1,0,2,16.13403,1488314366959,18.63403,1488314369460
0,3,1,2,2,19.13428,1488314369958,21.63428,1488314372460
0,3,1,0,7,22.13428,1488314372958,24.63428,1488314375460
0,3,1,0,6,25.13477,1488314375958,27.63452,1488314378461
0,3,1,1,2,28.13452,1488314378958,29.30151,1488314380130
0,3,0,2,6,31.13477,1488314381958,32.23486,1488314383064
0,3,1,0,3,34.13550,1488314384959,36.63501,1488314387461
0,3,1,1,2,37.13501,1488314387959,38.40186,1488314389230
0,3,1,1,6,40.13525,1488314390959,41.33545,1488314392163
0,3,1,0,5,43.13525,1488314393959,45.63574,1488314396462
0,3,1,2,3,46.13574,1488314396960,48.63599,1488314399462
0,3,0,1,6,49.13574,1488314399960,51.63599,1488314402463
0,3,0,1,5,52.13599,1488314402960,54.63599,1488314405463
0,3,0,1,3,55.13623,1488314405960,57.63623,1488314408464
0,3,1,0,1,58.13623,1488314408960,60.63623,1488314411463
0,3,1,1,5,61.13647,1488314411961,63.23682,1488314414065
0,3,1,2,5,64.13672,1488314414960,66.63696,1488314417463
0,3,1,0,7,67.13696,1488314417961,69.63696,1488314420463
0,3,1,2,3,70.13721,1488314420961,72.63745,1488314423465
0,3,1,2,1,73.13721,1488314423961,75.63721,1488314426464
0,3,0,2,3,76.13721,1488314426961,78.27075,1488314429102
0,3,1,0,6,79.13770,1488314429962,81.63770,1488314432464
0,3,0,2,3,82.13770,1488314432962,83.37109,1488314434199
0,3,1,1,3,85.13770,1488314435962,86.23828,1488314437068
0,3,1,0,2,88.13794,1488314438962,90.63818,1488314441465
0,3,1,0,7,91.13794,1488314441962,93.63818,1488314444466
0,3,1,1,3,94.13818,1488314444962,94.87183,1488314445699
0,3,1,0,0,97.13867,1488314447963,99.63867,1488314450465
0,3,1,2,3,100.13870,1488314450963,102.63870,1488314453469
0,3,1,0,4,103.13890,1488314453963,105.63890,1488314456465
0,3,1,1,0,106.13990,1488314456964,107.00610,1488314457834
0,3,1,1,3,109.13920,1488314459963,110.87260,1488314461700
0,3,1,0,7,112.13940,1488314462963,114.63940,1488314465466
0,3,1,0,6,115.13940,1488314465963,117.63960,1488314468467
0,3,1,0,5,118.13990,1488314468964,120.63990,1488314471470
0,3,1,2,0,121.13990,1488314471964,123.64040,1488314474467
0,3,1,1,6,124.13990,1488314474965,125.57400,1488314476402
0,3,1,0,4,127.14010,1488314477964,129.64040,1488314480471
