%Recollect Version 2.3. Scene/Level: , Session: 12, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,C8,C8,,,0,1487806931442,,1487806933770,1487806936103
3,1,2,B6,B6,,,0,1487806938076,,1487806940470,1487806941904
3,2,3,A46,A46,,,0,1487806943909,,1487806947437,1487806949587
3,3,3,9A4,9A4,,,0,1487806951560,,1487806955054,1487806956421
10,0,0,,,0,0,0,1487806975223,1487806975223,1487806955054,1487806982989
10,1,0,,,1,1,0,1487806985191,1487806985190,1487806955054,1487806988122
10,2,0,,,1,1,0,1487806990091,1487806990091,1487806955054,1487806992590
10,3,0,,,0,0,0,1487806994558,1487806994558,1487806955054,1487806995923
10,4,0,,,0,0,0,1487806997892,1487806997891,1487806955054,1487806999257
10,5,0,,,1,1,0,1487807001226,1487807001225,1487806955054,1487807002857
10,6,0,,,0,0,0,1487807004825,1487807004825,1487806955054,1487807006057
10,7,0,,,1,1,0,1487807008025,1487807008025,1487806955054,1487807009691
10,8,0,,,1,1,0,1487807011659,1487807011659,1487806955054,1487807013158
10,9,0,,,0,0,0,1487807015159,1487807015159,1487806955054,1487807016558
10,10,0,,,0,0,0,1487807018560,1487807018560,1487806955054,1487807020625
10,11,0,,,1,1,0,1487807022593,1487807022593,1487806955054,1487807024425
10,12,0,,,0,0,0,1487807026393,1487807026393,1487806955054,1487807028792
10,13,0,,,1,1,0,1487807030793,1487807030793,1487806955054,1487807033025
10,14,0,,,1,1,0,1487807034993,1487807034993,1487806955054,1487807037059
10,15,0,,,1,1,0,1487807039028,1487807039028,1487806955054,1487807042326
13,0,2,61,61,11,11,0,1487807070766,1487807077217,1487807079851,1487807082195
13,1,2,A9,A9,11,11,0,1487807084434,1487807090034,1487807091701,1487807092996
13,2,2,76,76,10,10,0,1487807095001,1487807100002,1487807101469,1487807103796
14,0,3,156,156,100,100,0,1487807113735,1487807121603,1487807123003,1487807125083
14,1,2,1D,1D,10,10,0,1487807127053,1487807132353,1487807133553,1487807135881
14,2,4,2D6C,2D6C,0110,0110,0,1487807137854,1487807149021,1487807150754,1487807153465
14,3,5,B803F,B803F,01100,01100,0,1487807155471,1487807168773,1487807170073,1487807173583
14,4,2,41,41,11,11,0,1487807175556,1487807182089,1487807183757,1487807185951
14,5,4,D9C2,D9C2,0101,0101,0,1487807187923,1487807199424,1487807200358,1487807202152
14,6,5,AB0D6,AB18D,01101,01101,0,1487807204124,1487807216291,1487807218459,1487807234887
14,7,3,310,310,001,001,0,1487807236859,1487807244860,1487807246293,1487807249321
14,8,4,3D61,3D61,1101,1101,0,1487807251327,1487807263894,1487807265428,1487807267656
14,9,3,A05,A05,010,010,0,1487807269661,1487807276928,1487807278229,1487807279789
14,10,2,31,31,01,01,0,1487807281761,1487807286595,1487807287495,1487807289090
14,11,5,57E62,57E62,00111,00111,0,1487807291095,1487807304463,1487807305697,1487807307691
