%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486155435376,1486155443441
1,1,34,34,0,1486155444443,1486155455608
2,0,15,15,0,1486155462045,1486155469343
2,1,73,73,0,1486155470312,1486155476643
2,2,164,164,0,1486155477645,1486155486910
2,3,705,705,0,1486155487913,1486155497577
2,4,2173,2173,0,1486155498580,1486155508978
2,5,1504,1504,0,1486155509980,1486155521545
2,6,42350,42350,0,1486155522548,1486155534813
2,7,24061,24061,0,1486155535781,1486155548613
2,8,061743,061743,0,1486155549582,1486155563314
2,9,625037,625037,0,1486155564283,1486155578549
2,10,7152305,7152305,0,1486155579550,1486155597916
2,11,3157264,3152764,0,1486155598885,1486155616684
2,12,64527631,64256371,0,1486155617686,1486155640235
2,13,05631742,05631724,0,1486155641237,1486155662703
3,0,60,06,0,1486155669372,1486155675971
3,1,24,42,0,1486155676939,1486155682938
4,0,25,52,0,1486155690807,1486155697038
4,1,63,36,0,1486155698041,1486155704973
4,2,574,475,0,1486155705941,1486155716874
4,3,207,702,0,1486155717842,1486155725974
4,4,7305,5037,0,1486155726942,1486155738441
4,5,4130,0314,0,1486155739410,1486155749043
4,6,35741,14753,0,1486155750010,1486155762776
4,7,70526,62507,0,1486155763778,1486155776210
4,8,607251,152706,0,1486155777211,1486155791444
4,9,270643,346072,0,1486155792412,1486155807045
4,10,0416327,7236140,0,1486155808013,1486155823812
4,11,5632041,1402635,1,1486155824781,1486155845681
4,12,48256132,2316524,0,1486155846682,1486155866149
4,13,04523765,56372540,0,1486155867117,1486155890249
