%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,79,79,,,0,1487979559241,,1487979561570,1487979563404
3,1,2,58,58,,,0,1487979565408,,1487979567771,1487979568904
3,2,3,C6F,C6F,,,0,1487979570876,,1487979574438,1487979576271
3,3,3,D16,D16,,,0,1487979578243,,1487979581738,1487979583471
10,0,0,,,0,0,0,1487979601808,1487979601806,1487979581738,1487979603273
10,1,0,,,1,1,0,1487979605273,1487979605273,1487979581738,1487979606639
10,2,0,,,0,0,0,1487979608640,1487979608640,1487979581738,1487979610273
10,3,0,,,0,0,0,1487979612240,1487979612240,1487979581738,1487979614240
10,4,0,,,1,1,0,1487979616207,1487979616207,1487979581738,1487979618174
10,5,0,,,0,1,0,1487979620141,1487979620141,1487979581738,1487979622540
10,6,0,,,0,0,0,1487979624541,1487979624541,1487979581738,1487979625774
10,7,0,,,1,1,0,1487979627769,1487979627769,1487979581738,1487979629462
10,8,0,,,1,1,0,1487979631454,1487979631454,1487979581738,1487979634687
10,9,0,,,1,1,0,1487979636687,1487979636687,1487979581738,1487979638354
10,10,0,,,1,1,0,1487979640354,1487979640354,1487979581738,1487979642087
10,11,0,,,0,0,0,1487979644091,1487979644091,1487979581738,1487979646221
10,12,0,,,0,0,0,1487979648188,1487979648188,1487979581738,1487979649388
10,13,0,,,1,1,0,1487979651388,1487979651388,1487979581738,1487979652688
10,14,0,,,0,0,0,1487979654688,1487979654688,1487979581738,1487979655521
10,15,0,,,0,0,0,1487979657522,1487979657522,1487979581738,1487979659288
13,0,2,FA,FA,01,01,0,1487979682210,1487979686845,1487979688878,1487979691273
13,1,2,79,79,10,10,0,1487979693245,1487979698612,1487979699947,1487979702007
13,2,2,5D,5D,11,11,0,1487979704011,1487979709012,1487979711079,1487979712908
14,0,5,D2C5B,D2C5B,01011,01011,0,1487979727480,1487979741548,1487979742683,1487979747144
14,1,4,E24C,E24C,1010,1010,0,1487979749114,1487979759982,1487979761048,1487979763344
14,2,2,B9,B9,00,00,0,1487979765315,1487979769649,1487979770849,1487979772611
14,3,5,402D1,402D1,10000,10000,0,1487979774583,1487979789616,1487979790950,1487979794212
14,4,3,A26,A26,101,101,0,1487979796217,1487979803318,1487979804418,1487979806546
14,5,3,6D2,6D2,110,110,0,1487979808517,1487979816651,1487979817620,1487979819048
14,6,2,F3,F3,11,11,0,1487979821051,1487979826019,1487979827585,1487979829082
14,7,2,EB,EB,10,10,0,1487979831052,1487979836318,1487979837753,1487979839548
14,8,4,4863,4863,1000,1000,0,1487979841552,1487979852021,1487979853287,1487979855382
14,9,4,81CF,8C1F,1010,1010,0,1487979857388,1487979868255,1487979869188,1487979873450
14,10,5,B7681,B7681,11110,11110,0,1487979875454,1487979890556,1487979891457,1487979894218
14,11,3,5F6,5F6,010,010,0,1487979896189,1487979903756,1487979904657,1487979906685
