%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,4,1486168460467,-1,1486168459935
6,0,2,1,1,1,4,1486168463534,1486168464702,1486168463004
6,0,3,1,1,1,4,1486168466601,1486168467636,1486168466071
6,0,4,1,1,0,5,1486168469635,-1,1486168469138
6,0,5,1,1,0,7,1486168472701,-1,1486168472171
6,0,6,1,1,0,6,1486168475769,-1,1486168475238
6,0,7,1,1,0,2,1486168478802,-1,1486168478305
6,0,8,1,1,1,2,1486168481835,1486168482602,1486168481305
6,0,9,1,1,0,7,1486168484869,-1,1486168484339
6,0,10,1,1,0,3,1486168487936,-1,1486168487405
6,0,11,1,1,0,0,1486168491003,-1,1486168490473
6,1,1,1,1,3,1,1486168498170,-1,1486168497637
6,1,2,1,1,0,0,1486168501236,-1,1486168500706
6,1,3,1,1,0,1,1486168504237,-1,1486168503739
6,1,4,1,1,1,1,1486168507303,1486168508270,1486168506774
6,1,5,1,1,0,4,1486168510370,-1,1486168509840
6,1,6,1,1,0,7,1486168513404,-1,1486168512874
6,1,7,1,1,0,0,1486168516471,-1,1486168515940
6,1,8,1,1,0,1,1486168519537,-1,1486168519007
6,1,9,1,1,0,3,1486168522571,-1,1486168522041
6,1,10,1,1,0,5,1486168525604,-1,1486168525074
6,1,11,1,1,1,5,1486168528638,1486168529538,1486168528108
6,1,12,1,1,0,2,1486168531705,-1,1486168531174
6,1,13,1,1,1,2,1486168534772,1486168535739,1486168534241
6,1,14,1,1,0,0,1486168537805,-1,1486168537308
6,1,15,1,1,1,0,1486168540872,1486168541939,1486168540342
6,1,16,1,1,0,2,1486168543939,-1,1486168543408
6,1,17,1,1,0,5,1486168546972,-1,1486168546442
6,1,18,1,1,0,4,1486168550039,-1,1486168549509
6,1,19,1,1,1,4,1486168553106,1486168554274,1486168552575
6,1,20,1,1,1,4,1486168556139,1486168557274,1486168555609
6,1,21,1,1,0,5,1486168559207,-1,1486168558676
6,2,1,2,1,3,2,1486168570807,-1,1486168570274
6,2,2,2,1,3,0,1486168573840,-1,1486168573310
