%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486166211886,1486166214888,1486166227591
1,G4,G,4,1486166229120,1486166232121,1486166238691
2,3W5,W,35,1486166240221,1486166244722,1486166251049
3,T7L,LT,7,1486166252571,1486166257073,1486166266610
4,1JA,AJ,1,1486166268139,1486166272640,1486166277998
0,F4,F,4,1486166283656,1486166286658,1486166291457
1,1J,J,1,1486166292990,1486166295992,1486166300324
2,A7,A,7,1486166301857,1486166304859,1486166309175
3,L1H,HL,1,1486166310708,1486166315210,1486166323470
4,T2S,ST,2,1486166324992,1486166329494,1486166335892
5,K43,K,34,1486166337427,1486166341928,1486166345843
6,R5B2,BR,25,1486166347377,1486166353345,1486166366261
7,N3L9,LN,39,1486166367794,1486166373797,1486166386718
8,5V8P,PV,58,1486166388246,1486166394247,1486166402280
9,4M7S1,MS,147,1486166403813,1486166411315,1486166421431
10,L3E1D,DEL,13,1486166422964,1486166430466,1486166450749
11,9M6K2,KM,269,1486166452283,1486166459785,1486166481817
12,D1B5R9,BDR,159,1486166483351,1486166492353,1486166509469
13,G9T2A5,ABD,289,1486166511003,1486166520007,1486166552234
14,3W5A1G,ADW,135,1486166553755,1486166562757,1486166588249
15,B6H7A5K,ADK,159,1486166589773,1486166600275,1486166621975
16,8H4R1C2,HR,1234,1486166623509,1486166634011,1486166646418
17,C7B5N9Y,BCNY,579,1486166647944,1486166658445,1486166682345
18,3Q8D4R6F,F,3467,1486166683879,1486166695881,1486166703401
19,P2H8F4Y6,BPY,467,1486166704930,1486166716932,1486166730735
20,7D9T3E4S,DERY,347,1486166732265,1486166744267,1486166757992
