%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486151192583,1486151200482
1,1,34,34,0,1486151201484,1486151208916
2,0,52,52,0,1486151221019,1486151228517
2,1,36,,0,1486151229519,1486151235118
2,2,368,368,0,1486151236120,1486151245285
2,3,208,208,0,1486151246287,1486151255085
2,4,2306,2306,0,1486151256054,1486151266352
2,5,5047,5047,0,1486151267322,1486151277687
2,6,41075,41075,0,1486151278689,1486151291288
2,7,31620,31620,0,1486151292289,1486151305755
2,8,281376,281376,1,1486151306756,1486151328389
2,9,816508,8316508,0,1486151329358,1486151347324
2,10,4806317,0846137,0,1486151348325,1486151368192
2,11,0851680,0851658,0,1486151369194,1486151387461
3,0,60,06,0,1486151396795,1486151404927
3,1,24,42,0,1486151405895,1486151412594
4,0,51,15,0,1486151418630,1486151426229
4,1,37,73,1,1486151427230,1486151436829
4,2,630,036,0,1486151437831,1486151446062
4,3,580,085,0,1486151447031,1486151455363
4,4,5683,3865,0,1486151456366,1486151467097
4,5,2841,1482,0,1486151468099,1486151478364
4,6,47812,21784,0,1486151479366,1486151492599
4,7,03415,51430,0,1486151493600,1486151506166
4,8,507613,316750,0,1486151507168,1486151521267
4,9,073280,082730,0,1486151522235,1486151538668
