%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 0
%D2:Action,Row,Character,TimeOfResponse
1,0,2,1487109840204
1,0,3,1487109842737
1,0,5,1487109844071
1,0,6,1487109848004
1,0,10,1487109850672
1,0,12,1487109851938
2,0,12,1487109853238
1,0,15,1487109856372
9,0,-1,1487109857472
1,1,0,1487109860237
1,1,1,1487109861103
1,1,3,1487109862170
1,1,5,1487109863937
1,1,7,1487109864906
1,1,9,1487109865939
1,1,13,1487109867639
1,1,15,1487109869038
1,1,17,1487109871006
1,1,19,1487109872239
1,1,25,1487109875039
1,1,26,1487109875539
1,1,28,1487109876773
9,1,-1,1487109878473
1,2,0,1487109880440
1,2,4,1487109882171
1,2,5,1487109882740
1,2,6,1487109883740
1,2,7,1487109884374
1,2,9,1487109885340
1,2,16,1487109887672
1,2,19,1487109889072
1,2,21,1487109890406
1,2,22,1487109891072
1,2,23,1487109891640
1,2,24,1487109892172
1,2,27,1487109893541
1,2,30,1487109895341
1,2,31,1487109895974
1,2,33,1487109897541
1,2,36,1487109899174
9,2,-1,1487109899474
1,3,0,1487109901107
1,3,2,1487109902175
1,3,4,1487109902941
1,3,11,1487109905308
1,3,17,1487109906674
1,3,18,1487109907275
1,3,26,1487109910908
1,3,31,1487109915541
1,3,34,1487109917142
2,3,34,1487109917974
1,3,36,1487109919475
9,3,-1,1487109920476
-1,3,38,1487109920909
1,4,1,1487109923575
1,4,3,1487109924976
1,4,4,1487109925576
1,4,5,1487109927043
1,4,10,1487109929676
1,4,11,1487109930343
2,4,11,1487109931710
1,4,12,1487109933376
1,4,15,1487109935243
1,4,16,1487109935876
1,4,18,1487109937377
1,4,20,1487109938476
1,4,25,1487109940543
9,4,-1,1487109941479
-1,4,26,1487109941776
1,5,2,1487109944344
1,5,6,1487109946644
1,5,9,1487109948610
1,5,13,1487109950210
1,5,16,1487109951877
-1,5,15,1487109952944
-1,5,15,1487109954110
-1,5,15,1487109955277
-1,5,15,1487109956311
-1,5,15,1487109957077
-1,5,15,1487109957578
-1,5,15,1487109957944
1,5,21,1487109959611
1,5,24,1487109960909
1,5,27,1487109962344
9,5,-1,1487109962478
1,6,1,1487109964878
1,6,6,1487109967578
1,6,7,1487109968945
1,6,8,1487109969578
1,6,10,1487109970745
1,6,13,1487109972211
1,6,16,1487109973945
1,6,17,1487109974945
1,6,20,1487109976246
1,6,24,1487109977846
1,6,25,1487109978712
1,6,28,1487109980079
1,6,31,1487109981946
9,6,-1,1487109983481
-1,6,34,1487109983646
1,7,1,1487109986746
1,7,4,1487109988246
1,7,13,1487109991145
1,7,14,1487109991980
1,7,18,1487109993313
1,7,19,1487109994013
1,7,24,1487109995879
1,7,26,1487109996779
1,7,29,1487109998046
1,7,31,1487110000146
1,7,47,1487110004114
9,7,-1,1487110004481
1,8,2,1487110007547
1,8,7,1487110009412
1,8,10,1487110010614
1,8,15,1487110012481
1,8,16,1487110013114
1,8,17,1487110013780
1,8,19,1487110015280
1,8,20,1487110015913
1,8,23,1487110017747
1,8,26,1487110019414
1,8,28,1487110020348
1,8,31,1487110021846
1,8,32,1487110022815
1,8,34,1487110023979
9,8,-1,1487110025481
1,9,1,1487110027815
1,9,4,1487110029214
1,9,6,1487110031615
1,9,10,1487110033849
1,9,12,1487110035083
1,9,15,1487110037216
1,9,16,1487110037782
1,9,17,1487110038749
1,9,21,1487110040550
1,9,24,1487110044116
9,9,-1,1487110046490
-1,9,26,1487110046617
1,10,1,1487110049250
1,10,4,1487110051050
1,10,7,1487110052616
1,10,8,1487110053217
1,10,10,1487110053916
1,10,11,1487110054616
1,10,12,1487110056216
1,10,14,1487110057583
1,10,16,1487110058915
1,10,21,1487110061884
1,10,24,1487110063984
1,10,25,1487110065217
1,10,26,1487110065684
1,10,28,1487110067017
9,10,-1,1487110067484
1,11,0,1487110068984
1,11,2,1487110069850
1,11,5,1487110071051
2,11,5,1487110071817
1,11,6,1487110072884
1,11,8,1487110074518
1,11,12,1487110076451
1,11,15,1487110077351
1,11,19,1487110079417
1,11,26,1487110081817
1,11,28,1487110082350
-1,11,27,1487110083251
-1,11,27,1487110084250
1,11,29,1487110085452
-1,11,27,1487110086852
1,11,32,1487110088450
