%Recollect Version 2.3; iPad: ; User: Rlb121; Session: 16
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,2,16,0,0.625,5,6,algoNotBayesian
32,2,16,0,1,5,6,algoNotBayesian
32,2,16,0,0.5,6,6,algoNotBayesian
32,2,16,0,0.8571429,5,6,algoNotBayesian
32,2,16,0,0.5555556,5,6,algoNotBayesian
32,2,16,0,0.8333333,4,6,algoNotBayesian
32,2,16,0,0.625,4,6,algoNotBayesian
32,2,16,0,0.8333333,4,6,algoNotBayesian
32,2,16,0,0.8571429,4,6,algoNotBayesian
32,2,16,0,0.8571429,4,6,algoNotBayesian
32,2,16,0,1,4,6,algoNotBayesian
32,2,16,0,0.8333333,5,6,algoNotBayesian
32,2,16,0,0.8333333,5,6,algoNotBayesian
32,2,16,0,0.625,5,6,algoNotBayesian
32,2,17,0,0.625,4,6,algoNotBayesian
32,2,17,0,0.8333333,4,6,algoNotBayesian
32,2,17,0,0.75,4,6,algoNotBayesian
32,2,17,0,1,4,6,algoNotBayesian
32,2,17,0,0.8333333,5,6,algoNotBayesian
32,2,17,0,0.625,5,6,algoNotBayesian
32,2,17,0,0.5,5,6,algoNotBayesian
32,2,17,0,0.75,4,6,algoNotBayesian
32,2,17,0,1,4,6,algoNotBayesian
32,2,17,0,0.4285714,5,6,algoNotBayesian
32,2,17,0,0.8333333,4,6,algoNotBayesian
32,2,17,0,0.8571429,4,6,algoNotBayesian
32,2,17,0,1,4,6,algoNotBayesian
32,2,17,0,0.4444444,5,6,algoNotBayesian
