%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1486156535582
1,0,2,1486156536516
1,0,3,1486156537315
1,0,8,1486156539782
1,0,9,1486156540682
1,0,10,1486156541315
1,0,12,1486156542316
1,0,13,1486156543515
1,0,16,1486156545049
1,0,17,1486156545516
1,0,18,1486156546449
1,0,19,1486156547716
1,0,20,1486156548116
1,0,23,1486156549484
2,0,23,1486156549949
1,0,24,1486156552282
9,0,-1,1486156553084
1,1,3,1486156556149
1,1,7,1486156557750
1,1,8,1486156558850
1,1,9,1486156559383
1,1,11,1486156560083
1,1,12,1486156560650
1,1,13,1486156561350
1,1,14,1486156561950
1,1,15,1486156562616
1,1,16,1486156563183
1,1,18,1486156564050
1,1,22,1486156565050
1,1,23,1486156565517
1,1,26,1486156566783
1,1,27,1486156567283
1,1,28,1486156567683
1,1,30,1486156568384
-1,1,24,1486156569083
1,1,32,1486156570617
1,1,33,1486156571818
1,1,34,1486156572283
1,1,36,1486156573317
9,1,-1,1486156574085
-1,1,39,1486156574517
1,2,3,1486156577184
1,2,6,1486156578518
1,2,8,1486156579451
1,2,9,1486156580017
1,2,10,1486156580517
1,2,11,1486156580952
1,2,12,1486156581418
1,2,13,1486156581951
1,2,16,1486156583151
1,2,19,1486156583884
1,2,23,1486156586351
1,2,25,1486156587351
1,2,26,1486156587751
1,2,28,1486156588684
1,2,29,1486156589018
1,2,30,1486156589585
1,2,32,1486156590285
1,2,36,1486156591818
2,2,36,1486156593418
1,2,35,1486156593886
9,2,-1,1486156595087
1,3,1,1486156598085
1,3,3,1486156599052
1,3,5,1486156600252
1,3,6,1486156600819
1,3,8,1486156601952
1,3,9,1486156602452
1,3,10,1486156602752
1,3,11,1486156603552
1,3,13,1486156604352
1,3,14,1486156605286
1,3,15,1486156605952
1,3,16,1486156606286
1,3,17,1486156606987
1,3,18,1486156607486
1,3,19,1486156607887
2,3,19,1486156608386
1,3,20,1486156608886
1,3,22,1486156609953
2,3,22,1486156611153
1,3,25,1486156612653
1,3,26,1486156613186
1,3,30,1486156614854
1,3,32,1486156615753
9,3,-1,1486156616088
1,4,0,1486156617720
1,4,2,1486156618486
1,4,4,1486156619354
1,4,8,1486156621153
1,4,9,1486156621787
1,4,10,1486156622187
1,4,11,1486156622953
1,4,13,1486156623820
1,4,14,1486156624287
1,4,16,1486156624820
-1,4,15,1486156625787
-1,4,15,1486156627253
-1,4,15,1486156627720
1,4,17,1486156628420
1,4,21,1486156630321
1,4,22,1486156630920
1,4,23,1486156631220
1,4,24,1486156632521
1,4,26,1486156632987
1,4,27,1486156633421
1,4,28,1486156634354
1,4,29,1486156635088
1,4,30,1486156635454
1,4,33,1486156636621
9,4,-1,1486156637089
1,5,0,1486156638821
1,5,1,1486156639188
1,5,2,1486156639721
1,5,4,1486156640487
1,5,5,1486156641188
1,5,6,1486156641788
1,5,7,1486156642388
1,5,8,1486156643089
1,5,9,1486156644388
1,5,10,1486156645021
1,5,13,1486156646289
1,5,15,1486156646922
1,5,16,1486156647821
1,5,19,1486156649488
1,5,21,1486156650355
1,5,24,1486156651488
1,5,25,1486156652255
1,5,27,1486156653089
1,5,28,1486156653856
1,5,29,1486156654488
1,5,30,1486156654922
1,5,32,1486156655922
1,5,33,1486156656355
9,5,-1,1486156658090
-1,5,36,1486156658256
1,6,2,1486156660089
1,6,4,1486156661022
1,6,5,1486156661889
1,6,6,1486156662856
1,6,8,1486156663789
1,6,9,1486156664456
1,6,10,1486156664956
1,6,11,1486156665623
1,6,12,1486156666156
1,6,14,1486156666956
1,6,15,1486156667356
1,6,16,1486156667789
1,6,18,1486156668857
1,6,20,1486156669523
1,6,22,1486156670256
1,6,23,1486156671390
1,6,26,1486156672290
1,6,27,1486156672923
1,6,29,1486156673956
1,6,30,1486156674690
1,6,31,1486156674989
1,6,32,1486156675590
1,6,33,1486156675993
1,6,34,1486156676690
1,6,35,1486156677590
1,6,37,1486156678690
9,6,-1,1486156679091
1,7,3,1486156682324
1,7,4,1486156682857
1,7,5,1486156683424
1,7,7,1486156685257
1,7,11,1486156687357
1,7,13,1486156688024
1,7,14,1486156688824
1,7,16,1486156690025
1,7,18,1486156691324
1,7,19,1486156692457
1,7,20,1486156692858
1,7,21,1486156693457
1,7,22,1486156693825
1,7,24,1486156694757
1,7,25,1486156695424
1,7,26,1486156695924
1,7,27,1486156696124
1,7,28,1486156697124
1,7,30,1486156697758
1,7,31,1486156698724
1,7,33,1486156699391
1,7,34,1486156699625
9,7,-1,1486156700092
1,8,0,1486156701758
1,8,1,1486156703025
1,8,4,1486156704725
1,8,5,1486156705225
1,8,6,1486156705758
1,8,8,1486156706658
1,8,9,1486156707258
1,8,10,1486156707725
1,8,11,1486156708258
1,8,12,1486156708759
1,8,14,1486156709625
1,8,16,1486156710326
1,8,20,1486156712125
1,8,21,1486156712259
-1,8,20,1486156712625
-1,8,20,1486156713225
2,8,21,1486156713625
2,8,20,1486156713925
1,8,23,1486156715759
1,8,25,1486156716559
1,8,26,1486156717125
1,8,30,1486156719127
1,8,31,1486156720392
1,8,32,1486156720892
9,8,-1,1486156721093
1,9,0,1486156722793
1,9,4,1486156725126
1,9,6,1486156726726
1,9,8,1486156728093
1,9,9,1486156728759
1,9,10,1486156729159
1,9,12,1486156730260
1,9,13,1486156730626
1,9,14,1486156731326
1,9,16,1486156732027
1,9,17,1486156732526
1,9,18,1486156733126
1,9,22,1486156734893
1,9,24,1486156735760
1,9,25,1486156737527
1,9,26,1486156737927
1,9,27,1486156739094
1,9,28,1486156739560
1,9,29,1486156740260
1,9,30,1486156740827
1,9,31,1486156741160
9,9,-1,1486156742095
-1,9,33,1486156742260
1,10,0,1486156745461
1,10,3,1486156747127
1,10,4,1486156747894
-1,10,3,1486156748660
2,10,4,1486156749294
1,10,5,1486156749961
1,10,6,1486156751094
1,10,7,1486156751661
1,10,8,1486156753061
1,10,10,1486156754028
1,10,11,1486156754395
1,10,12,1486156754861
1,10,13,1486156755261
1,10,16,1486156756728
1,10,17,1486156757294
-1,10,14,1486156757828
1,10,22,1486156761329
1,10,26,1486156762796
9,10,-1,1486156763096
-1,10,27,1486156763429
1,11,1,1486156766196
2,11,1,1486156766829
1,11,0,1486156767728
2,11,0,1486156768495
1,11,1,1486156769095
2,11,1,1486156769795
1,11,1,1486156770562
1,11,2,1486156771195
1,11,4,1486156772296
1,11,5,1486156773062
1,11,7,1486156774162
1,11,9,1486156775697
1,11,13,1486156778629
1,11,14,1486156779262
1,11,15,1486156779863
1,11,16,1486156780362
1,11,17,1486156780996
1,11,19,1486156781597
-1,11,18,1486156782396
2,11,19,1486156782963
1,11,18,1486156783263
1,11,19,1486156783729
