%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488395571588,1488395578587
1,1,34,34,0,1488395579555,1488395585553
2,0,15,15,0,1488395588756,1488395595255
2,1,73,73,0,1488395596222,1488395602322
2,2,164,164,0,1488395603323,1488395611389
2,3,705,705,0,1488395612390,1488395620755
2,4,2173,2173,0,1488395621725,1488395631856
2,5,1504,1504,0,1488395632825,1488395642557
2,6,42350,42350,0,1488395643525,1488395655025
2,7,24061,24061,0,1488395655993,1488395667691
2,8,061743,061743,0,1488395668660,1488395682192
2,9,625037,625037,0,1488395683161,1488395696893
2,10,7152305,7152305,0,1488395697861,1488395713761
2,11,3157264,3157264,0,1488395714729,1488395731762
2,12,64527631,6457261,0,1488395732764,1488395753330
2,13,05631742,05631742,0,1488395754332,1488395772014
2,14,164751743,164753,0,1488395772984,1488395793715
2,15,2084365170,0825416370,0,1488395794718,1488395819117
3,0,60,06,0,1488395823785,1488395830150
3,1,24,42,0,1488395831120,1488395837484
4,0,25,52,0,1488395840486,1488395846851
4,1,63,36,0,1488395847820,1488395853652
4,2,574,475,0,1488395854620,1488395862286
4,3,207,702,0,1488395863255,1488395871586
4,4,7305,5037,0,1488395872556,1488395882220
4,5,4130,0314,0,1488395883189,1488395892654
4,6,35741,14753,0,1488395893656,1488395905255
4,7,70526,62570,0,1488395906223,1488395918589
4,8,607251,152706,0,1488395919591,1488395933156
4,9,270643,340627,0,1488395934126,1488395948090
4,10,0416327,7236104,0,1488395949092,1488395965258
4,11,5632041,1420365,0,1488395966227,1488395983493
