%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487971057926,1487971064592
1,1,34,34,0,1487971065594,1487971071559
2,0,52,52,0,1487971076461,1487971082560
2,1,36,36,1,1487971083561,1487971093694
2,2,368,368,0,1487971094695,1487971102660
2,3,208,208,0,1487971103662,1487971111294
2,4,2306,2306,0,1487971112263,1487971121728
2,5,5047,5047,0,1487971122730,1487971132162
2,6,41075,41075,0,1487971133164,1487971145096
2,7,31620,31620,0,1487971146098,1487971157864
2,8,281376,281376,0,1487971158832,1487971172365
2,9,816508,816508,0,1487971173367,1487971190532
2,10,4806317,4806317,0,1487971191534,1487971207333
2,11,0851680,0851680,0,1487971208335,1487971224367
2,12,47081536,08172536,0,1487971225370,1487971247852
2,13,25408016,4250816,0,1487971248854,1487971269720
3,0,60,06,0,1487971278039,1487971284237
3,1,24,42,0,1487971285239,1487971291471
4,0,51,15,0,1487971300507,1487971307039
4,1,37,73,0,1487971308041,1487971313507
4,2,630,036,0,1487971314475,1487971321940
4,3,580,085,0,1487971322908,1487971330573
4,4,5683,3865,0,1487971331576,1487971341841
4,5,2841,1482,0,1487971342809,1487971353141
4,6,47812,21874,0,1487971354143,1487971366142
4,7,03415,,0,1487971367144,1487971389576
4,8,507613,316705,0,1487971390579,1487971404211
4,9,073280,082370,0,1487971405212,1487971422845
4,10,4083671,17368040,0,1487971423848,1487971445113
4,11,8027308,8037480,0,1487971446115,1487971467714
