%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,08,08,,,0,1487970028071,,1487970030400,1487970032734
3,1,2,65,6,,,0,1487970034738,,1487970037100,1487970038534
3,2,3,592,592,,,0,1487970040539,,1487970044101,1487970046068
3,3,3,B54,B54,,,0,1487970048072,,1487970051601,1487970053268
10,0,0,,,1,1,0,1487970084906,1487970084903,1487970051601,1487970088170
10,1,0,,,0,0,0,1487970090171,1487970090170,1487970051601,1487970093637
10,2,0,,,1,1,0,1487970095638,1487970095637,1487970051601,1487970097570
10,3,0,,,0,0,0,1487970099571,1487970099571,1487970051601,1487970102204
10,4,0,,,0,0,0,1487970104205,1487970104205,1487970051601,1487970106571
10,5,0,,,0,0,0,1487970108572,1487970108571,1487970051601,1487970110038
10,6,0,,,1,1,0,1487970112006,1487970112006,1487970051601,1487970113838
10,7,0,,,1,1,0,1487970115839,1487970115839,1487970051601,1487970118705
10,8,0,,,0,0,0,1487970120673,1487970120673,1487970051601,1487970124239
10,9,0,,,0,0,0,1487970126239,1487970126239,1487970051601,1487970129306
10,10,0,,,1,1,0,1487970131306,1487970131306,1487970051601,1487970132906
10,11,0,,,1,1,0,1487970134906,1487970134906,1487970051601,1487970136906
10,12,0,,,1,1,0,1487970138907,1487970138907,1487970051601,1487970141140
10,13,0,,,1,1,0,1487970143141,1487970143141,1487970051601,1487970145907
10,14,0,,,1,1,0,1487970147874,1487970147874,1487970051601,1487970150840
10,15,0,,,0,0,0,1487970152841,1487970152841,1487970051601,1487970154307
13,0,2,27,27,01,01,0,1487970183729,1487970189130,1487970190864,1487970192893
13,1,2,BA,BA,01,01,0,1487970194897,1487970199464,1487970201066,1487970203326
13,2,2,6A,6A,00,00,0,1487970205331,1487970209965,1487970211465,1487970213427
14,0,5,F7A3D,F7A3D,10010,10010,0,1487970224365,1487970239266,1487970240768,1487970243595
14,1,2,9C,9C,01,01,0,1487970245567,1487970250233,1487970251868,1487970253796
14,2,5,81029,81029,11100,11100,0,1487970255768,1487970271135,1487970272369,1487970274730
14,3,4,F204,F205,0001,0001,0,1487970276702,1487970287102,1487970288504,1487970293965
14,4,3,2BC,2BD,100,100,0,1487970295970,1487970304437,1487970306072,1487970310999
14,5,3,DE8,DE8,111,111,0,1487970313004,1487970322705,1487970324605,1487970326433
14,6,3,3EC,3EC,100,100,0,1487970328439,1487970336639,1487970337907,1487970340368
14,7,4,1059,2059,1111,1111,0,1487970342340,1487970357007,1487970358974,1487970362435
14,8,4,9275,9275,0001,0001,0,1487970364406,1487970375841,1487970377209,1487970379103
14,9,5,F245D,F246D,00111,00111,0,1487970381075,1487970396642,1487970398276,1487970401338
14,10,2,A1,A1,01,01,0,1487970403309,1487970408109,1487970410077,1487970411738
14,11,2,0F,1F,00,00,1,1487970413709,1487970418777,1487970419978,1487970425939
