%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,3,0,2,2,0,acioadbpcbodbdgcnjocalpibooaobpnaccbdkgeabaocldb,001100000000000000000000000000000000000000000000
1,25,0,10,15,1,befoopbaockcenldgpiabbcloadchoaclcjaajbibcabbkkj,011011001010111111100001100000000000000000000000
2,35,0,17,19,0,ccbdfaifkfeoabahpcnfbakkbckbgaecjbakknccdajjkgab,000110111111000110110011001010101001000000000000
3,29,1,14,15,0,agbaddchibcambcgcboaopapomngbchcaljblcenfpgbcema,010011011000100100101101111101000000000000000000
4,32,0,14,19,0,nbaccegablbokadciacppkbhmdahaidimbcgjpbmpcacbaop,100001100101101010011101110101111000000000000000
5,22,0,11,12,0,cfpgbobeaacaknkadkjccbjbfchopbplacgmbaacdigcaieh,011101010000111011100010000000000000000000000000
6,30,0,13,18,0,bmcfamlbhofolachanjmcboacgbboodchcbafacbcekagffj,010101101111100101110010010011100000000000000000
7,23,0,9,14,1,hfbaiapeppgcmcdppgbcancpnbkdbfabaabhcccedjabbhpp,010010111110101111000101000000000000000000000000
8,31,0,14,18,0,dbcabcanljedhgghbkmgpcbaklhaccbkcahbahjcbfcmanhj,100000011111111101111000111000010000000000000000
9,26,0,9,18,0,fkobabggacodcnnbkbpjeaeelghaccockebbfpamcaachcoa,111000110011011010111011111000000000000000000000
10,27,0,12,16,0,libjcdejcbaalbkbmaghpcjpadchcapbhpjnacilbadclmac,110101110000101010111011010100000000000000000000
11,29,0,15,15,0,cajclbaibmpiecbibnjcalacojcahnbamjkokbchlfapcdeb,001010010111100101100100110011000000000000000000
