%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,7,1486150652137,-1,1486150651605
6,0,2,1,1,0,3,1486150655138,-1,1486150654641
6,0,3,1,0,1,3,1486150658204,-1,1486150657674
6,0,4,1,1,0,1,1486150661237,-1,1486150660707
6,0,5,1,1,0,5,1486150664271,-1,1486150663741
6,0,6,1,1,0,7,1486150667338,-1,1486150666823
6,0,7,1,1,0,4,1486150670405,-1,1486150669874
6,0,8,1,0,0,5,1486150673439,1486150674472,1486150672907
6,0,9,1,1,1,5,1486150676505,1486150677439,1486150675975
6,0,10,1,1,1,5,1486150679539,1486150680672,1486150679008
6,0,11,1,1,0,4,1486150682572,-1,1486150682043
6,1,1,1,1,3,4,1486150688223,-1,1486150687690
6,1,2,1,1,0,0,1486150691289,-1,1486150690759
6,1,3,1,1,0,2,1486150694323,-1,1486150693793
6,1,4,1,0,0,4,1486150697356,1486150698523,1486150696827
6,1,5,1,1,0,5,1486150700423,-1,1486150699892
6,1,6,1,1,0,6,1486150703490,-1,1486150702960
6,1,7,1,1,0,0,1486150706557,-1,1486150706026
6,1,8,1,1,0,1,1486150709591,-1,1486150709060
6,1,9,1,1,0,4,1486150712624,-1,1486150712094
6,1,10,1,1,1,4,1486150715691,1486150716624,1486150715160
6,1,11,1,1,0,2,1486150718724,-1,1486150718226
6,1,12,1,1,1,2,1486150721791,1486150722758,1486150721261
6,1,13,1,1,0,0,1486150724825,-1,1486150724294
6,1,14,1,1,0,3,1486150727891,-1,1486150727361
6,1,15,1,1,1,3,1486150730925,1486150731825,1486150730395
6,1,16,1,1,0,4,1486150733958,-1,1486150733428
6,1,17,1,1,1,4,1486150736992,1486150737892,1486150736461
6,1,18,1,1,1,4,1486150740026,1486150740959,1486150739495
6,1,19,1,1,1,4,1486150743059,1486150743792,1486150742562
6,1,20,1,1,0,1,1486150746092,-1,1486150745562
6,1,21,1,1,0,5,1486150749159,-1,1486150748628
6,2,1,2,1,3,1,1486150762960,-1,1486150762427
6,2,2,2,1,3,4,1486150765960,-1,1486150765464
6,2,3,2,1,1,1,1486150769027,1486150769994,1486150768496
6,2,4,2,1,0,5,1486150772061,-1,1486150771531
6,2,5,2,1,1,1,1486150775128,1486150776361,1486150774597
6,2,6,2,1,0,3,1486150778195,-1,1486150777664
6,2,7,2,1,0,7,1486150781228,-1,1486150780730
6,2,8,2,0,0,5,1486150784294,1486150785262,1486150783764
6,2,9,2,1,0,2,1486150787295,-1,1486150786797
6,2,10,2,1,0,3,1486150790361,-1,1486150789831
6,2,11,2,1,0,1,1486150793362,-1,1486150792866
6,2,12,2,1,1,3,1486150796396,1486150797562,1486150795898
6,3,1,2,1,3,6,1486150802130,-1,1486150801596
6,3,2,2,1,3,1,1486150805196,-1,1486150804666
6,3,3,2,1,0,7,1486150808229,-1,1486150807699
6,3,4,2,1,1,1,1486150811263,1486150812496,1486150810733
6,3,5,2,1,0,3,1486150814329,-1,1486150813799
6,3,6,2,1,0,0,1486150817363,-1,1486150816833
6,3,7,2,1,0,2,1486150820363,-1,1486150819866
6,3,8,2,1,0,6,1486150823430,-1,1486150822900
6,3,9,2,1,0,1,1486150826463,-1,1486150825933
6,3,10,2,1,0,0,1486150829497,-1,1486150828967
6,3,11,2,1,1,1,1486150832531,1486150834498,1486150832002
