%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 21
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1488330782012
1,0,3,1488330782779
1,0,4,1488330783212
1,0,5,1488330783879
1,0,6,1488330784313
1,0,7,1488330785412
1,0,10,1488330786246
1,0,15,1488330787914
1,0,17,1488330788779
1,0,19,1488330790180
1,0,22,1488330791313
1,0,23,1488330792480
1,0,24,1488330792879
1,0,25,1488330793980
1,0,26,1488330794580
1,0,33,1488330797547
1,0,36,1488330799413
1,0,39,1488330800581
9,0,-1,1488330801049
1,1,2,1488330803481
1,1,4,1488330804313
1,1,5,1488330805114
1,1,6,1488330805448
1,1,9,1488330806480
1,1,10,1488330807748
1,1,12,1488330808815
1,1,13,1488330809248
1,1,14,1488330810681
1,1,18,1488330812414
1,1,19,1488330813447
1,1,20,1488330813881
1,1,23,1488330814848
1,1,24,1488330815381
1,1,25,1488330815814
1,1,26,1488330816614
1,1,29,1488330817815
1,1,31,1488330818881
9,1,-1,1488330822049
1,2,1,1488330824248
1,2,2,1488330825281
1,2,3,1488330825682
1,2,5,1488330826882
1,2,7,1488330827848
1,2,10,1488330828815
1,2,11,1488330829582
1,2,15,1488330831549
1,2,16,1488330831916
1,2,18,1488330833249
1,2,19,1488330833682
1,2,21,1488330834716
1,2,24,1488330835849
2,2,24,1488330837082
1,2,22,1488330837616
1,2,24,1488330838083
1,2,28,1488330840049
1,2,31,1488330841116
1,2,33,1488330841950
9,2,-1,1488330843051
-1,2,36,1488330843150
1,3,0,1488330844983
1,3,2,1488330845749
1,3,3,1488330846149
1,3,4,1488330846849
1,3,6,1488330847749
1,3,10,1488330849083
1,3,11,1488330850183
1,3,14,1488330851251
2,3,14,1488330851817
1,3,15,1488330853717
1,3,17,1488330854617
1,3,18,1488330855517
1,3,19,1488330855784
1,3,20,1488330856217
1,3,28,1488330858417
1,3,31,1488330859784
1,3,33,1488330860750
1,3,35,1488330861651
1,3,38,1488330862951
1,3,40,1488330863884
9,3,-1,1488330864052
1,4,0,1488330867784
1,4,2,1488330869184
1,4,6,1488330870851
1,4,10,1488330872584
1,4,12,1488330873651
1,4,14,1488330875051
1,4,16,1488330876085
1,4,17,1488330876584
1,4,20,1488330878185
1,4,22,1488330878885
1,4,23,1488330879388
1,4,24,1488330879985
1,4,27,1488330881219
1,4,30,1488330882985
1,4,33,1488330884186
1,4,34,1488330884486
1,4,35,1488330885052
9,4,-1,1488330885056
1,5,2,1488330888219
1,5,5,1488330889486
1,5,8,1488330890685
1,5,10,1488330891385
1,5,12,1488330891919
1,5,13,1488330892753
1,5,14,1488330893019
1,5,18,1488330895686
1,5,19,1488330895986
1,5,20,1488330896719
1,5,22,1488330897653
1,5,24,1488330898552
1,5,25,1488330899319
1,5,27,1488330900086
1,5,29,1488330900752
1,5,32,1488330902086
1,5,33,1488330903053
1,5,38,1488330904753
9,5,-1,1488330906054
-1,5,40,1488330906319
1,6,3,1488330908787
1,6,4,1488330909153
1,6,8,1488330910587
1,6,9,1488330911553
1,6,12,1488330912987
1,6,13,1488330913553
1,6,15,1488330914520
1,6,16,1488330914920
1,6,22,1488330918387
1,6,25,1488330919787
1,6,26,1488330920087
2,6,26,1488330920720
1,6,29,1488330922189
1,6,30,1488330922787
1,6,31,1488330923821
1,6,33,1488330924888
1,6,35,1488330925854
1,6,36,1488330926487
9,6,-1,1488330927056
-1,6,38,1488330927388
1,7,1,1488330929288
1,7,2,1488330930188
1,7,3,1488330930487
1,7,4,1488330930954
1,7,5,1488330932021
1,7,8,1488330933054
1,7,10,1488330934156
1,7,13,1488330935488
1,7,15,1488330936621
1,7,17,1488330937888
1,7,18,1488330938122
1,7,25,1488330940255
2,7,25,1488330941090
1,7,24,1488330941555
1,7,27,1488330943423
1,7,31,1488330945388
1,7,32,1488330946222
1,7,33,1488330946755
1,7,34,1488330947155
2,7,34,1488330947622
9,7,-1,1488330948057
1,8,0,1488330950756
1,8,5,1488330952056
1,8,6,1488330953023
1,8,7,1488330953756
1,8,9,1488330954523
1,8,10,1488330954822
1,8,12,1488330955656
1,8,13,1488330956122
1,8,14,1488330956556
1,8,18,1488330958689
1,8,20,1488330959857
1,8,21,1488330960489
1,8,22,1488330960956
1,8,24,1488330961690
1,8,25,1488330963090
1,8,32,1488330965923
1,8,34,1488330966823
1,8,36,1488330968290
1,8,37,1488330968590
9,8,-1,1488330969058
-1,8,38,1488330969356
1,9,1,1488330971057
1,9,3,1488330972358
1,9,7,1488330973857
1,9,8,1488330974324
1,9,9,1488330974857
1,9,10,1488330975224
1,9,12,1488330976259
1,9,14,1488330977057
1,9,15,1488330977691
1,9,19,1488330979824
1,9,26,1488330981924
1,9,27,1488330982724
1,9,28,1488330982991
1,9,32,1488330984859
1,9,34,1488330985991
1,9,36,1488330988558
1,9,41,1488330989825
9,9,-1,1488330990058
-1,9,41,1488330990358
1,10,1,1488330992591
1,10,2,1488330992991
1,10,4,1488330993858
1,10,6,1488330994959
1,10,8,1488330996158
1,10,9,1488330996592
1,10,11,1488330997325
1,10,12,1488330998492
1,10,13,1488330999258
1,10,16,1488331000293
1,10,17,1488331000859
1,10,19,1488331001859
1,10,20,1488331002192
1,10,25,1488331004060
1,10,27,1488331005025
1,10,31,1488331006725
1,10,33,1488331008259
1,10,36,1488331009626
1,10,37,1488331009925
1,10,38,1488331010593
9,10,-1,1488331011060
1,11,3,1488331014127
1,11,4,1488331014559
1,11,5,1488331017193
1,11,6,1488331017493
1,11,7,1488331018360
1,11,15,1488331020893
1,11,18,1488331021926
1,11,21,1488331023560
1,11,23,1488331024660
1,11,24,1488331024993
