%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487036397454,1487036403885
1,1,34,34,0,1487036404888,1487036411049
2,0,15,15,0,1487036420198,1487036427397
2,1,73,73,0,1487036428365,1487036434697
2,2,164,164,0,1487036435699,1487036444431
2,3,705,705,0,1487036445399,1487036458865
2,4,2173,2173,0,1487036459868,1487036470132
2,5,1504,1504,0,1487036471101,1487036483033
2,6,42350,42350,0,1487036484035,1487036496667
2,7,24061,24061,0,1487036497669,1487036509668
2,8,061743,061743,0,1487036510637,1487036525302
2,9,625037,625037,1,1487036526271,1487036555154
2,10,7152305,7152305,0,1487036556122,1487036576022
2,11,3157264,3157264,0,1487036577024,1487036594523
2,12,64527631,645272631,0,1487036595525,1487036625891
2,13,05631742,05631742,0,1487036626893,1487036646259
2,14,164751743,,0,1487036647261,1487036677060
2,15,2084365170,2084653170,0,1487036678062,1487036701895
3,0,60,06,0,1487036709998,1487036716663
3,1,24,42,0,1487036717665,1487036723663
4,0,25,52,0,1487036730666,1487036736397
4,1,63,36,0,1487036737399,1487036743665
4,2,574,475,0,1487036744633,1487036752965
4,3,207,702,0,1487036753933,1487036762465
4,4,7305,5037,0,1487036763467,1487036773499
4,5,4130,0314,0,1487036774468,1487036786267
4,6,35741,14753,0,1487036787269,1487036801868
4,7,70526,62507,0,1487036802870,1487036815469
4,8,607251,152706,0,1487036816471,1487036831103
4,9,270643,346072,0,1487036832072,1487036846137
4,10,0416327,7236140,0,1487036847139,1487036862838
4,11,5632041,1402365,0,1487036863840,1487036881439
4,12,48256132,23165284,0,1487036882441,1487036902140
4,13,04523765,56732540,0,1487036903109,1487036923741
4,14,164751473,374154761,0,1487036924710,1487036944909
4,15,451387620,,0,1487036945911,1487036978211
