%Recollect Version 2.3; iPad: ; User: RLB115; Session: 8
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,4,8,0,1,3,7,algoNotBayesian
32,4,8,0,0,4,7,algoNotBayesian
32,4,8,0,0.75,3,7,algoNotBayesian
32,4,8,0,0.75,4,7,algoNotBayesian
32,4,8,0,0.4,5,7,algoNotBayesian
32,4,8,0,0.4,4,7,algoNotBayesian
32,4,8,0,0.4,3,7,algoNotBayesian
32,4,8,0,1,2,7,algoNotBayesian
32,4,8,0,0.7142857,3,7,algoNotBayesian
32,4,8,0,1,4,7,algoNotBayesian
32,4,8,0,1,5,7,algoNotBayesian
32,4,8,0,0.25,6,7,algoNotBayesian
32,4,8,0,0.25,5,7,algoNotBayesian
32,4,8,0,1,4,7,algoNotBayesian
32,4,8,0,0.4,5,7,algoNotBayesian
32,4,8,0,0.4,4,7,algoNotBayesian
32,4,8,0,0.5,3,7,algoNotBayesian
32,4,8,0,1,2,7,algoNotBayesian
32,4,8,0,1,3,7,algoNotBayesian
32,4,8,0,0.3333333,4,7,algoNotBayesian
32,4,8,0,1,3,7,algoNotBayesian
32,4,8,0,0.2,4,7,algoNotBayesian
32,4,9,0,1,2,7,algoNotBayesian
32,4,9,0,1,3,7,algoNotBayesian
32,4,9,0,0.6666667,4,7,algoNotBayesian
32,4,9,0,0.1666667,5,7,algoNotBayesian
32,4,9,0,1,4,7,algoNotBayesian
32,4,9,0,0.25,5,7,algoNotBayesian
32,4,9,0,0.6,4,7,algoNotBayesian
32,4,9,0,0.4444444,5,7,algoNotBayesian
32,4,9,0,0.375,4,7,algoNotBayesian
32,4,9,0,0.75,3,7,algoNotBayesian
32,4,9,0,1,4,7,algoNotBayesian
32,4,9,0,0,5,7,algoNotBayesian
32,4,9,0,0.25,4,7,algoNotBayesian
32,4,9,0,0.75,3,7,algoNotBayesian
32,4,9,0,0.25,4,7,algoNotBayesian
32,4,9,0,0.8,3,7,algoNotBayesian
32,4,9,0,0,4,7,algoNotBayesian
32,4,9,0,1,3,7,algoNotBayesian
32,4,9,0,0.3333333,4,7,algoNotBayesian
32,4,9,0,1,3,7,algoNotBayesian
32,4,9,0,0.3333333,4,7,algoNotBayesian
32,4,9,0,1,3,7,algoNotBayesian
32,4,9,0,0.4285714,4,7,algoNotBayesian
