%Recollect Version 2.3; iPad: ; User: RLB104; Session: 10
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,4,10,0,0,4,10,algoNotBayesian
32,4,10,0,0.75,3,10,algoNotBayesian
32,4,10,0,0.75,4,10,algoNotBayesian
32,4,10,0,0.1666667,5,10,algoNotBayesian
32,4,10,0,0.6363636,4,10,algoNotBayesian
32,4,10,0,0.75,5,10,algoNotBayesian
32,4,10,0,0.3846154,6,10,algoNotBayesian
32,4,10,0,0.25,5,10,algoNotBayesian
32,4,10,0,0.5,4,10,algoNotBayesian
32,4,10,0,1,3,10,algoNotBayesian
32,4,10,0,1,4,10,algoNotBayesian
32,4,10,0,0.75,5,10,algoNotBayesian
32,4,10,0,0.1428571,6,10,algoNotBayesian
32,4,10,0,0.6666667,5,10,algoNotBayesian
32,4,10,0,0.6428571,6,10,algoNotBayesian
32,4,10,0,1,7,10,algoNotBayesian
32,4,10,0,0.4,8,10,algoNotBayesian
32,4,11,0,0.2,6,10,algoNotBayesian
32,4,11,0,0,5,10,algoNotBayesian
32,4,11,0,0.7142857,4,10,algoNotBayesian
32,4,11,0,0.8333333,5,10,algoNotBayesian
32,4,11,0,0.2,6,10,algoNotBayesian
32,4,11,0,0.4,5,10,algoNotBayesian
32,4,11,0,0.4,4,10,algoNotBayesian
32,4,11,0,0.6666667,3,10,algoNotBayesian
32,4,11,0,1,4,10,algoNotBayesian
32,4,11,0,0.75,5,10,algoNotBayesian
32,4,11,0,0,6,10,algoNotBayesian
32,4,11,0,0.4,5,10,algoNotBayesian
32,4,11,0,0.6666667,4,10,algoNotBayesian
32,4,11,0,0.4375,5,10,algoNotBayesian
32,4,11,0,1,5,10,algoNotBayesian
32,4,11,0,0.8333333,6,10,algoNotBayesian
32,4,11,0,0,7,10,algoNotBayesian
32,4,11,0,0.2,6,10,algoNotBayesian
