%Recollect Version 2.3. Scene/Level: , Session: 25, GameNumber: 12
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488331612711,1488331618875
1,1,34,34,0,1488331619844,1488331631043
2,0,15,15,0,1488331638312,1488331644377
2,1,73,73,0,1488331645346,1488331651311
2,2,164,164,0,1488331652279,1488331660244
2,3,705,705,0,1488331661213,1488331669345
2,4,2173,2173,0,1488331670313,1488331679746
2,5,1504,1504,0,1488331680714,1488331691180
2,6,42350,42350,0,1488331692182,1488331703580
2,7,24061,24061,0,1488331704582,1488331715681
2,8,061743,061734,0,1488331716650,1488331730649
2,9,625037,625037,0,1488331731650,1488331745749
2,10,7152305,7152305,0,1488331746753,1488331762917
2,11,3157264,3157264,0,1488331763885,1488331779251
2,12,64527631,6452731,0,1488331780221,1488331796853
2,13,05631742,0563174,0,1488331797821,1488331816187
3,0,60,06,0,1488331825856,1488331832321
3,1,24,42,0,1488331833290,1488331839088
4,0,25,52,0,1488331842257,1488331848456
4,1,63,36,0,1488331849424,1488331855256
4,2,574,574,0,1488331856224,1488331864523
4,3,207,702,0,1488331865525,1488331873323
4,4,7305,5037,0,1488331874292,1488331883857
4,5,4130,0314,0,1488331884826,1488331894291
4,6,35741,14753,0,1488331895293,1488331907125
4,7,70526,62507,0,1488331908127,1488331920159
4,8,607251,152706,0,1488331921128,1488331936362
4,9,270643,346072,0,1488331937329,1488331951161
4,10,0416327,7236104,0,1488331952129,1488331972862
4,11,5632041,1402365,0,1488331973831,1488331989463
4,12,48256132,23616504,0,1488331990432,1488332012814
4,13,04523765,56735240,0,1488332013783,1488332034050
