%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,4,1487797478998,-1,1487797478465
6,0,2,1,1,1,4,1487797482065,1487797482931,1487797481535
6,0,3,1,1,1,4,1487797485098,1487797486265,1487797484601
6,0,4,1,1,1,4,1487797488131,1487797489032,1487797487601
6,0,5,1,1,0,3,1487797491198,-1,1487797490669
6,0,6,1,1,0,6,1487797494232,-1,1487797493701
6,0,7,1,1,0,4,1487797497265,-1,1487797496736
6,0,8,1,1,0,7,1487797500299,-1,1487797499768
6,0,9,1,1,0,1,1487797503332,-1,1487797502803
6,0,10,1,1,0,2,1487797506333,-1,1487797505840
6,0,11,1,1,0,5,1487797509366,-1,1487797508869
6,1,1,1,1,3,2,1487797513800,-1,1487797513267
6,1,2,1,1,0,3,1487797516833,-1,1487797516303
6,1,3,1,1,0,7,1487797519867,-1,1487797519369
6,1,4,1,1,0,6,1487797522933,-1,1487797522402
6,1,5,1,1,0,2,1487797525967,-1,1487797525436
6,1,6,1,1,1,2,1487797529001,1487797529967,1487797528503
6,1,7,1,1,1,2,1487797532034,1487797533301,1487797531538
6,1,8,1,1,0,3,1487797535101,-1,1487797534570
6,1,9,1,1,0,6,1487797538135,-1,1487797537604
6,1,10,1,1,0,5,1487797541201,-1,1487797540671
6,1,11,1,1,0,4,1487797544236,-1,1487797543704
6,1,12,1,1,0,2,1487797547302,-1,1487797546771
6,1,13,1,1,1,2,1487797550336,1487797550969,1487797549805
6,1,14,1,0,1,2,1487797553368,-1,1487797552871
6,1,15,1,1,0,1,1487797556436,-1,1487797555905
6,1,16,1,1,0,5,1487797559469,-1,1487797558971
6,1,17,1,1,0,4,1487797562536,-1,1487797562005
6,1,18,1,1,0,7,1487797565569,-1,1487797565039
6,1,19,1,1,1,7,1487797568603,1487797569136,1487797568073
6,1,20,1,1,0,0,1487797571669,-1,1487797571139
6,1,21,1,0,1,0,1487797574736,-1,1487797574207
6,2,1,2,0,3,4,1487797583970,-1,1487797583438
6,2,2,2,0,3,3,1487797587004,-1,1487797586475
6,2,3,2,1,0,5,1487797590071,-1,1487797589540
6,2,4,2,1,0,0,1487797593137,-1,1487797592607
6,2,5,2,1,1,5,1487797596205,1487797597339,1487797595674
6,2,6,2,1,1,0,1487797599272,1487797600271,1487797598742
6,2,7,2,1,0,3,1487797602305,-1,1487797601808
6,2,8,2,1,0,2,1487797605338,-1,1487797604841
6,2,9,2,1,0,5,1487797608405,-1,1487797607874
6,2,10,2,1,1,2,1487797611472,1487797612605,1487797610942
6,2,11,2,0,0,7,1487797614539,1487797616039,1487797614008
6,2,12,2,1,0,4,1487797617572,-1,1487797617043
6,3,1,2,1,3,4,1487797622239,-1,1487797621707
6,3,2,2,1,3,6,1487797625273,-1,1487797624742
6,3,3,2,1,0,5,1487797628306,-1,1487797627810
6,3,4,2,1,1,6,1487797631339,1487797632740,1487797630809
6,3,5,2,1,0,4,1487797634374,-1,1487797633843
6,3,6,2,1,1,6,1487797637440,1487797638807,1487797636910
6,3,7,2,1,0,2,1487797640473,-1,1487797639943
6,3,8,2,1,1,6,1487797643507,1487797644507,1487797643010
6,3,9,2,1,0,4,1487797646574,-1,1487797646044
6,3,10,2,1,0,7,1487797649641,-1,1487797649110
6,3,11,2,1,0,0,1487797652674,-1,1487797652144
6,3,12,2,1,0,5,1487797655708,-1,1487797655178
6,3,13,2,1,0,6,1487797658774,-1,1487797658245
6,3,14,2,1,0,2,1487797661808,-1,1487797661277
6,3,15,2,1,1,6,1487797664842,1487797665942,1487797664311
6,3,16,2,1,0,5,1487797667908,-1,1487797667378
6,3,17,2,1,1,6,1487797670942,1487797671942,1487797670412
6,3,18,2,1,0,4,1487797674009,-1,1487797673478
6,3,19,2,1,1,6,1487797677009,1487797678242,1487797676512
6,3,20,2,1,0,2,1487797680043,-1,1487797679546
6,3,21,2,1,0,5,1487797683109,-1,1487797682578
6,3,22,2,1,0,7,1487797686143,-1,1487797685612
6,4,1,3,1,3,7,1487797697643,-1,1487797697112
6,4,2,3,1,3,4,1487797700677,-1,1487797700147
6,4,3,3,1,3,3,1487797703678,-1,1487797703180
6,4,4,3,1,1,7,1487797706744,1487797707844,1487797706213
6,4,5,3,1,0,7,1487797709811,-1,1487797709280
6,4,6,3,1,0,2,1487797712877,-1,1487797712347
6,4,7,3,1,0,4,1487797715911,-1,1487797715381
6,4,8,3,1,0,3,1487797718945,-1,1487797718416
6,4,9,3,1,1,2,1487797722011,1487797723112,1487797721482
6,4,10,3,1,0,1,1487797725045,-1,1487797724548
6,4,11,3,1,0,5,1487797728078,-1,1487797727549
6,4,12,3,1,0,7,1487797731112,-1,1487797730581
6,4,13,3,1,1,1,1487797734145,1487797734712,1487797733615
6,5,1,3,1,3,1,1487797738579,-1,1487797738046
6,5,2,3,1,3,2,1487797741580,-1,1487797741082
6,5,3,3,1,3,6,1487797744646,-1,1487797744115
6,5,4,3,1,0,5,1487797747646,-1,1487797747153
6,5,5,3,1,0,3,1487797750713,-1,1487797750183
6,5,6,3,1,1,6,1487797753747,1487797754480,1487797753216
6,5,7,3,1,0,1,1487797756813,-1,1487797756282
6,5,8,3,0,0,0,1487797759847,1487797760780,1487797759318
