%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,6,1487812371397,-1,1487812370897
6,0,2,1,1,1,6,1487812374464,1487812375497,1487812373934
6,0,3,1,1,1,6,1487812377530,1487812378130,1487812376999
6,0,4,1,1,0,3,1487812380564,-1,1487812380034
6,0,5,1,1,0,0,1487812383597,-1,1487812383067
6,0,6,1,1,0,6,1487812386664,-1,1487812386134
6,0,7,1,1,0,7,1487812389698,-1,1487812389168
6,0,8,1,1,0,3,1487812392731,-1,1487812392201
6,0,9,1,1,1,3,1487812395765,1487812396767,1487812395235
6,0,10,1,1,0,6,1487812398798,-1,1487812398268
6,0,11,1,1,0,1,1487812401832,-1,1487812401301
6,1,1,1,1,3,2,1487812420400,-1,1487812419866
6,1,2,1,1,0,5,1487812423466,-1,1487812422937
6,1,3,1,1,0,0,1487812426500,-1,1487812425970
6,1,4,1,1,0,1,1487812429534,-1,1487812429003
6,1,5,1,1,0,7,1487812432600,-1,1487812432070
6,1,6,1,1,1,7,1487812435634,1487812436134,1487812435103
6,1,7,1,1,0,0,1487812438667,-1,1487812438136
6,1,8,1,1,0,2,1487812441700,-1,1487812441170
6,1,9,1,1,0,4,1487812444734,-1,1487812444204
6,1,10,1,1,0,0,1487812447767,-1,1487812447238
6,1,11,1,1,0,5,1487812450801,-1,1487812450271
6,1,12,1,1,0,6,1487812453868,-1,1487812453337
6,1,13,1,1,1,6,1487812456935,1487812457435,1487812456405
6,1,14,1,1,0,3,1487812459969,-1,1487812459471
6,1,15,1,1,0,0,1487812463035,-1,1487812462504
6,1,16,1,1,1,0,1487812466102,1487812466636,1487812465572
6,1,17,1,1,0,6,1487812469135,-1,1487812468638
6,1,18,1,1,0,2,1487812472169,-1,1487812471671
6,1,19,1,1,1,2,1487812475236,1487812475837,1487812474705
6,1,20,1,1,1,2,1487812478270,1487812479070,1487812477739
6,1,21,1,1,1,2,1487812481336,1487812481870,1487812480805
6,2,1,2,1,3,3,1487812508104,-1,1487812507571
6,2,2,2,1,3,7,1487812511138,-1,1487812510608
6,2,3,2,1,0,4,1487812514205,-1,1487812513675
6,2,4,2,1,0,6,1487812517238,-1,1487812516709
6,2,5,2,1,0,5,1487812520305,-1,1487812519775
6,2,6,2,1,1,6,1487812523339,1487812523806,1487812522842
6,2,7,2,1,0,1,1487812526405,-1,1487812525875
6,2,8,2,1,0,7,1487812529472,-1,1487812528941
6,2,9,2,1,0,0,1487812532506,-1,1487812531975
6,2,10,2,1,1,7,1487812535539,1487812536039,1487812535009
6,2,11,2,1,1,0,1487812538573,1487812539140,1487812538043
6,2,12,2,1,0,4,1487812541639,-1,1487812541109
6,3,1,2,1,3,5,1487812560207,-1,1487812559674
6,3,2,2,1,3,6,1487812563209,-1,1487812562710
6,3,3,2,1,0,3,1487812566274,-1,1487812565743
6,3,4,2,1,1,6,1487812569341,1487812569842,1487812568811
6,3,5,2,1,0,2,1487812572375,-1,1487812571877
6,3,6,2,1,1,6,1487812575408,1487812575975,1487812574879
6,3,7,2,1,0,0,1487812578441,-1,1487812577911
6,3,8,2,1,0,3,1487812581476,-1,1487812580944
6,3,9,2,1,1,0,1487812584543,1487812585176,1487812584012
6,3,10,2,1,1,3,1487812587609,1487812588176,1487812587078
6,3,11,2,1,0,6,1487812590642,-1,1487812590112
6,3,12,2,1,0,7,1487812593677,-1,1487812593147
6,3,13,2,1,0,0,1487812596743,-1,1487812596212
6,3,14,2,1,0,2,1487812599776,-1,1487812599279
6,3,15,2,1,0,4,1487812602843,-1,1487812602313
6,3,16,2,1,0,7,1487812605876,-1,1487812605347
6,3,17,2,1,1,4,1487812608943,1487812609377,1487812608413
6,3,18,2,1,1,7,1487812611977,1487812612477,1487812611447
6,3,19,2,1,0,6,1487812615044,-1,1487812614513
6,3,20,2,1,0,5,1487812618077,-1,1487812617547
6,3,21,2,1,0,0,1487812621111,-1,1487812620580
6,3,22,2,1,0,1,1487812624144,-1,1487812623613
6,4,1,3,1,3,1,1487812659013,-1,1487812658513
6,4,2,3,1,3,7,1487812662046,-1,1487812661516
6,4,3,3,1,3,5,1487812665047,-1,1487812664550
6,4,4,3,1,0,5,1487812668113,-1,1487812667583
6,4,5,3,1,0,6,1487812671180,-1,1487812670649
6,4,6,3,1,0,2,1487812674214,-1,1487812673683
6,4,7,3,1,0,2,1487812677280,-1,1487812676750
6,4,8,3,1,0,7,1487812680281,-1,1487812679784
6,4,9,3,1,1,2,1487812683347,1487812683881,1487812682817
6,4,10,3,1,0,0,1487812686381,-1,1487812685851
6,4,11,3,0,1,7,1487812689414,-1,1487812688884
6,4,12,3,1,0,1,1487812692448,-1,1487812691917
6,4,13,3,0,1,0,1487812695515,-1,1487812694985
6,5,1,3,0,3,3,1487812714117,-1,1487812713583
6,5,2,3,0,3,5,1487812717183,-1,1487812716652
6,5,3,3,0,3,2,1487812720216,-1,1487812719686
6,5,4,3,1,0,6,1487812723250,-1,1487812722719
6,5,5,3,1,0,7,1487812726283,-1,1487812725753
6,5,6,3,1,0,7,1487812729317,-1,1487812728787
6,5,7,3,0,1,6,1487812732350,-1,1487812731820
6,5,8,3,1,0,3,1487812735380,-1,1487812734866
6,5,9,3,1,0,3,1487812738407,-1,1487812737877
6,5,10,3,1,0,0,1487812741457,-1,1487812740926
6,5,11,3,1,1,3,1487812744491,1487812745391,1487812743960
6,5,12,3,1,0,7,1487812747524,-1,1487812746994
6,5,13,3,0,1,0,1487812750558,-1,1487812750060
6,5,14,3,0,0,6,1487812753625,1487812755792,1487812753094
6,5,15,3,1,0,2,1487812756692,-1,1487812756162
6,5,16,3,1,1,0,1487812759725,1487812760692,1487812759228
6,5,17,3,1,0,3,1487812762759,-1,1487812762229
6,5,18,3,1,0,1,1487812765792,-1,1487812765262
6,5,19,3,1,0,6,1487812768826,-1,1487812768296
6,5,20,3,1,0,7,1487812771859,-1,1487812771330
6,5,21,3,1,1,1,1487812774859,1487812775760,1487812774362
6,5,22,3,1,0,5,1487812777926,-1,1487812777396
6,5,23,3,1,1,7,1487812780927,1487812782960,1487812780429
6,6,1,4,1,3,1,1487812799527,-1,1487812798994
6,6,2,4,1,3,5,1487812802594,-1,1487812802063
6,6,3,4,1,3,7,1487812805628,-1,1487812805097
6,6,4,4,1,3,0,1487812808694,-1,1487812808164
6,6,5,4,1,1,1,1487812811728,1487812812329,1487812811198
6,6,6,4,1,0,3,1487812814795,-1,1487812814265
6,6,7,4,1,0,6,1487812817828,-1,1487812817298
6,6,8,4,1,0,2,1487812820895,-1,1487812820365
6,6,9,4,1,1,1,1487812823929,1487812825763,1487812823398
6,6,10,4,1,0,0,1487812826995,-1,1487812826465
6,6,11,4,0,0,1,1487812830029,1487812830696,1487812829499
6,6,12,4,1,0,3,1487812833063,-1,1487812832532
6,6,13,4,1,1,1,1487812836129,1487812837363,1487812835599
6,6,14,4,1,1,0,1487812839163,1487812840530,1487812838633
6,6,15,4,0,1,1,1487812842197,-1,1487812841666
6,6,16,4,1,0,2,1487812845263,-1,1487812844734
6,6,17,4,1,0,6,1487812848297,-1,1487812847766
6,6,18,4,1,0,7,1487812851331,-1,1487812850833
