%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,AD,AD,,,0,1486415015249,,1486415017611,1486415022978
3,1,2,A6,A6,,,0,1486415024984,,1486415027379,1486415030145
3,2,3,83E,83E,,,0,1486415032150,,1486415035679,1486415041712
3,3,3,ABE,ABE,,,0,1486415043684,,1486415047212,1486415049680
10,0,0,,,1,1,0,1486415150088,1486415150086,1486415047212,1486415157621
10,1,0,,,0,0,0,1486415159587,1486415159587,1486415047212,1486415162886
10,2,0,,,1,1,0,1486415164853,1486415164853,1486415047212,1486415170786
10,3,0,,,0,0,0,1486415172787,1486415172787,1486415047212,1486415175420
10,4,0,,,0,0,0,1486415177420,1486415177420,1486415047212,1486415181520
10,5,0,,,1,1,0,1486415183521,1486415183521,1486415047212,1486415187621
10,6,0,,,0,0,0,1486415189621,1486415189621,1486415047212,1486415195621
10,7,0,,,0,0,0,1486415197622,1486415197621,1486415047212,1486415200321
10,8,0,,,1,1,0,1486415202322,1486415202322,1486415047212,1486415206922
10,9,0,,,1,1,0,1486415208922,1486415208922,1486415047212,1486415212555
10,10,0,,,1,1,0,1486415214522,1486415214522,1486415047212,1486415220789
10,11,0,,,0,0,0,1486415222790,1486415222790,1486415047212,1486415224456
10,12,0,,,1,1,0,1486415226457,1486415226457,1486415047212,1486415229523
10,13,0,,,1,1,0,1486415231524,1486415231524,1486415047212,1486415235623
10,14,0,,,1,1,0,1486415237624,1486415237624,1486415047212,1486415242624
10,15,0,,,0,0,0,1486415244625,1486415244625,1486415047212,1486415246391
13,0,2,C4,D4,10,10,0,1486415338933,1486415347600,1486415351335,1486415358163
13,1,2,DB,DB,01,01,0,1486415360169,1486415366136,1486415367969,1486415370597
13,2,2,80,80,11,11,0,1486415372603,1486415377570,1486415379571,1486415382965
14,0,2,7E,7E,01,01,0,1486415396703,1486415402304,1486415404738,1486415406700
14,1,5,127E5,127D4,10010,10010,0,1486415408705,1486415425372,1486415428006,1486415434619
14,2,3,142,142,011,011,0,1486415436622,1486415445990,1486415447690,1486415451819
14,3,2,53,53,10,10,0,1486415453824,1486415458857,1486415462091,1486415466220
14,4,5,169EC,169FD,01100,01100,0,1486415468224,1486415486959,1486415491760,1486415503922
14,5,3,1BA,1BA,100,100,0,1486415505926,1486415517928,1486415520994,1486415526656
14,6,4,1CD5,17D9,0111,0111,0,1486415528662,1486415543796,1486415546962,1486415563758
14,7,5,6C503,,00111,00111,0,1486415565763,1486415581331,1486415585832,1486415595826
14,8,3,FAB,FAB,000,000,0,1486415597832,1486415606965,1486415608732,1486415611594
14,9,4,A57C,A57C,0111,0111,0,1486415613599,1486415626200,1486415628501,1486415632796
14,10,2,01,01,00,00,0,1486415634801,1486415639601,1486415641468,1486415644230
14,11,4,D795,D794,1110,1110,0,1486415646234,1486415657802,1486415659236,1486415664565
