%Recollect Version 2.3; iPad: ; User: Rlb111;
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,6,0,8,1,1,0,BayesianEstimatedAccuracy(nLevel;estimate):
32,6,0,8,0.5555556,2,2,BayesianEstimatedAccuracy(nLevel;estimate):1;0.777406;2;0.486632
32,6,0,8,0.8571429,2,2,BayesianEstimatedAccuracy(nLevel;estimate):1;0.9254187;2;0.7435412
32,6,0,8,0.5,3,3,BayesianEstimatedAccuracy(nLevel;estimate):1;0.9254187;2;0.7435412;3;0.4502853
32,6,0,8,0.4,3,3,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8394913;3;0.5132711
32,6,0,8,0.25,4,4,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8394913;3;0.5132711;4;0.286725
32,6,0,8,0.4545455,4,4,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8394913;3;0.5132711;4;0.4152718
32,6,0,8,0.625,4,4,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.9094165;3;0.5775456;4;0.5379038
32,6,0,8,0.4444444,5,5,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.9094165;3;0.5775456;4;0.5379038;5;0.4139386
32,6,0,8,0.3076923,5,5,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.9094165;3;0.5775456;4;0.5379038;5;0.445096
32,6,0,8,0.4444444,5,5,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.9549147;3;0.6249679;4;0.5834372;5;0.500196
32,6,0,8,0.1818182,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.9549147;3;0.6249679;4;0.5834372;5;0.500196;6;0.2421177
32,6,0,8,0.2727273,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.9549147;3;0.6249679;4;0.5834372;5;0.500196;6;0.3011541
32,6,0,8,0.3333333,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.9549147;3;0.6249679;4;0.5834372;5;0.500196;6;0.3497617
32,6,0,8,0.3636364,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.9549147;3;0.6249679;4;0.5834372;5;0.500196;6;0.3823893
32,6,0,8,0.3636364,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.9549147;3;0.6249679;4;0.5834372;5;0.500196;6;0.3823893
32,6,1,0,0.5555556,5,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8870559;3;0.6279407;4;0.5942444;5;0.5557941;6;0.5
32,6,1,0,0.3,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8870559;3;0.6279407;4;0.5942444;5;0.5557941;6;0.3830162
32,6,1,0,0.1428571,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8870559;3;0.6279407;4;0.5942444;5;0.5557941;6;0.344213
32,6,1,0,0.3333333,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8870559;3;0.6279407;4;0.5942444;5;0.5557941;6;0.3402709
32,6,1,0,0.3,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8870559;3;0.6279407;4;0.5942444;5;0.5557941;6;0.322092
32,6,1,0,0.2307692,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8870559;3;0.6279407;4;0.5942444;5;0.5557941;6;0.286021
32,6,1,0,0.25,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8870559;3;0.6279407;4;0.5942444;5;0.5557941;6;0.247215
32,6,1,0,0.3333333,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8870559;3;0.6279407;4;0.5942444;5;0.5557941;6;0.2127917
32,6,1,0,0.4,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8870559;3;0.6279407;4;0.5942444;5;0.5557941;6;0.1770117
32,6,1,0,0.3,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8870559;3;0.6279407;4;0.5942444;5;0.5037022;6;0.1159282
32,6,1,0,0.5,5,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8832738;3;0.641688;4;0.6077883;5;0.5134425;6;0.1159282
32,6,1,0,0.4,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8832738;3;0.641688;4;0.6077883;5;0.5134425;6;0.05671269
32,6,1,0,0.4285714,6,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8832738;3;0.641688;4;0.6077883;5;0.4550751;6;0
32,6,1,0,0.3333333,5,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8832738;3;0.641688;4;0.6077883;5;0.4181859;6;0
32,6,1,0,0.3333333,5,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8832738;3;0.641688;4;0.6077883;5;0.3735168;6;0
32,6,1,0,0.3333333,5,6,BayesianEstimatedAccuracy(nLevel;estimate):1;1;2;0.8832738;3;0.641688;4;0.6077883;5;0.3735168;6;0
