%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488224586920,1488224593952
1,1,34,34,0,1488224594921,1488224602219
2,0,52,52,0,1488224605387,1488224612553
2,1,36,36,0,1488224613522,1488224620387
2,2,368,368,0,1488224621388,1488224629754
2,3,208,208,0,1488224630722,1488224638821
2,4,2306,2306,0,1488224639823,1488224650055
2,5,5047,5047,0,1488224651057,1488224661222
2,6,41075,41075,0,1488224662224,1488224675156
2,7,31620,31620,0,1488224676158,1488224688124
2,8,281376,281376,0,1488224689092,1488224703691
2,9,816508,816508,0,1488224704660,1488224720692
2,10,4806317,4806317,0,1488224721661,1488224739826
2,11,0851680,0851685,0,1488224740828,1488224758061
2,12,47081536,07815346,0,1488224759030,1488224779095
2,13,25408016,25408016,0,1488224780098,1488224799230
2,14,315706824,135708624,0,1488224800198,1488224821614
2,15,427601358,427603158,0,1488224822583,1488224843149
3,0,60,06,0,1488224847384,1488224854208
3,1,24,42,0,1488224855210,1488224861309
4,0,51,15,0,1488224868578,1488224874644
4,1,37,73,0,1488224875644,1488224881876
4,2,630,036,0,1488224882845,1488224891144
4,3,580,085,0,1488224892112,1488224900011
4,4,5683,3865,0,1488224901012,1488224911078
4,5,2841,1842,0,1488224912080,1488224923946
4,6,47812,21847,0,1488224924914,1488224938613
4,7,03415,51430,0,1488224939616,1488224954814
4,8,507613,317680,0,1488224955816,1488224970916
4,9,073280,082730,0,1488224971917,1488224994150
