%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,5A,5A,,,0,1488223618983,,1488223621312,1488223624579
3,1,2,3D,3D,,,0,1488223626584,,1488223628946,1488223631313
3,2,3,58A,58A,,,0,1488223633317,,1488223636813,1488223639780
3,3,3,271,271,,,0,1488223641751,,1488223645314,1488223648514
10,0,0,,,0,0,0,1488223665584,1488223665582,1488223645314,1488223667781
10,1,0,,,0,0,0,1488223669782,1488223669782,1488223645314,1488223671949
10,2,0,,,1,1,0,1488223673950,1488223673949,1488223645314,1488223676015
10,3,0,,,1,1,0,1488223678016,1488223678016,1488223645314,1488223680449
10,4,0,,,0,0,0,1488223682449,1488223682449,1488223645314,1488223684482
10,5,0,,,1,1,0,1488223686483,1488223686483,1488223645314,1488223690383
10,6,0,,,0,0,0,1488223692350,1488223692350,1488223645314,1488223696050
10,7,0,,,1,1,0,1488223698050,1488223698050,1488223645314,1488223702384
10,8,0,,,1,1,0,1488223704385,1488223704385,1488223645314,1488223708050
10,9,0,,,0,0,0,1488223710051,1488223710051,1488223645314,1488223712217
10,10,0,,,1,1,0,1488223714219,1488223714219,1488223645314,1488223717885
10,11,0,,,0,0,0,1488223719882,1488223719881,1488223645314,1488223722006
10,12,0,,,1,1,0,1488223724004,1488223724004,1488223645314,1488223726236
10,13,0,,,1,1,0,1488223728237,1488223728237,1488223645314,1488223730770
10,14,0,,,0,0,0,1488223732771,1488223732771,1488223645314,1488223735803
10,15,0,,,0,0,0,1488223737804,1488223737804,1488223645314,1488223740870
13,0,2,08,08,01,01,0,1488223784177,1488223789311,1488223790345,1488223792773
13,1,2,5E,5E,10,10,0,1488223794745,1488223799845,1488223800981,1488223803207
13,2,2,82,82,01,01,0,1488223805179,1488223809413,1488223810713,1488223812341
14,0,4,B06D,B06D,0110,0110,0,1488223818048,1488223828447,1488223829548,1488223834125
14,1,4,68DF,68DB,1010,1010,0,1488223836097,1488223845565,1488223846431,1488223851727
14,2,2,15,15,01,01,0,1488223853698,1488223857998,1488223858834,1488223861227
14,3,3,8A2,8A2,011,011,0,1488223863199,1488223870033,1488223871099,1488223873494
14,4,5,16C2B,16C2B,01110,01110,0,1488223875466,1488223888467,1488223889434,1488223894196
14,5,2,C2,C2,00,00,0,1488223896200,1488223900301,1488223901635,1488223904430
14,6,3,A49,A49,100,100,0,1488223906434,1488223913902,1488223915035,1488223917398
14,7,4,B015,B015,1101,1101,0,1488223919369,1488223929136,1488223930070,1488223932198
14,8,2,C7,C7,10,10,0,1488223934169,1488223938537,1488223939404,1488223941532
14,9,5,F62DC,F62DC,01100,01100,0,1488223943503,1488223955704,1488223956971,1488223960200
14,10,5,27F18,27B8,10010,10010,0,1488223962171,1488223974305,1488223975305,1488223987202
14,11,3,4E3,4D3,100,100,0,1488223989173,1488223996040,1488223996907,1488223999968
