%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,6,1486163196912,-1,1486163196379
6,0,2,1,1,0,3,1486163199979,-1,1486163199448
6,0,3,1,1,0,1,1486163203012,-1,1486163202482
6,0,4,1,1,0,0,1486163206046,-1,1486163205515
6,0,5,1,1,1,0,1486163209080,1486163209880,1486163208582
6,0,6,1,0,1,0,1486163212146,-1,1486163211615
6,0,7,1,1,0,3,1486163215213,-1,1486163214682
6,0,8,1,1,0,4,1486163218247,-1,1486163217750
6,0,9,1,1,0,6,1486163221313,-1,1486163220782
6,0,10,1,1,1,6,1486163224347,1486163225147,1486163223816
6,0,11,1,1,0,4,1486163227380,-1,1486163226849
6,1,1,1,1,3,3,1486163234247,-1,1486163233715
6,1,2,1,1,1,3,1486163237281,1486163237981,1486163236751
6,1,3,1,1,0,5,1486163240314,-1,1486163239784
6,1,4,1,1,0,1,1486163243348,-1,1486163242851
6,1,5,1,1,1,1,1486163246415,1486163247182,1486163245884
6,1,6,1,1,1,1,1486163249482,1486163250515,1486163248950
6,1,7,1,1,0,7,1486163252548,-1,1486163252018
6,1,8,1,1,1,7,1486163255549,1486163256282,1486163255051
6,1,9,1,1,1,7,1486163258615,1486163259349,1486163258085
6,1,10,1,1,0,4,1486163261649,-1,1486163261119
6,1,11,1,1,0,1,1486163264682,-1,1486163264152
6,1,12,1,1,0,2,1486163267716,-1,1486163267186
6,1,13,1,1,1,2,1486163270783,1486163271383,1486163270252
6,1,14,1,1,0,4,1486163273850,-1,1486163273319
6,1,15,1,1,0,6,1486163276883,-1,1486163276352
6,1,16,1,1,0,3,1486163279884,-1,1486163279386
6,1,17,1,1,0,4,1486163282950,-1,1486163282419
6,1,18,1,1,0,2,1486163286017,-1,1486163285486
6,1,19,1,1,0,5,1486163289051,-1,1486163288520
6,1,20,1,1,0,7,1486163292117,-1,1486163291587
6,1,21,1,1,0,0,1486163295151,-1,1486163294620
6,2,1,2,1,3,5,1486163313685,-1,1486163313186
6,2,2,2,1,3,2,1486163316752,-1,1486163316221
6,2,3,2,1,0,4,1486163319786,-1,1486163319254
6,2,4,2,1,0,6,1486163322852,-1,1486163322321
6,2,5,2,1,0,7,1486163325886,-1,1486163325355
6,2,6,2,1,0,3,1486163328920,-1,1486163328388
6,2,7,2,1,1,7,1486163331986,1486163332687,1486163331455
6,2,8,2,0,1,3,1486163335020,-1,1486163334522
6,2,9,2,1,0,6,1486163338087,-1,1486163337557
6,2,10,2,0,1,3,1486163341153,-1,1486163340623
6,2,11,2,1,0,5,1486163344154,-1,1486163343656
6,2,12,2,1,0,7,1486163347220,-1,1486163346690
6,3,1,2,1,3,7,1486163358688,-1,1486163358155
6,3,2,2,1,3,0,1486163361755,-1,1486163361224
6,3,3,2,1,0,6,1486163364822,-1,1486163364290
6,3,4,2,1,0,3,1486163367888,-1,1486163367359
6,3,5,2,1,1,6,1486163370922,1486163371589,1486163370424
6,3,6,2,1,0,1,1486163373955,-1,1486163373425
6,3,7,2,1,0,4,1486163376957,-1,1486163376458
6,3,8,2,0,0,7,1486163379989,1486163381023,1486163379491
6,3,9,2,1,1,4,1486163383056,1486163383790,1486163382525
6,3,10,2,1,0,6,1486163386090,-1,1486163385559
6,3,11,2,1,1,4,1486163389156,1486163390824,1486163388626
6,3,12,2,1,0,7,1486163392223,-1,1486163391692
6,3,13,2,1,1,4,1486163395290,1486163395923,1486163394759
6,3,14,2,1,1,7,1486163398323,1486163399257,1486163397792
6,3,15,2,1,0,3,1486163401324,-1,1486163400827
6,3,16,2,1,0,2,1486163404390,-1,1486163403859
6,3,17,2,1,0,0,1486163407424,-1,1486163406893
6,3,18,2,1,1,2,1486163410457,1486163411124,1486163409927
6,3,19,2,1,0,7,1486163413524,-1,1486163412993
6,3,20,2,1,0,3,1486163416592,-1,1486163416060
6,3,21,2,1,0,6,1486163419658,-1,1486163419127
6,3,22,2,1,0,0,1486163422691,-1,1486163422161
6,4,1,3,1,3,4,1486163442526,-1,1486163441993
6,4,2,3,1,3,3,1486163445559,-1,1486163445062
6,4,3,3,1,3,5,1486163448626,-1,1486163448095
6,4,4,3,1,0,1,1486163451660,-1,1486163451129
6,4,5,3,1,0,6,1486163454694,-1,1486163454196
6,4,6,3,1,0,6,1486163457727,-1,1486163457230
