%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,2,1487009314321,-1,1487009313789
6,0,2,1,1,0,7,1487009317388,-1,1487009316858
6,0,3,1,1,1,7,1487009320455,1487009321156,1487009319925
6,0,4,1,1,0,0,1487009323489,-1,1487009322958
6,0,5,1,1,0,5,1487009326555,-1,1487009326026
6,0,6,1,1,0,6,1487009329589,-1,1487009329058
6,0,7,1,1,1,6,1487009332656,1487009333323,1487009332126
6,0,8,1,1,1,6,1487009335689,1487009336723,1487009335159
6,0,9,1,1,0,0,1487009338723,-1,1487009338193
6,0,10,1,1,0,3,1487009341790,-1,1487009341259
6,0,11,1,1,0,6,1487009344856,-1,1487009344327
6,1,1,1,1,3,0,1487009350457,-1,1487009349924
6,1,2,1,1,1,0,1487009353490,1487009354324,1487009352959
6,1,3,1,1,0,2,1487009356524,-1,1487009355993
6,1,4,1,1,0,3,1487009359558,-1,1487009359026
6,1,5,1,1,0,0,1487009362624,-1,1487009362093
6,1,6,1,1,0,4,1487009365658,-1,1487009365128
6,1,7,1,1,1,4,1487009368691,1487009369792,1487009368160
6,1,8,1,1,0,1,1487009371725,-1,1487009371194
6,1,9,1,1,0,2,1487009374758,-1,1487009374229
6,1,10,1,1,0,7,1487009377825,-1,1487009377294
6,1,11,1,1,1,7,1487009380859,1487009381594,1487009380328
6,1,12,1,1,0,4,1487009383925,-1,1487009383395
6,1,13,1,1,0,0,1487009386959,-1,1487009386428
6,1,14,1,1,0,1,1487009390026,-1,1487009389495
6,1,15,1,1,0,6,1487009393059,-1,1487009392528
6,1,16,1,1,0,0,1487009396093,-1,1487009395562
6,1,17,1,1,1,0,1487009399126,1487009399828,1487009398629
6,1,18,1,1,0,1,1487009402160,-1,1487009401629
6,1,19,1,1,1,1,1487009405193,1487009405827,1487009404697
6,1,20,1,1,0,6,1487009408260,-1,1487009407730
6,1,21,1,1,1,6,1487009411294,1487009411894,1487009410763
6,2,1,2,1,3,2,1487009421361,-1,1487009420829
6,2,2,2,1,3,3,1487009424394,-1,1487009423863
6,2,3,2,1,1,2,1487009427428,1487009427928,1487009426897
6,2,4,2,1,0,4,1487009430461,-1,1487009429931
6,2,5,2,1,1,2,1487009433495,1487009435129,1487009432964
6,2,6,2,1,0,5,1487009436495,-1,1487009435997
6,2,7,2,1,0,1,1487009439528,-1,1487009439031
6,2,8,2,1,1,5,1487009442563,1487009443296,1487009442064
6,2,9,2,1,0,2,1487009445629,-1,1487009445099
6,2,10,2,1,0,0,1487009448662,-1,1487009448132
6,2,11,2,1,0,4,1487009451696,-1,1487009451165
6,2,12,2,1,0,7,1487009454730,-1,1487009454198
6,3,1,2,1,3,0,1487009468130,-1,1487009467597
6,3,2,2,1,3,1,1487009471164,-1,1487009470634
6,3,3,2,1,0,6,1487009474197,-1,1487009473666
6,3,4,2,1,0,3,1487009477264,-1,1487009476734
6,3,5,2,1,1,6,1487009480298,1487009481498,1487009479766
6,3,6,2,1,0,2,1487009483331,-1,1487009482800
6,3,7,2,1,0,5,1487009486365,-1,1487009485867
6,3,8,2,1,0,3,1487009489431,-1,1487009488901
6,3,9,2,1,0,7,1487009492498,-1,1487009491967
6,3,10,2,0,0,1,1487009495565,1487009497132,1487009495036
6,3,11,2,1,1,7,1487009498566,1487009499532,1487009498068
6,3,12,2,1,0,3,1487009501632,-1,1487009501101
6,3,13,2,1,0,0,1487009504699,-1,1487009504168
6,3,14,2,1,0,2,1487009507766,-1,1487009507235
6,3,15,2,1,0,5,1487009510799,-1,1487009510303
6,3,16,2,1,1,2,1487009513867,1487009515400,1487009513335
6,3,17,2,1,0,0,1487009516900,-1,1487009516402
6,3,18,2,1,1,2,1487009519966,1487009521300,1487009519436
6,3,19,2,1,1,0,1487009522967,1487009524200,1487009522470
6,3,20,2,0,0,5,1487009526033,1487009527601,1487009525503
6,3,21,2,0,1,0,1487009529100,-1,1487009528570
6,3,22,2,1,0,1,1487009532134,-1,1487009531603
6,4,1,3,1,3,2,1487009552202,-1,1487009551669
6,4,2,3,1,3,5,1487009555268,-1,1487009554739
6,4,3,3,1,3,6,1487009558269,-1,1487009557771
6,4,4,3,1,0,3,1487009561335,-1,1487009560806
6,4,5,3,1,1,5,1487009564402,1487009566536,1487009563872
6,4,6,3,1,0,1,1487009567436,-1,1487009566906
6,4,7,3,1,0,0,1487009570503,-1,1487009569973
6,4,8,3,1,1,5,1487009573536,1487009574703,1487009573005
6,4,9,3,1,0,6,1487009576603,-1,1487009576072
6,4,10,3,1,1,0,1487009579637,1487009580604,1487009579139
6,4,11,3,1,0,2,1487009582703,-1,1487009582172
6,4,12,3,1,0,3,1487009585737,-1,1487009585207
6,4,13,3,0,0,5,1487009588804,1487009590071,1487009588273
