%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,3,1487007355608,1487007358610,1487007364823
1,G4,G,4,1487007367842,1487007370844,1487007374598
2,3W5,W,35,1487007376126,1487007380627,1487007385177
3,T7L,LT,7,1487007386710,1487007391211,1487007396611
4,1JA,AJ,1,1487007398144,1487007402646,1487007406899
0,L2,L,2,1487007414161,1487007417164,1487007420012
1,6P,P,6,1487007421545,1487007424547,1487007427522
2,B5,B,5,1487007429046,1487007432047,1487007435707
3,F7L,FL,7,1487007437230,1487007441731,1487007446448
4,R4D,DR,4,1487007447981,1487007452482,1487007456639
5,H18,H,18,1487007458164,1487007462666,1487007465883
6,T9A3,AT,39,1487007467414,1487007473416,1487007478189
7,V1J5,JV,15,1487007479715,1487007485717,1487007494933
8,7N4L,LN,47,1487007496466,1487007502468,1487007512390
9,8D6G1,DG,168,1487007513900,1487007521390,1487007533082
10,K2C7S,KCG,237,1487007534610,1487007542112,1487007562845
11,5P3Y9,P,359,1487007564379,1487007571880,1487007599764
12,M4E7Q2,M,24,1487007601297,1487007610299,1487007617765
13,W8H5F3,HW,58,1487007619298,1487007628300,1487007640281
14,6G9A2S,AGS,268,1487007641800,1487007650802,1487007673902
