%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,98,98,,,0,1486160264718,,1486160267048,1486160269349
3,1,2,AE,AE,,,0,1486160271319,,1486160273649,1486160275615
3,2,3,D70,D70,,,0,1486160277619,,1486160281148,1486160284949
3,3,3,2EA,2EA,,,0,1486160286954,,1486160290482,1486160292517
10,0,0,,,0,0,0,1486160338721,1486160338719,1486160290482,1486160341985
10,1,0,,,1,1,0,1486160343953,1486160343953,1486160290482,1486160347586
10,2,0,,,1,1,0,1486160349587,1486160349587,1486160290482,1486160352353
10,3,0,,,0,0,0,1486160354353,1486160354353,1486160290482,1486160356252
10,4,0,,,1,1,0,1486160358220,1486160358220,1486160290482,1486160361053
10,5,0,,,0,0,0,1486160363054,1486160363054,1486160290482,1486160365421
10,6,0,,,1,1,0,1486160367420,1486160367420,1486160290482,1486160371587
10,7,0,,,0,0,0,1486160373587,1486160373587,1486160290482,1486160375520
10,8,0,,,1,1,0,1486160377521,1486160377521,1486160290482,1486160379321
10,9,0,,,0,0,0,1486160381323,1486160381323,1486160290482,1486160384354
10,10,0,,,0,0,0,1486160386355,1486160386355,1486160290482,1486160389088
10,11,0,,,1,1,0,1486160391089,1486160391089,1486160290482,1486160393755
10,12,0,,,0,0,0,1486160395756,1486160395756,1486160290482,1486160398555
10,13,0,,,0,0,0,1486160400556,1486160400556,1486160290482,1486160403255
10,14,0,,,1,1,0,1486160405256,1486160405256,1486160290482,1486160412790
10,15,0,,,0,0,0,1486160414790,1486160414790,1486160290482,1486160416389
13,0,2,06,06,11,11,0,1486160458296,1486160466230,1486160471197,1486160474626
13,1,2,41,41,10,10,0,1486160476630,1486160482798,1486160484933,1486160486960
13,2,2,24,24,00,00,0,1486160488932,1486160498432,1486160500499,1486160502494
14,0,4,8E7A,8E7A,1001,1001,0,1486160510799,1486160525067,1486160528802,1486160531746
14,1,3,2E8,2E8,100,100,0,1486160533719,1486160544817,1486160546586,1486160550580
14,2,3,EB6,EB6,101,101,1,1486160552585,1486160565686,1486160567788,1486160575482
14,3,5,C1F5B,C1F5B,10110,10110,0,1486160577453,1486160595288,1486160596721,1486160600116
14,4,5,8DA67,8DZ6B,10001,10001,0,1486160602087,1486160623190,1486160624623,1486160633885
14,5,4,7BD5,7BD5,1001,Z001,0,1486160635889,1486160652158,1486160653425,1486160655753
14,6,2,46,46,01,01,0,1486160657724,1486160662892,1486160665259,1486160668454
14,7,3,4D0,4D0,101,101,0,1486160670425,1486160678692,1486160680760,1486160682954
14,8,2,AE,AE,11,11,0,1486160684926,1486160689959,1486160692426,1486160696222
14,9,4,A4CB,A4CB,0001,0001,0,1486160698193,1486160712527,1486160713862,1486160716656
14,10,2,74,74,00,00,0,1486160718662,1486160723428,1486160724730,1486160727823
14,11,5,D8CA3,D8CA3,00111,00111,0,1486160729796,1486160743896,1486160745463,1486160747525
